43,陶磁器,-,-,-,-,-,-,-,-,-,-,-,-,"1,088",-,"1,087",-,-,1,-,-,43,陶磁器,,,,,
44,セメント,-,-,-,-,-,-,-,-,-,-,-,-,720,90,630,-,-,-,-,-,44,セメント,,,,,
45,ガラス類,-,-,-,-,-,-,-,-,-,-,-,-,143,-,143,-,-,-,-,-,45,ガラス類,,,,,
46,窯業品,-,-,-,-,-,-,-,-,-,-,-,-,"4,987",671,"4,301",-,-,15,-,-,46,窯業品,,,,,
47,重油,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,47,重油,,,,,
48,揮発油,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,48,揮発油,,,,,
49,その他の石油,-,-,-,-,44,-,-,-,-,-,-,-,84,-,84,-,-,-,-,-,49,その他の石油,,,,,
50,LNG/液化天然ガス,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,50,LNG/液化天然ガス,,,,,
51,LPG/液化石油ガス,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,51,LPG/液化石油ガス,,,,,
52,その他石油製品,-,-,7,-,-,-,-,-,-,-,-,-,145,-,145,-,-,-,-,-,52,その他石油製品,,,,,
53,コークス,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,53,コークス,,,,,
54,石炭製品,-,-,-,-,-,-,-,-,-,-,-,-,30,-,30,-,-,-,-,-,54,石炭製品,,,,,
55,化学薬品,-,"1,470","4,629",-,-,30,-,30,-,-,-,-,"2,240",50,"2,175",-,-,-,-,15,55,化学薬品,,,,,
56,化学肥料,-,-,-,-,-,-,-,-,-,-,-,-,30,-,30,-,-,-,-,-,56,化学肥料,,,,,
57,その他化学工業品,-,172,594,-,-,"2,194",195,"1,924",-,-,-,75,"27,904","2,130","23,086",15,8,106,105,"2,454",57,その他化学工業品,,,,,
軽工業品,,"3,711","1,198",406,-,-,551,131,375,45,-,-,-,"53,136","11,197","39,100",79,"1,290","1,380",-,90,軽工業品,,,,,,
58,紙・パルプ,"3,711","1,077",-,-,-,-,-,-,-,-,-,-,564,-,493,-,14,57,-,-,58,紙・パルプ,,,,,
59,糸及び紡績半製品,-,-,-,-,-,-,-,-,-,-,-,-,30,-,30,-,-,-,-,-,59,糸及び紡績半製品,,,,,
60,その他繊維工業品,-,17,-,-,-,-,-,-,-,-,-,-,182,33,149,-,-,-,-,-,60,その他繊維工業品,,,,,
61,砂糖,-,12,-,-,-,-,-,-,-,-,-,-,60,30,30,-,-,-,-,-,61,砂糖,,,,,
62,製造食品,-,77,195,-,-,494,131,318,45,-,-,-,"6,844",235,"6,534",-,-,75,-,-,62,製造食品,,,,,
63,飲料,-,15,211,-,-,-,-,-,-,-,-,-,"33,154","2,544","28,007",79,"1,276","1,158",-,90,63,飲料,,,,,
64,水,-,-,-,-,-,-,-,-,-,-,-,-,599,120,479,-,-,-,-,-,64,水,,,,,
65,たばこ,-,-,-,-,-,57,-,57,-,-,-,-,-,-,-,-,-,-,-,-,65,たばこ,,,,,
66,その他食料工業品,-,-,-,-,-,-,-,-,-,-,-,-,"11,703","8,235","3,378",-,-,90,-,-,66,その他食料工業品,,,,,
雑工業品,,-,848,"1,181",53,29,368,52,181,-,-,-,135,"23,914",899,"22,989",-,26,-,-,-,雑工業品,,,,,,
67,がん具,-,-,-,-,-,10,-,10,-,-,-,-,488,43,445,-,-,-,-,-,67,がん具,,,,,
68,衣服・身廻品・はきもの,-,274,15,-,-,88,-,43,-,-,-,45,"6,670",86,"6,584",-,-,-,-,-,68,衣服・身廻品・はきもの,,,,,
69,文房具・運動娯楽用品・楽器,-,69,30,-,-,-,-,-,-,-,-,-,"1,461",64,"1,397",-,-,-,-,-,69,文房具・運動娯楽用品・楽器,,,,,
70,家具装備品,-,254,896,-,29,270,52,128,-,-,-,90,"7,116",429,"6,661",-,26,-,-,-,70,家具装備品,,,,,
71,その他日用品,-,-,-,-,-,-,-,-,-,-,-,-,"2,886",-,"2,886",-,-,-,-,-,71,その他日用品,,,,,
72,ゴム製品,-,-,-,-,-,-,-,-,-,-,-,-,404,-,404,-,-,-,-,-,72,ゴム製品,,,,,
73,木製品,-,251,225,53,-,-,-,-,-,-,-,-,245,41,204,-,-,-,-,-,73,木製品,,,,,
74,その他製造工業品,-,-,15,-,-,-,-,-,-,-,-,-,"4,644",236,"4,408",-,-,-,-,-,74,その他製造工業品,,,,,
特殊品,,-,-,54,-,-,"5,250",735,-,-,-,"4,515",-,"14,661",794,"13,747",-,-,120,-,-,特殊品,,,,,,
75,金属くず,-,-,-,-,-,-,-,-,-,-,-,-,487,371,116,-,-,-,-,-,75,金属くず,,,,,
76,再利用資材,-,-,-,-,-,-,-,-,-,-,-,-,180,180,-,-,-,-,-,-,76,再利用資材,,,,,
77,動植物性製造飼肥料,-,-,-,-,-,"5,250",735,-,-,-,"4,515",-,"6,920",9,"6,911",-,-,-,-,-,77,動植物性製造飼肥料,,,,,
78,廃棄物,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,78,廃棄物,,,,,
79,廃土砂,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,79,廃土砂,,,,,
80,輸送用容器,-,-,-,-,-,-,-,-,-,-,-,-,"6,966",234,"6,612",-,-,120,-,-,80,輸送用容器,,,,,
81,取合せ品,-,-,54,-,-,-,-,-,-,-,-,-,108,-,108,-,-,-,-,-,81,取合せ品,,,,,
分類不能のもの,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,分類不能のもの,,,,,,
