,,,,,,,,,,,,,,,,,,,,,,,(単位：トン）,,,,,
品種,,ヨーロッパ,,,,,,,,,,,,,,,,,,,,品種,,,,,,
,,スウェーデン,,,,,デンマーク,,,,,,,イギリス,,,,,,,,,,,,,,
,,ノルコッピング,ゴーセンブルグ,ヘルシンブボルイ,ピチオ,"諸港
(スウェーデン)",小計,コペンハーゲン,オールフス,オールベク,スカーン,フレデリカ,"諸港
(デンマーク)",小計,フィリクストーエ,サザンプトン,ベルファスト,グリノック,グレーンジマス,ティーポート,諸港(イギリス),,,,,,,
合計,,"3,826","20,808","23,059","8,543","1,206","11,245","1,223","4,983",75,22,"4,515",427,"166,945","23,440","137,555",124,"1,352","1,630",105,"2,739",合計,,,,,,
農水産品,,-,-,25,-,-,"2,372",95,"2,225",30,22,-,-,"4,869","1,675","3,126",30,-,8,-,30,農水産品,,,,,,
1,麦,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,麦,,,,,
2,米,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,米,,,,,
3,とうもろこし,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,とうもろこし,,,,,
4,豆類,-,-,-,-,-,-,-,-,-,-,-,-,30,30,-,-,-,-,-,-,4,豆類,,,,,
5,その他雑穀,-,-,-,-,-,-,-,-,-,-,-,-,15,-,15,-,-,-,-,-,5,その他雑穀,,,,,
6,野菜・果物,-,-,-,-,-,-,-,-,-,-,-,-,346,-,346,-,-,-,-,-,6,野菜・果物,,,,,
7,綿花,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7,綿花,,,,,
8,その他農産品,-,-,-,-,-,-,-,-,-,-,-,-,"1,109",-,"1,109",-,-,-,-,-,8,その他農産品,,,,,
9,羊毛,-,-,-,-,-,-,-,-,-,-,-,-,210,-,210,-,-,-,-,-,9,羊毛,,,,,
10,その他畜産品,-,-,25,-,-,25,-,25,-,-,-,-,"3,082","1,645","1,377",30,-,-,-,30,10,その他畜産品,,,,,
11,水産品,-,-,-,-,-,"2,347",95,"2,200",30,22,-,-,77,-,69,-,-,8,-,-,11,水産品,,,,,
林産品,,-,"14,100","7,350","8,430",-,89,-,-,-,-,-,89,29,-,29,-,-,-,-,-,林産品,,,,,,
12,原木,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12,原木,,,,,
13,製材,-,"14,100","7,350","8,430",-,89,-,-,-,-,-,89,29,-,29,-,-,-,-,-,13,製材,,,,,
14,樹脂類,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,14,樹脂類,,,,,
15,木材チップ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,15,木材チップ,,,,,
16,その他林産品,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,16,その他林産品,,,,,
17,薪炭,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,17,薪炭,,,,,
鉱産品,,-,-,-,-,-,117,-,117,-,-,-,-,816,30,786,-,-,-,-,-,鉱産品,,,,,,
18,石炭,-,-,-,-,-,49,-,49,-,-,-,-,11,-,11,-,-,-,-,-,18,石炭,,,,,
19,鉄鉱石,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,19,鉄鉱石,,,,,
20,金属鉱,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,20,金属鉱,,,,,
21,砂利・砂,-,-,-,-,-,-,-,-,-,-,-,-,120,15,105,-,-,-,-,-,21,砂利・砂,,,,,
22,石材,-,-,-,-,-,-,-,-,-,-,-,-,221,-,221,-,-,-,-,-,22,石材,,,,,
23,原油,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,23,原油,,,,,
24,りん鉱石,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,24,りん鉱石,,,,,
25,石灰石,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,25,石灰石,,,,,
26,原塩,-,-,-,-,-,68,-,68,-,-,-,-,60,-,60,-,-,-,-,-,26,原塩,,,,,
27,非金属鉱物,-,-,-,-,-,-,-,-,-,-,-,-,404,15,389,-,-,-,-,-,27,非金属鉱物,,,,,
金属機械工業品,,115,"3,020","8,813",60,"1,133",274,15,131,-,-,-,128,"32,149","5,904","26,067",-,28,-,-,150,金属機械工業品,,,,,,
28,鉄鋼,-,-,"7,410",-,-,-,-,-,-,-,-,-,375,-,375,-,-,-,-,-,28,鉄鋼,,,,,
29,鋼材,-,79,-,-,-,-,-,-,-,-,-,-,"3,414","2,742",672,-,-,-,-,-,29,鋼材,,,,,
30,非鉄金属,-,-,195,-,-,-,-,-,-,-,-,-,956,8,948,-,-,-,-,-,30,非鉄金属,,,,,
31,金属製品,-,875,-,-,-,60,-,-,-,-,-,60,"3,590",7,"3,435",-,28,-,-,120,31,金属製品,,,,,
32,鉄道車両,-,-,-,-,-,-,-,-,-,-,-,-,30,-,30,-,-,-,-,-,32,鉄道車両,,,,,
33,完成自動車,-,-,-,-,-,-,-,-,-,-,-,-,"5,195","1,798","3,397",-,-,-,-,-,33,完成自動車,,,,,
34,その他輸送用車両,-,-,-,-,-,-,-,-,-,-,-,-,136,-,136,-,-,-,-,-,34,その他輸送用車両,,,,,
35,二輪自動車,-,-,-,-,-,-,-,-,-,-,-,-,222,57,165,-,-,-,-,-,35,二輪自動車,,,,,
36,自動車部品,-,"1,254",-,-,"1,020",-,-,-,-,-,-,-,"10,574",419,"10,155",-,-,-,-,-,36,自動車部品,,,,,
37,その他輸送機械,30,91,75,-,-,-,-,-,-,-,-,-,821,15,806,-,-,-,-,-,37,その他輸送機械,,,,,
38,産業機械,-,556,215,60,113,45,15,15,-,-,-,15,"3,543",347,"3,166",-,-,-,-,30,38,産業機械,,,,,
39,電気機械,85,165,918,-,-,154,-,116,-,-,-,38,"1,722",467,"1,255",-,-,-,-,-,39,電気機械,,,,,
40,測量・光学・医療用機械,-,-,-,-,-,15,-,-,-,-,-,15,"1,426",-,"1,426",-,-,-,-,-,40,測量・光学・医療用機械,,,,,
41,事務用機器,-,-,-,-,-,-,-,-,-,-,-,-,44,44,-,-,-,-,-,-,41,事務用機器,,,,,
42,その他機械,-,-,-,-,-,-,-,-,-,-,-,-,101,-,101,-,-,-,-,-,42,その他機械,,,,,
化学工業品,,-,"1,642","5,230",-,44,"2,224",195,"1,954",-,-,-,75,"37,371","2,941","31,711",15,8,122,105,"2,469",化学工業品,,,,,,
