,,,,,,,,,,,,,,,,,,(単位：トン）,,,,,,,,,,,,,,,,,,,,,,,,
航路別,合計,,,品川コンテナ,,,品川外貿,,,青海コンテナふ頭（公共）,,,青海コンテナふ頭(埠頭㈱),,,お台場ライナーふ頭,,,大井コンテナふ頭,,,大井水産物ふ頭,,,大井食品ふ頭（OL）,,,大井食品ふ頭（OM）,,,大井食品ふ頭（ON）,,,15号地木材ふ頭,,,中央防波堤内側ばら物ふ頭,,,民間,,
,計,輸出,輸入,計,輸出,輸入,計,輸出,輸入,計,輸出,輸入,計,輸出,輸入,計,輸出,輸入,計,輸出,輸入,計,輸出,輸入,計,輸出,輸入,計,輸出,輸入,計,輸出,輸入,計,輸出,輸入,計,輸出,輸入,計,輸出,輸入
合計,"49,825,795","13,288,658","36,537,137","4,341,480","979,870","3,361,610","84,456","14,173","70,283","9,228,235","1,765,400","7,462,835","7,044,939","1,507,152","5,537,787","709,775","491,576","218,199","25,212,831","8,034,645","17,178,186","4,489","1,018","3,471","244,286",-,"244,286","131,014",-,"131,014","14,453",-,"14,453","84,581",317,"84,264","176,691",-,"176,691","2,548,565","494,507","2,054,058"
定期航路計,"48,496,099","12,811,283","35,684,816","4,341,480","979,870","3,361,610","84,456","14,173","70,283","9,228,235","1,765,400","7,462,835","7,044,939","1,507,152","5,537,787","79,317","15,975","63,342","25,212,831","8,034,645","17,178,186",-,-,-,-,-,-,-,-,-,-,-,-,"4,869",-,"4,869",-,-,-,"2,499,972","494,068","2,005,904"
世界一周,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
北米西岸(メキシコ含む),"6,855,222","2,304,670","4,550,552",-,-,-,-,-,-,"152,289","117,653","34,636","1,213,623","34,301","1,179,322","62,365",-,"62,365","5,422,076","2,152,716","3,269,360",-,-,-,-,-,-,-,-,-,-,-,-,"4,869",-,"4,869",-,-,-,-,-,-
北米東岸(カリビア海含む),"1,684,960","631,938","1,053,022",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1,684,960","631,938","1,053,022",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
北欧・地中海,"3,110,531","1,346,251","1,764,280",-,-,-,-,-,-,"13,504","2,663","10,841","3,151","2,487",664,240,225,15,"3,093,636","1,340,876","1,752,760",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
南米西岸,"565,292","28,792","536,500",-,-,-,-,-,-,-,-,-,"18,726",-,"18,726",-,-,-,"546,566","28,792","517,774",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
南米東岸,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
南米東岸･南ア経由,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
アフリカ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
オセアニア,"740,335","111,119","629,216",-,-,-,-,-,-,"329,713","59,875","269,838","129,755","14,371","115,384",-,-,-,"239,580","36,873","202,707",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"41,287",-,"41,287"
印パ･ペルシャ･ベンガル,"328,876","262,810","66,066",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"328,876","262,810","66,066",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
東南アジア,"20,004,518","5,206,731","14,797,787","339,499","53,915","285,584",-,-,-,"3,967,347","838,316","3,129,031","4,259,496","1,263,293","2,996,203","16,712","15,750",962,"10,723,950","2,956,846","7,767,104",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"697,514","78,611","618,903"
台湾,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
韓国,"2,016,105","548,612","1,467,493","1,807,672","493,958","1,313,714","24,377","6,370","18,007","14,802","3,153","11,649","81,643","17,752","63,891",-,-,-,"87,611","27,379","60,232",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
中国(香港含む),"13,190,260","2,370,360","10,819,900","2,194,309","431,997","1,762,312","60,079","7,803","52,276","4,750,580","743,740","4,006,840","1,338,545","174,948","1,163,597",-,-,-,"3,085,576","596,415","2,489,161",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1,761,171","415,457","1,345,714"
ナホトカ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
不定期航路,"1,329,696","477,375","852,321",-,-,-,-,-,-,-,-,-,-,-,-,"630,458","475,601","154,857",-,-,-,"4,489","1,018","3,471","244,286",-,"244,286","131,014",-,"131,014","14,453",-,"14,453","79,712",317,"79,395","176,691",-,"176,691","48,593",439,"48,154"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
（注）オセアニアはオーストラリア・ニュージーランド・南太平洋諸島,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
