44,セメント,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,44,セメント,,,,,
45,ガラス類,-,-,-,-,-,-,-,-,15,15,-,-,-,377,67,-,-,-,-,273,45,ガラス類,,,,,
46,窯業品,-,81,81,-,-,-,-,-,-,-,-,-,-,600,-,-,-,-,-,600,46,窯業品,,,,,
47,重油,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,47,重油,,,,,
48,揮発油,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,48,揮発油,,,,,
49,その他の石油,-,-,-,-,-,-,-,-,-,-,-,-,-,12,-,-,-,-,-,12,49,その他の石油,,,,,
50,LNG/液化天然ガス,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,50,LNG/液化天然ガス,,,,,
51,LPG/液化石油ガス,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,51,LPG/液化石油ガス,,,,,
52,その他石油製品,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,2,52,その他石油製品,,,,,
53,コークス,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,53,コークス,,,,,
54,石炭製品,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,54,石炭製品,,,,,
55,化学薬品,-,55,-,-,23,32,-,-,61,-,1,-,60,"3,043",708,-,-,-,-,"1,617",55,化学薬品,,,,,
56,化学肥料,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,56,化学肥料,,,,,
57,その他化学工業品,-,360,194,-,61,45,-,60,318,35,214,64,5,"13,941","1,656",290,-,-,-,"11,602",57,その他化学工業品,,,,,
軽工業品,,15,472,276,8,128,60,-,-,425,47,333,45,-,"7,208","1,705",193,-,-,-,"5,001",軽工業品,,,,,,
58,紙・パルプ,-,37,-,8,29,-,-,-,44,44,-,-,-,327,-,-,-,-,-,261,58,紙・パルプ,,,,,
59,糸及び紡績半製品,-,-,-,-,-,-,-,-,-,-,-,-,-,19,-,-,-,-,-,19,59,糸及び紡績半製品,,,,,
60,その他繊維工業品,-,60,-,-,-,60,-,-,1,1,-,-,-,55,-,-,-,-,-,55,60,その他繊維工業品,,,,,
61,砂糖,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,61,砂糖,,,,,
62,製造食品,15,279,264,-,15,-,-,-,182,2,135,45,-,"5,820","1,547",128,-,-,-,"3,953",62,製造食品,,,,,
63,飲料,-,96,12,-,84,-,-,-,198,-,198,-,-,987,158,65,-,-,-,713,63,飲料,,,,,
64,水,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,64,水,,,,,
65,たばこ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,65,たばこ,,,,,
66,その他食料工業品,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,66,その他食料工業品,,,,,
雑工業品,,195,416,124,-,223,67,2,-,479,135,344,-,-,"30,718",579,239,-,-,75,"20,032",雑工業品,,,,,,
67,がん具,-,7,-,-,7,-,-,-,-,-,-,-,-,284,73,1,-,-,-,210,67,がん具,,,,,
68,衣服・身廻品・はきもの,-,33,-,-,3,30,-,-,92,-,92,-,-,497,3,9,-,-,-,456,68,衣服・身廻品・はきもの,,,,,
69,文房具・運動娯楽用品・楽器,-,219,30,-,189,-,-,-,176,132,44,-,-,"2,190",303,110,-,-,75,"1,684",69,文房具・運動娯楽用品・楽器,,,,,
70,家具装備品,-,43,-,-,6,37,-,-,207,1,206,-,-,"2,086",-,77,-,-,-,"1,997",70,家具装備品,,,,,
71,その他日用品,-,20,18,-,-,-,2,-,-,-,-,-,-,"7,254",6,42,-,-,-,"7,205",71,その他日用品,,,,,
72,ゴム製品,195,16,1,-,15,-,-,-,-,-,-,-,-,"18,279",194,-,-,-,-,"8,367",72,ゴム製品,,,,,
73,木製品,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,73,木製品,,,,,
74,その他製造工業品,-,78,75,-,3,-,-,-,4,2,2,-,-,128,-,-,-,-,-,113,74,その他製造工業品,,,,,
特殊品,,-,444,-,-,444,-,-,-,95,2,93,-,-,"1,835",290,4,-,-,-,"1,429",特殊品,,,,,,
75,金属くず,-,-,-,-,-,-,-,-,-,-,-,-,-,410,131,-,-,-,-,246,75,金属くず,,,,,
76,再利用資材,-,-,-,-,-,-,-,-,-,-,-,-,-,56,-,-,-,-,-,56,76,再利用資材,,,,,
77,動植物性製造飼肥料,-,-,-,-,-,-,-,-,-,-,-,-,-,206,39,-,-,-,-,167,77,動植物性製造飼肥料,,,,,
78,廃棄物,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,78,廃棄物,,,,,
79,廃土砂,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,79,廃土砂,,,,,
80,輸送用容器,-,420,-,-,420,-,-,-,14,-,14,-,-,672,114,-,-,-,-,486,80,輸送用容器,,,,,
81,取合せ品,-,24,-,-,24,-,-,-,81,2,79,-,-,491,6,4,-,-,-,474,81,取合せ品,,,,,
分類不能のもの,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,分類不能のもの,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
