,,,,,,,,,,,,,,,,,,,,,,,(単位：トン）,,,,,
品種,,南アメリカ,,,,,,,,,,,,,,,,,アフリカ,,,品種,,,,,,
,,ブラジル,,,,,,,,,アルゼンチン,,,,,,ウルグアイ,,計,モロッコ,,,,,,,,
,,小計,サントス,パラナグァ,リオグランデ,"イタジャイ及び
ナヴェガンテス",マナウス,インビトゥーバ,"セペティバ及
びイタグアイ",諸港(ブラジル）,小計,ブエノスアイレス,マルデルプラタ,プエルトマドリン,サラテ,"諸港(アル
ゼンチン）",小計,モンテビデオ,,小計,カサブランカ,,,,,,,
合計,,"103,146","14,582","28,289","3,915","1,333",4,"1,019","1,260","52,744","3,672",796,60,"2,555",90,171,595,595,"22,073","1,538",90,合計,,,,,,
農水産品,,"91,880","10,178","27,021",913,"1,322",-,"1,019",150,"51,277","3,308",470,60,"2,555",90,133,256,256,"16,753","1,273",-,農水産品,,,,,,
1,麦,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,麦,,,,,
2,米,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,米,,,,,
3,とうもろこし,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,とうもろこし,,,,,
4,豆類,30,-,-,-,-,-,-,-,30,210,150,-,-,-,60,-,-,-,-,-,4,豆類,,,,,
5,その他雑穀,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5,その他雑穀,,,,,
6,野菜・果物,45,45,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"15,467","1,273",-,6,野菜・果物,,,,,
7,綿花,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7,綿花,,,,,
8,その他農産品,30,15,-,15,-,-,-,-,-,-,-,-,-,-,-,3,3,55,-,-,8,その他農産品,,,,,
9,羊毛,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,9,羊毛,,,,,
10,その他畜産品,"91,775","10,118","27,021",898,"1,322",-,"1,019",150,"51,247",277,142,-,-,90,45,30,30,30,-,-,10,その他畜産品,,,,,
11,水産品,-,-,-,-,-,-,-,-,-,"2,821",178,60,"2,555",-,28,223,223,"1,201",-,-,11,水産品,,,,,
林産品,,47,-,-,47,-,-,-,-,-,-,-,-,-,-,-,-,-,30,-,-,林産品,,,,,,
12,原木,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12,原木,,,,,
13,製材,47,-,-,47,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,13,製材,,,,,
14,樹脂類,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,30,-,-,14,樹脂類,,,,,
