,,,,,,,,,,,,,,,,,,,,,,,(単位：トン）
品種,,合計,0,0,1月,0,0,2月,0,0,3月,0,0,4月,0,0,5月,0,0,6月,0,品種,
,,計,輸出,輸入,計,輸出,輸入,計,輸出,輸入,計,輸出,輸入,計,輸出,輸入,計,輸出,輸入,計,輸出,,
合計,,"49,825,795","13,288,658","36,537,137","3,972,814","906,141","3,066,673","3,972,839","1,042,705","2,930,134","3,830,576","1,144,444","2,686,132","4,245,494","1,157,668","3,087,826","4,164,013","1,065,224","3,098,789","4,190,902","1,223,614",合計,
農水産品,,"5,495,119","317,534","5,177,585","467,204","34,743","432,461","442,841","36,143","406,698","479,079","31,483","447,596","518,112","37,298","480,814","483,293","36,763","446,530","456,602","32,266",農水産品,
1,麦,"269,947",18,"269,929","9,931",-,"9,931","20,796",15,"20,781","22,850",-,"22,850","51,276",-,"51,276","19,205",-,"19,205","28,586",-,1,麦
2,米,"23,948","3,145","20,803","2,354",178,"2,176","4,746",201,"4,545","2,024",272,"1,752","3,080",275,"2,805","3,632",257,"3,375","1,258",223,2,米
3,とうもろこし,"7,164",120,"7,044",715,-,715,405,-,405,807,60,747,471,-,471,165,-,165,195,-,3,とうもろこし
4,豆類,"149,303",342,"148,961","12,720",5,"12,715","10,039",4,"10,035","15,365",26,"15,339","15,950",32,"15,918","16,917",-,"16,917","15,708",116,4,豆類
5,その他雑穀,"7,333",19,"7,314",315,-,315,420,-,420,674,-,674,"1,120",-,"1,120",285,-,285,330,-,5,その他雑穀
6,野菜・果物,"1,925,366","34,597","1,890,769","157,287","5,954","151,333","163,300","2,593","160,707","195,354","2,934","192,420","172,045","1,358","170,687","180,998",479,"180,519","173,528",378,6,野菜・果物
7,綿花,381,-,381,60,-,60,30,-,30,47,-,47,30,-,30,90,-,90,-,-,7,綿花
8,その他農産品,"241,629","8,299","233,330","20,552",638,"19,914","20,548",699,"19,849","20,405",794,"19,611","19,510",608,"18,902","20,552",694,"19,858","18,091",490,8,その他農産品
9,羊毛,833,-,833,104,-,104,117,-,117,63,-,63,58,-,58,45,-,45,42,-,9,羊毛
10,その他畜産品,"1,705,841","35,191","1,670,650","145,484","2,288","143,196","124,478","2,782","121,696","136,577","2,818","133,759","148,458","3,445","145,013","141,130","2,727","138,403","131,241","3,184",10,その他畜産品
11,水産品,"1,163,374","235,803","927,571","117,682","25,680","92,002","97,962","29,849","68,113","84,913","24,579","60,334","106,114","31,580","74,534","100,274","32,606","67,668","87,623","27,875",11,水産品
林産品,,"1,142,773","24,010","1,118,763","81,505","1,447","80,058","97,191","1,926","95,265","92,722","2,781","89,941","95,481","2,513","92,968","124,321","1,907","122,414","104,245","2,571",林産業,
12,原木,"6,457","2,870","3,587",276,84,192,465,180,285,589,357,232,"1,757",811,946,474,131,343,722,565,12,原木
13,製材,"993,093","20,429","972,664","70,083","1,333","68,750","83,646","1,686","81,960","80,623","2,387","78,236","78,305","1,627","76,678","110,564","1,608","108,956","89,630","1,973",13,製材
14,樹脂類,"78,935",347,"78,588","6,044",-,"6,044","7,085",-,"7,085","6,697",22,"6,675","8,321",36,"8,285","7,526",108,"7,418","7,658",14,14,樹脂類
15,木材チップ,"13,315",123,"13,192","1,397",-,"1,397","1,575",15,"1,560",883,15,868,969,24,945,"1,148",15,"1,133","1,005",15,15,木材チップ
16,その他林産品,864,80,784,7,-,7,42,-,42,-,-,-,30,-,30,65,30,35,21,-,16,その他林産品
17,薪炭,"50,109",161,"49,948","3,698",30,"3,668","4,378",45,"4,333","3,930",-,"3,930","6,099",15,"6,084","4,544",15,"4,529","5,209",4,17,薪炭
鉱産品,,"466,767","18,548","448,219","52,265",745,"51,520","29,014","1,318","27,696","22,578","1,654","20,924","77,752","2,266","75,486","28,201","1,631","26,570","27,053","1,364",鉱産品,
18,石炭,"116,720",1,"116,719","25,350",-,"25,350","4,851",-,"4,851","2,918",-,"2,918","18,130",-,"18,130","3,300",-,"3,300","3,190",-,18,石炭
19,鉄鉱石,259,31,228,15,-,15,30,-,30,20,10,10,-,-,-,-,-,-,38,-,19,鉄鉱石
20,金属鉱,"9,764",6,"9,758",613,6,607,"1,373",-,"1,373",851,-,851,930,-,930,675,-,675,480,-,20,金属鉱
21,砂利・砂,"26,071",923,"25,148","2,623",90,"2,533","2,555",45,"2,510","2,342",-,"2,342","3,382",144,"3,238","2,778",-,"2,778","2,016",88,21,砂利・砂
22,石材,"98,174","3,213","94,961","8,704",107,"8,597","7,785",210,"7,575","5,625",285,"5,340","8,956",374,"8,582","8,379",113,"8,266","9,236",195,22,石材
23,原油,"1,920",-,"1,920",270,-,270,90,-,90,150,-,150,322,-,322,180,-,180,120,-,23,原油
24,りん鉱石,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,24,りん鉱石
25,石灰石,"2,879",-,"2,879",30,-,30,465,-,465,157,-,157,270,-,270,202,-,202,270,-,25,石灰石
26,原塩,"10,479",33,"10,446",922,3,919,659,3,656,786,2,784,"1,040",5,"1,035","1,045",3,"1,042",916,5,26,原塩
27,非金属鉱物,"200,501","14,341","186,160","13,738",539,"13,199","11,206","1,060","10,146","9,729","1,357","8,372","44,722","1,743","42,979","11,642","1,515","10,127","10,787","1,076",27,非金属鉱物
金属機械工業品,,"14,077,695","5,514,161","8,563,534","1,062,265","368,190","694,075","1,113,273","429,803","683,470","1,128,000","503,918","624,082","1,124,212","457,400","666,812","1,151,966","414,757","737,209","1,203,056","477,830",金属機械工業品,
28,鉄鋼,"95,535","49,453","46,082","10,063","5,751","4,312","7,102","2,624","4,478","9,277","7,138","2,139","6,435","3,559","2,876","12,820","5,522","7,298","6,814","3,195",28,鉄鋼
29,鋼材,"410,704","285,706","124,998","25,605","17,233","8,372","33,016","23,419","9,597","32,764","25,104","7,660","33,443","23,800","9,643","31,690","22,581","9,109","41,605","27,731",29,鋼材
30,非鉄金属,"249,418","93,886","155,532","19,741","6,499","13,242","20,526","8,919","11,607","20,682","9,352","11,330","20,755","7,280","13,475","20,602","7,131","13,471","20,752","8,103",30,非鉄金属
31,金属製品,"1,793,400","342,822","1,450,578","140,786","21,912","118,874","134,540","24,842","109,698","134,109","29,212","104,897","141,823","27,004","114,819","148,169","24,506","123,663","144,104","29,116",31,金属製品
32,鉄道車両,"4,309","1,355","2,954",362,22,340,297,59,238,357,109,248,239,67,172,191,19,172,248,106,32,鉄道車両
33,完成自動車,"132,414","104,643","27,771","7,514","5,403","2,111","8,605","6,465","2,140","9,136","7,044","2,092","9,950","8,079","1,871","10,871","8,719","2,152","12,452","10,414",33,完成自動車
34,その他輸送用車両,"107,968","2,790","105,178","7,371",200,"7,171","8,488",190,"8,298","8,185",261,"7,924","7,283",168,"7,115","8,287",239,"8,048","6,940",221,34,その他輸送用車両
35,二輪自動車,"62,573","7,335","55,238","4,295",650,"3,645","3,886",759,"3,127","4,168",740,"3,428","6,635",654,"5,981","5,670",485,"5,185","5,738",315,35,二輪自動車
36,自動車部品,"2,559,104","1,610,295","948,809","170,607","97,270","73,337","192,112","121,723","70,389","208,884","143,630","65,254","196,554","127,436","69,118","181,613","108,927","72,686","217,209","140,054",36,自動車部品
37,その他輸送機械,"393,623","43,923","349,700","38,635","3,410","35,225","41,662","3,439","38,223","40,137","4,104","36,033","33,761","3,649","30,112","29,590","3,514","26,076","30,441","4,105",37,その他輸送機械
38,産業機械,"3,509,439","1,953,004","1,556,435","266,848","142,689","124,159","287,929","161,633","126,296","296,603","183,853","112,750","301,380","172,613","128,767","303,625","155,264","148,361","304,696","163,150",38,産業機械
39,電気機械,"3,955,949","743,798","3,212,151","307,894","49,032","258,862","309,809","55,447","254,362","304,946","69,795","235,151","305,934","62,439","243,495","332,747","57,438","275,309","345,152","68,490",39,電気機械
40,測量・光学・医療用機械,"583,518","229,158","354,360","42,971","15,125","27,846","44,475","16,868","27,607","42,779","19,913","22,866","44,363","16,873","27,490","47,339","16,597","30,742","48,396","18,638",40,測量・光学・医療用機械
41,事務用機器,"181,958","34,661","147,297","16,902","2,540","14,362","17,645","2,570","15,075","12,593","2,713","9,880","12,760","2,773","9,987","15,274","2,689","12,585","16,015","3,464",41,事務用機器
42,その他機械,"37,783","11,332","26,451","2,671",454,"2,217","3,181",846,"2,335","3,380",950,"2,430","2,897","1,006","1,891","3,478","1,126","2,352","2,494",728,42,その他機械
