,,,,,,,,,,,,,,,,,,,,,,,(単位：トン）,,,,,
品種,,     　     アジア,,,,,,,,,,,,,,,,,,,,品種,,,,,,
,,          中国,,,,,,,,,,台湾,,,,,ベトナム,,,,,,,,,,,
,,新会,揚州,肇慶,"新港,天津",乍浦,石島,興安,三山,三水,諸港(中国),小計,高雄,基隆,台中,諸港(台湾),小計,カムファー,ハイフォン,ダナン,"ホーチミン
及びカトライ",,,,,,,
合計,,"3,260",667,984,"700,090","41,066","45,558","1,394","27,668","9,675","395,996","1,463,488","719,859","192,103","204,130","347,396","2,014,669","2,036","663,557","41,104","495,483",合計,,,,,,
農水産品,,-,-,-,"10,880",-,"9,438",-,-,-,"61,412","104,356","91,247",636,"9,719","2,754","150,850",-,"8,746","5,649","38,133",農水産品,,,,,,
1,麦,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,麦,,,,,
2,米,-,-,-,-,-,-,-,-,-,-,405,405,-,-,-,45,-,-,-,45,2,米,,,,,
3,とうもろこし,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,とうもろこし,,,,,
4,豆類,-,-,-,-,-,30,-,-,-,30,45,-,-,-,45,-,-,-,-,-,4,豆類,,,,,
5,その他雑穀,-,-,-,165,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5,その他雑穀,,,,,
6,野菜・果物,-,-,-,"6,387",-,"1,590",-,-,-,"50,591","53,596","48,871",180,"3,900",645,"14,446",-,"4,391",-,"2,671",6,野菜・果物,,,,,
7,綿花,-,-,-,-,-,-,-,-,-,-,105,105,-,-,-,-,-,-,-,-,7,綿花,,,,,
8,その他農産品,-,-,-,"3,276",-,285,-,-,-,"3,523","15,454","8,674",-,"5,655","1,125","22,728",-,148,-,"7,602",8,その他農産品,,,,,
9,羊毛,-,-,-,-,-,-,-,-,-,-,30,30,-,-,-,-,-,-,-,-,9,羊毛,,,,,
10,その他畜産品,-,-,-,654,-,-,-,-,-,241,"10,328","10,328",-,-,-,14,-,-,-,-,10,その他畜産品,,,,,
11,水産品,-,-,-,398,-,"7,533",-,-,-,"7,027","24,393","22,834",456,164,939,"113,617",-,"4,207","5,649","27,815",11,水産品,,,,,
林産品,,-,-,-,402,300,-,-,-,-,"1,549","24,415","23,149",141,-,"1,125","13,582",-,"4,209",165,"6,897",林産品,,,,,,
12,原木,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,162,-,162,-,-,12,原木,,,,,
13,製材,-,-,-,177,-,-,-,-,-,"1,234","21,595","20,599",141,-,855,723,-,22,-,520,13,製材,,,,,
14,樹脂類,-,-,-,-,-,-,-,-,-,-,"1,980","1,740",-,-,240,"4,155",-,-,150,"2,520",14,樹脂類,,,,,
