,,,,,,,,,,,,,,,,,,,,,(単位：トン）,,,,,,
品種,,竹芝,,,品川,,,,,,,,,月島,,,10号地その2,,,品種,,,,,,,
,,竹芝ふ頭,,,合計,,,品川コンテナ,,,品川内貿,,,月島ふ頭,,,合計,,,,,,,,,,
,,計,移出,移入,計,移出,移入,計,移出,移入,計,移出,移入,計,移出,移入,計,移出,移入,,,,,,,,
合計,,"82,896","56,043","26,853","3,462,332","2,064,733","1,397,599",67,7,60,"3,462,265","2,064,726","1,397,539","17,373","7,781","9,592","17,658,150","9,417,107","8,241,043",合計,,,,,,,
農水産品,,"32,574","20,950","11,624",-,-,-,-,-,-,-,-,-,30,30,-,"27,190","17,260","9,930",農水産品,,,,,,,
1,麦,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"2,305","1,345",960,1,麦,,,,,,
2,米,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"6,080","5,420",660,2,米,,,,,,
3,とうもろこし,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,とうもろこし,,,,,,
4,豆類,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"2,165",820,"1,345",4,豆類,,,,,,
5,その他雑穀,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,320,300,20,5,その他雑穀,,,,,,
6,野菜・果物,"5,121","5,121",-,-,-,-,-,-,-,-,-,-,30,30,-,"11,040","7,720","3,320",6,野菜・果物,,,,,,
7,綿花,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10,10,-,7,綿花,,,,,,
8,その他農産品,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,450,405,45,8,その他農産品,,,,,,
9,羊毛,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,9,羊毛,,,,,,
10,その他畜産品,"7,935","7,935",-,-,-,-,-,-,-,-,-,-,-,-,-,"4,340",760,"3,580",10,その他畜産品,,,,,,
11,水産品,"19,518","7,894","11,624",-,-,-,-,-,-,-,-,-,-,-,-,480,480,-,11,水産品,,,,,,
林産品,,2,2,-,-,-,-,-,-,-,-,-,-,965,235,730,"26,920","7,755","19,165",林産品,,,,,,,
12,原木,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,20,-,20,12,原木,,,,,,
13,製材,2,2,-,-,-,-,-,-,-,-,-,-,239,235,4,"11,755","1,160","10,595",13,製材,,,,,,
14,樹脂類,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"14,745","6,360","8,385",14,樹脂類,,,,,,
15,木材チップ,-,-,-,-,-,-,-,-,-,-,-,-,726,-,726,90,-,90,15,木材チップ,,,,,,
16,その他林産品,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,260,230,30,16,その他林産品,,,,,,
17,薪炭,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,50,5,45,17,薪炭,,,,,,
鉱産品,,-,-,-,-,-,-,-,-,-,-,-,-,300,300,-,"9,425","2,355","7,070",鉱産品,,,,,,,
18,石炭,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,20,-,20,18,石炭,,,,,,
19,鉄鉱石,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,19,鉄鉱石,,,,,,
20,金属鉱,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,20,20,-,20,金属鉱,,,,,,
21,砂利・砂,-,-,-,-,-,-,-,-,-,-,-,-,300,300,-,"2,085",475,"1,610",21,砂利・砂,,,,,,
22,石材,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1,790","1,700",90,22,石材,,,,,,
23,原油,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,23,原油,,,,,,
24,りん鉱石,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,24,りん鉱石,,,,,,
25,石灰石,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1,850",120,"1,730",25,石灰石,,,,,,
26,原塩,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"3,500",-,"3,500",26,原塩,,,,,,
27,非金属鉱物,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,160,40,120,27,非金属鉱物,,,,,,
金属機械工業品,,575,230,345,"1,271,857","895,977","375,880",60,-,60,"1,271,797","895,977","375,820","4,619","3,543","1,076","13,268,841","7,258,571","6,010,270",金属機械工業品,,,,,,,
28,鉄鋼,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"2,590",510,"2,080",28,鉄鋼,,,,,,
29,鋼材,-,-,-,-,-,-,-,-,-,-,-,-,744,744,-,"235,861","7,995","227,866",29,鋼材,,,,,,
30,非鉄金属,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"4,515","1,800","2,715",30,非鉄金属,,,,,,
31,金属製品,66,4,62,-,-,-,-,-,-,-,-,-,"2,259","1,785",474,"23,420","8,165","15,255",31,金属製品,,,,,,
32,鉄道車両,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,32,鉄道車両,,,,,,
33,完成自動車,-,-,-,"1,217,767","869,207","348,560",-,-,-,"1,217,767","869,207","348,560","1,304",827,477,"12,610,616","6,982,355","5,628,261",33,完成自動車,,,,,,
34,その他輸送用車両,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"25,865","13,910","11,955",34,その他輸送用車両,,,,,,
35,二輪自動車,509,226,283,-,-,-,-,-,-,-,-,-,13,11,2,4,1,3,35,二輪自動車,,,,,,
36,自動車部品,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"27,470","15,715","11,755",36,自動車部品,,,,,,
37,その他輸送機械,-,-,-,"54,030","26,770","27,260",-,-,-,"54,030","26,770","27,260",-,-,-,"116,310","57,340","58,970",37,その他輸送機械,,,,,,
38,産業機械,-,-,-,60,-,60,60,-,60,-,-,-,299,176,123,"190,415","150,450","39,965",38,産業機械,,,,,,
39,電気機械,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"13,900","10,585","3,315",39,電気機械,,,,,,
40,測量・光学・医療用機械,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,125,45,80,40,測量・光学・医療用機械,,,,,,
41,事務用機器,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"2,550","2,545",5,41,事務用機器,,,,,,
42,その他機械,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"15,200","7,155","8,045",42,その他機械,,,,,,
化学工業品,,-,-,-,-,-,-,-,-,-,-,-,-,"3,078","3,015",63,"215,017","101,332","113,685",化学工業品,,,,,,,
43,陶磁器,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,20,-,20,43,陶磁器,,,,,,
44,セメント,-,-,-,-,-,-,-,-,-,-,-,-,"1,049","1,049",-,"37,645",895,"36,750",44,セメント,,,,,,
45,ガラス類,-,-,-,-,-,-,-,-,-,-,-,-,14,14,-,"3,245","3,245",-,45,ガラス類,,,,,,
46,窯業品,-,-,-,-,-,-,-,-,-,-,-,-,712,695,17,"22,765","7,455","15,310",46,窯業品,,,,,,
47,重油,-,-,-,-,-,-,-,-,-,-,-,-,44,44,-,-,-,-,47,重油,,,,,,
48,揮発油,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,816,816,-,48,揮発油,,,,,,
49,その他の石油,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"2,733","2,033",700,49,その他の石油,,,,,,
50,LNG/液化天然ガス,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,50,LNG/液化天然ガス,,,,,,
51,LPG/液化石油ガス,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,307,202,105,51,LPG/液化石油ガス,,,,,,
52,その他石油製品,-,-,-,-,-,-,-,-,-,-,-,-,48,42,6,"1,106","1,016",90,52,その他石油製品,,,,,,
53,コークス,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,53,コークス,,,,,,
54,石炭製品,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,20,-,20,54,石炭製品,,,,,,
55,化学薬品,-,-,-,-,-,-,-,-,-,-,-,-,136,136,-,"24,305","3,745","20,560",55,化学薬品,,,,,,
56,化学肥料,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"4,285","1,975","2,310",56,化学肥料,,,,,,
57,その他化学工業品,-,-,-,-,-,-,-,-,-,-,-,-,"1,074","1,034",40,"117,770","79,950","37,820",57,その他化学工業品,,,,,,
軽工業品,,"2,493","2,493",-,"744,808","81,918","662,890",-,-,-,"744,808","81,918","662,890",150,150,-,"1,003,867","343,019","660,848",軽工業品,,,,,,,
58,紙・パルプ,-,-,-,"744,808","81,918","662,890",-,-,-,"744,808","81,918","662,890",-,-,-,"532,081","80,968","451,113",58,紙・パルプ,,,,,,
59,糸及び紡績半製品,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,59,糸及び紡績半製品,,,,,,
60,その他繊維工業品,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,40,10,30,60,その他繊維工業品,,,,,,
61,砂糖,-,-,-,-,-,-,-,-,-,-,-,-,7,7,-,"9,155","8,035","1,120",61,砂糖,,,,,,
62,製造食品,248,248,-,-,-,-,-,-,-,-,-,-,69,69,-,"178,631","115,431","63,200",62,製造食品,,,,,,
63,飲料,"2,245","2,245",-,-,-,-,-,-,-,-,-,-,74,74,-,"253,850","132,715","121,135",63,飲料,,,,,,
64,水,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"16,510",295,"16,215",64,水,,,,,,
65,たばこ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"11,650","3,835","7,815",65,たばこ,,,,,,
66,その他食料工業品,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1,950","1,730",220,66,その他食料工業品,,,,,,
雑工業品,,"3,959","2,976",983,7,7,-,7,7,-,-,-,-,429,366,63,"132,580","89,380","43,200",雑工業品,,,,,,,
67,がん具,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,80,80,-,67,がん具,,,,,,
