南米西岸,"565,292","28,792","536,500","63,029","1,670","61,359","57,544","1,549","55,995","66,228","2,320","63,908","64,819",194,"64,625","41,998",153,"41,845","23,198",466,南米西岸,,,,,,,,,,,,,,,,,,
南米東岸,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,南米東岸,,,,,,,,,,,,,,,,,,
南米東岸･南ア経由,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,南米東岸･南ア経由,,,,,,,,,,,,,,,,,,
アフリカ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,アフリカ,,,,,,,,,,,,,,,,,,
オセアニア,"740,335","111,119","629,216","19,191","2,726","16,465","27,334","2,627","24,707","59,282","13,132","46,150","78,891","15,784","63,107","100,027","14,353","85,674","93,497","13,205",オセアニア,,,,,,,,,,,,,,,,,,
印パ･ペルシャ･ベンガル,"328,876","262,810","66,066","80,399","58,094","22,305","88,061","68,334","19,727","107,191","91,852","15,339","43,937","37,197","6,740","9,288","7,333","1,955",-,-,印パ･ペルシャ･ベンガル,,,,,,,,,,,,,,,,,,
東南アジア,"20,004,518","5,206,731","14,797,787","1,506,005","327,236","1,178,769","1,507,174","352,117","1,155,057","1,303,169","365,319","937,850","1,530,361","439,639","1,090,722","1,623,122","434,607","1,188,515","1,782,859","504,614",東南アジア,,,,,,,,,,,,,,,,,,
台湾,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,台湾,,,,,,,,,,,,,,,,,,
韓国,"2,016,105","548,612","1,467,493","162,678","39,300","123,378","168,372","45,110","123,262","159,668","44,491","115,177","177,716","55,240","122,476","148,191","41,042","107,149","162,080","42,531",韓国,,,,,,,,,,,,,,,,,,
中国(香港含む),"13,190,260","2,370,360","10,819,900","1,160,601","157,605","1,002,996","1,096,729","172,725","924,004","1,079,236","213,974","865,262","1,137,127","207,806","929,321","1,150,894","208,959","941,935","1,055,281","235,524",中国(香港含む),,,,,,,,,,,,,,,,,,
ナホトカ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,ナホトカ,,,,,,,,,,,,,,,,,,
外航不定期,"1,329,696","477,375","852,321","96,865","28,102","68,763","95,107","45,284","49,823","100,568","23,190","77,378","222,276","62,294","159,982","116,356","34,147","82,209","120,200","62,747",外航不定期,,,,,,,,,,,,,,,,,,
内航計,"41,717,661","15,751,422","25,966,239","3,161,728","1,232,454","1,929,274","3,423,388","1,298,038","2,125,350","3,796,928","1,487,102","2,309,826","3,594,721","1,383,274","2,211,447","3,330,841","1,268,768","2,062,073","3,569,217","1,372,420",内航計,,,,,,,,,,,,,,,,,,
内航定期計,"24,054,583","13,174,739","10,879,844","1,733,736","975,752","757,984","1,854,669","1,022,403","832,266","2,249,117","1,241,613","1,007,504","2,114,808","1,161,342","953,466","1,834,043","1,013,865","820,178","2,108,797","1,149,796",内航定期計,,,,,,,,,,,,,,,,,,
北海道,"4,661,300","2,603,577","2,057,723","359,321","201,653","157,668","367,555","209,348","158,207","431,610","242,641","188,969","425,202","248,698","176,504","380,684","212,221","168,463","418,881","229,539",北海道,,,,,,,,,,,,,,,,,,
東北,"449,599","230,788","218,811","36,715","19,837","16,878","35,525","16,973","18,552","32,539","16,147","16,392","38,567","20,525","18,042","43,628","25,506","18,122","41,848","20,269",東北,,,,,,,,,,,,,,,,,,
関東,"621,664","316,525","305,139","43,922","24,700","19,222","39,417","18,812","20,605","53,951","31,171","22,780","50,019","26,723","23,296","42,771","22,760","20,011","49,041","26,255",関東,,,,,,,,,,,,,,,,,,
伊豆諸島,"85,296","56,043","29,253","8,204","3,929","4,275","6,380","4,263","2,117","9,501","5,887","3,614","5,533","3,558","1,975","6,396","3,982","2,414","4,208","3,086",伊豆諸島,,,,,,,,,,,,,,,,,,
中部,"186,191","57,390","128,801","12,869","4,790","8,079","14,118","3,826","10,292","16,397","4,541","11,856","20,072","7,872","12,200","14,480","4,403","10,077","9,981","2,806",中部,,,,,,,,,,,,,,,,,,
近畿,"88,641","10,186","78,455","3,325",402,"2,923","4,287",457,"3,830","6,062","1,285","4,777","7,405",294,"7,111","10,362","2,342","8,020","10,057","1,967",近畿,,,,,,,,,,,,,,,,,,
中国,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,中国,,,,,,,,,,,,,,,,,,
四国,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,四国,,,,,,,,,,,,,,,,,,
九州,"16,564,996","8,862,293","7,702,703","1,175,542","649,468","526,074","1,285,895","693,506","592,389","1,553,411","837,572","715,839","1,434,279","757,502","676,777","1,225,699","663,918","561,781","1,453,169","772,628",九州,,,,,,,,,,,,,,,,,,
沖縄,"1,396,896","1,037,937","358,959","93,838","70,973","22,865","101,492","75,218","26,274","145,646","102,369","43,277","133,731","96,170","37,561","110,023","78,733","31,290","121,612","93,246",沖縄,,,,,,,,,,,,,,,,,,
内航不定期,"17,663,078","2,576,683","15,086,395","1,427,992","256,702","1,171,290","1,568,719","275,635","1,293,084","1,547,811","245,489","1,302,322","1,479,913","221,932","1,257,981","1,496,798","254,903","1,241,895","1,460,420","222,624",内航不定期,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,(単位：トン）,,,,,,,,,,,,,,,,,,
航路別,6月,7月,,,8月,,,9月,,,,10月,,,11月,,,12月,,,航路別,,,,,,,,,,,,,,,,,,
,入貨,計,出貨,入貨,計,出貨,入貨,計,出貨,入貨,,計,出貨,入貨,計,出貨,入貨,計,出貨,入貨,,,,,,,,,,,,,,,,,,,
合計,"5,164,085","7,682,614","2,433,019","5,249,595","7,368,390","2,298,039","5,070,351","7,514,543","2,383,493","5,131,050",,"8,045,082","2,540,136","5,504,946","7,975,414","2,395,514","5,579,900","7,703,952","2,408,027","5,295,925",合計,,,,,,,,,,,,,,,,,,
外航計,"2,967,288","4,159,236","1,121,348","3,037,888","4,169,778","1,108,510","3,061,268","4,220,122","1,137,416","3,082,706",,"4,343,787","1,143,852","3,199,935","4,397,169","1,066,839","3,330,330","4,159,065","1,170,897","2,988,168",外航計,,,,,,,,,,,,,,,,,,
外航定期計,"2,909,835","4,062,383","1,089,993","2,972,390","4,053,030","1,071,123","2,981,907","4,132,354","1,078,610","3,053,744",,"4,232,248","1,120,973","3,111,275","4,321,798","1,041,049","3,280,749","4,069,020","1,125,503","2,943,517",外航定期計,,,,,,,,,,,,,,,,,,
世界一周,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,世界一周,,,,,,,,,,,,,,,,,,
北米西岸(メキシコ含む),"389,847","539,079","168,019","371,060","537,649","178,172","359,477","624,311","239,646","384,665",,"639,562","214,834","424,728","601,109","194,610","406,499","593,815","220,087","373,728",北米西岸(メキシコ含む),,,,,,,,,,,,,,,,,,
北米東岸(カリビア海含む),"73,775","149,545","44,165","105,380","134,880","55,574","79,306","128,810","48,312","80,498",,"117,730","61,623","56,107","143,935","54,155","89,780","149,349","65,635","83,714",北米東岸(カリビア海含む),,,,,,,,,,,,,,,,,,
北欧・地中海,"125,638","232,427","100,603","131,824","293,172","117,419","175,753","250,416","105,859","144,557",,"279,805","123,246","156,559","258,157","87,966","170,191","286,873","137,730","149,143",北欧・地中海,,,,,,,,,,,,,,,,,,
南米西岸,"22,732","48,846","2,055","46,791","40,240","1,944","38,296","32,007","3,466","28,541",,"30,005","3,759","26,246","68,292","8,718","59,574","29,086","2,498","26,588",南米西岸,,,,,,,,,,,,,,,,,,
南米東岸,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,南米東岸,,,,,,,,,,,,,,,,,,
南米東岸･南ア経由,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,南米東岸･南ア経由,,,,,,,,,,,,,,,,,,
アフリカ,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,アフリカ,,,,,,,,,,,,,,,,,,
オセアニア,"80,292","86,529","14,426","72,103","78,342","8,425","69,917","58,730","8,858","49,872",,"51,084","6,372","44,712","66,003","6,822","59,181","21,425","4,389","17,036",オセアニア,,,,,,,,,,,,,,,,,,
印パ･ペルシャ･ベンガル,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,印パ･ペルシャ･ベンガル,,,,,,,,,,,,,,,,,,
東南アジア,"1,278,245","1,815,982","492,920","1,323,062","1,808,774","475,070","1,333,704","1,694,462","434,654","1,259,808",,"1,865,871","481,209","1,384,662","1,807,886","449,720","1,358,166","1,758,853","449,626","1,309,227",東南アジア,,,,,,,,,,,,,,,,,,
台湾,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,台湾,,,,,,,,,,,,,,,,,,
韓国,"119,549","167,470","48,122","119,348","148,068","41,553","106,515","175,226","49,070","126,156",,"179,585","49,527","130,058","185,241","46,326","138,915","181,810","46,300","135,510",韓国,,,,,,,,,,,,,,,,,,
中国(香港含む),"819,757","1,022,505","219,683","802,822","1,011,905","192,966","818,939","1,168,392","188,745","979,647",,"1,068,606","180,403","888,203","1,191,175","192,732","998,443","1,047,809","199,238","848,571",中国(香港含む),,,,,,,,,,,,,,,,,,
ナホトカ,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,ナホトカ,,,,,,,,,,,,,,,,,,
外航不定期,"57,453","96,853","31,355","65,498","116,748","37,387","79,361","87,768","58,806","28,962",,"111,539","22,879","88,660","75,371","25,790","49,581","90,045","45,394","44,651",外航不定期,,,,,,,,,,,,,,,,,,
内航計,"2,196,797","3,523,378","1,311,671","2,211,707","3,198,612","1,189,529","2,009,083","3,294,421","1,246,077","2,048,344",,"3,701,295","1,396,284","2,305,011","3,578,245","1,328,675","2,249,570","3,544,887","1,237,130","2,307,757",内航計,,,,,,,,,,,,,,,,,,
内航定期計,"959,001","2,053,773","1,108,403","945,370","1,888,716","1,022,963","865,753","1,962,371","1,075,127","887,244",,"2,179,405","1,208,240","971,165","2,063,469","1,118,043","945,426","2,011,679","1,077,192","934,487",内航定期計,,,,,,,,,,,,,,,,,,
北海道,"189,342","380,210","212,177","168,033","348,578","194,000","154,578","362,223","200,500","161,723",,"417,663","232,496","185,167","390,984","214,043","176,941","378,389","206,261","172,128",北海道,,,,,,,,,,,,,,,,,,
東北,"21,579","40,484","20,159","20,325","37,713","19,974","17,739","29,397","12,346","17,051",,"33,692","17,947","15,745","30,789","15,840","14,949","48,702","25,265","23,437",東北,,,,,,,,,,,,,,,,,,
関東,"22,786","52,469","27,275","25,194","47,088","24,937","22,151","57,499","28,100","29,399",,"54,627","29,898","24,729","73,489","27,152","46,337","57,371","28,742","28,629",関東,,,,,,,,,,,,,,,,,,
伊豆諸島,"1,122","8,242","5,562","2,680","8,107","5,671","2,436","7,001","4,774","2,227",,"7,199","4,976","2,223","6,903","4,793","2,110","7,622","5,562","2,060",伊豆諸島,,,,,,,,,,,,,,,,,,
中部,"7,175","16,482","4,788","11,694","16,035","4,321","11,714","18,768","6,165","12,603",,"17,668","4,838","12,830","16,679","4,411","12,268","12,642","4,629","8,013",中部,,,,,,,,,,,,,,,,,,
近畿,"8,090","7,126","1,001","6,125","9,841","1,014","8,827","4,249",109,"4,140",,"7,167",226,"6,941","7,125",134,"6,991","11,635",955,"10,680",近畿,,,,,,,,,,,,,,,,,,
中国,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,中国,,,,,,,,,,,,,,,,,,
四国,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,四国,,,,,,,,,,,,,,,,,,
九州,"680,541","1,436,801","749,899","686,902","1,309,759","685,508","624,251","1,375,157","740,949","634,208",,"1,513,379","823,304","690,075","1,415,131","759,787","655,344","1,386,774","728,252","658,522",九州,,,,,,,,,,,,,,,,,,
沖縄,"28,366","111,959","87,542","24,417","111,595","87,538","24,057","108,077","82,184","25,893",,"128,010","94,555","33,455","122,369","91,883","30,486","108,544","77,526","31,018",沖縄,,,,,,,,,,,,,,,,,,
内航不定期,"1,237,796","1,469,605","203,268","1,266,337","1,309,896","166,566","1,143,330","1,332,050","170,950","1,161,100",,"1,521,890","188,044","1,333,846","1,514,776","210,632","1,304,144","1,533,208","159,938","1,373,270",内航不定期,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
（注）オセアニアはオーストラリア・ニュージーランド・南太平洋諸島,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
