,,,,,,,,,,,,,,,,,,,,,(単位：トン）,,,,,,,,,,,,,,,,,,
航路別,合計,,,1月,,,2月,,,3月,,,4月,,,5月,,,6月,,航路別,,,,,,,,,,,,,,,,,,
,計,出貨,入貨,計,出貨,入貨,計,出貨,入貨,計,出貨,入貨,計,出貨,入貨,計,出貨,入貨,計,出貨,,,,,,,,,,,,,,,,,,,
合計,"91,543,456","29,040,080","62,503,376","7,134,542","2,138,595","4,995,947","7,396,227","2,340,743","5,055,484","7,627,504","2,631,546","4,995,958","7,840,215","2,540,942","5,299,273","7,494,854","2,333,992","5,160,862","7,760,119","2,596,034",合計,,,,,,,,,,,,,,,,,,
外航計,"49,825,795","13,288,658","36,537,137","3,972,814","906,141","3,066,673","3,972,839","1,042,705","2,930,134","3,830,576","1,144,444","2,686,132","4,245,494","1,157,668","3,087,826","4,164,013","1,065,224","3,098,789","4,190,902","1,223,614",外航計,,,,,,,,,,,,,,,,,,
外航定期計,"48,496,099","12,811,283","35,684,816","3,875,949","878,039","2,997,910","3,877,732","997,421","2,880,311","3,730,008","1,121,254","2,608,754","4,023,218","1,095,374","2,927,844","4,047,657","1,031,077","3,016,580","4,070,702","1,160,867",外航定期計,,,,,,,,,,,,,,,,,,
世界一周,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,世界一周,,,,,,,,,,,,,,,,,,
北米西岸(メキシコ含む),"6,855,222","2,304,670","4,550,552","488,550","138,276","350,274","512,198","182,996","329,202","580,131","224,906","355,225","619,128","187,987","431,141","525,018","150,312","374,706","594,672","204,825",北米西岸(メキシコ含む),,,,,,,,,,,,,,,,,,
北米東岸(カリビア海含む),"1,684,960","631,938","1,053,022","138,761","40,641","98,120","136,753","51,333","85,420","157,204","49,145","108,059","135,736","51,110","84,626","167,951","59,714","108,237","124,306","50,531",北米東岸(カリビア海含む),,,,,,,,,,,,,,,,,,
北欧・地中海,"3,110,531","1,346,251","1,764,280","256,735","112,491","144,244","283,567","120,630","162,937","217,899","116,115","101,784","235,503","100,417","135,086","281,168","114,604","166,564","234,809","109,171",北欧・地中海,,,,,,,,,,,,,,,,,,
