,,,,,,,,,,,,,,,,,,,,,,,(単位：トン）,,,,,
品種,,南アメリカ,,,,,,,,,,,,,,,,,,,,品種,,,,,,
,,計,コロンビア,,,,,ベネズエラ,,,,,ガイアナ,,スリナム,,エクアドル,,,ペルー,,,,,,,,
,,,小計,バランキア,カルタヘナ,ブエナベンツラ,"諸港
(コロンビア）",小計,プエルトカベーヨ,グアンタ,ラグアイラ,"諸港
(ベネズエラ）",小計,ジョウジタウン,小計,パラマリボ,小計,グァヤキル,"諸港
(エクアドル）",小計,パイタ,,,,,,,
合計,,"81,738","1,273",109,78,"1,018",68,280,1,246,3,30,28,28,22,22,438,375,63,728,5,合計,,,,,,
農水産品,,828,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5,5,農水産品,,,,,,
1,麦,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,麦,,,,,
2,米,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,米,,,,,
3,とうもろこし,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,とうもろこし,,,,,
4,豆類,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,豆類,,,,,
5,その他雑穀,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5,その他雑穀,,,,,
6,野菜・果物,31,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6,野菜・果物,,,,,
7,綿花,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7,綿花,,,,,
8,その他農産品,16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8,その他農産品,,,,,
9,羊毛,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,9,羊毛,,,,,
10,その他畜産品,214,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10,その他畜産品,,,,,
11,水産品,567,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5,5,11,水産品,,,,,
林産品,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,林産品,,,,,,
