 4-(1)カーフェリー取扱貨物の月別・港別表,,,
,,,
,,,(単位：トン）
月別,,合計,北九州(門司地区)
合計,計,"10,868,450","10,868,450"
,移出,"5,675,580","5,675,580"
,移入,"5,192,870","5,192,870"
１月,移出,"395,720","395,720"
,移入,"345,255","345,255"
２月,移出,"443,805","443,805"
,移入,"391,375","391,375"
３月,移出,"549,610","549,610"
,移入,"491,175","491,175"
４月,移出,"497,245","497,245"
,移入,"462,795","462,795"
５月,移出,"423,525","423,525"
,移入,"375,000","375,000"
６月,移出,"496,290","496,290"
,移入,"454,185","454,185"
７月,移出,"477,365","477,365"
,移入,"470,920","470,920"
８月,移出,"475,340","475,340"
,移入,"450,095","450,095"
９月,移出,"472,895","472,895"
,移入,"427,450","427,450"
１０月,移出,"531,645","531,645"
,移入,"455,140","455,140"
１１月,移出,"456,460","456,460"
,移入,"425,135","425,135"
１２月,移出,"455,680","455,680"
,移入,"444,345","444,345"
,,,
（注）カーフェリー（自動車航送船）による貨物量は車両区分別の台数に,,,
　　　所定の換算トンをかけて算出,,,
