,,,,,,,,,,,,,,,,,,,,,,(単位：トン）,,,,,
品種,,太洋州,,,,,,,,,,,,,,,,,,,品種,,,,,,
,,オーストラリア,,,,,,,,ニュージーランド,,,,,,,,,,,,,,,,,
,,シドニー,メルボルン,アデレード,ジェラルドトン,フリマントル,バンバリー,ベル　ベイ,クイナナ,小計,オークランド,タウランガ,ギズバーン,ウエリントン,ネルソン,リッテルトン,"ポート
チャルマース",ナピア,ブラフ,クリストチャーチ,,,,,,,
合計,,"1,089","2,438","2,039","3,378","10,312","57,083","3,145","17,954","311,867","2,964","166,661","3,633","7,618","6,910","51,898",683,"70,379",585,536,合計,,,,,,
農水産品,,-,314,180,"3,378",132,-,-,"17,954","164,011",450,"110,303","3,633",28,"3,863","15,932",284,"28,879",585,54,農水産品,,,,,,
1,麦,-,-,-,"3,378",5,-,-,"17,954",209,-,30,-,-,-,179,-,-,-,-,1,麦,,,,,
2,米,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,米,,,,,
3,とうもろこし,-,-,-,-,-,-,-,-,255,-,-,-,-,-,-,-,255,-,-,3,とうもろこし,,,,,
4,豆類,-,-,-,-,-,-,-,-,375,-,-,-,-,-,375,-,-,-,-,4,豆類,,,,,
5,その他雑穀,-,-,-,-,-,-,-,-,90,-,-,-,-,-,90,-,-,-,-,5,その他雑穀,,,,,
6,野菜・果物,-,200,-,-,-,-,-,-,"133,074",-,"102,018","3,633",-,"3,564","1,544",-,"22,260",30,25,6,野菜・果物,,,,,
7,綿花,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7,綿花,,,,,
8,その他農産品,-,-,-,-,90,-,-,-,"1,573",5,447,-,-,-,"1,106",-,15,-,-,8,その他農産品,,,,,
9,羊毛,-,-,-,-,-,-,-,-,210,-,30,-,-,-,105,-,75,-,-,9,羊毛,,,,,
10,その他畜産品,-,114,-,-,22,-,-,-,"23,535",400,"4,938",-,13,-,"11,852",254,"6,064",-,14,10,その他畜産品,,,,,
11,水産品,-,-,180,-,15,-,-,-,"4,690",45,"2,840",-,15,299,681,30,210,555,15,11,水産品,,,,,
林産品,,-,-,-,-,39,-,-,-,"28,092",-,"1,253",-,916,-,-,-,"25,923",-,-,林産品,,,,,,
12,原木,-,-,-,-,-,-,-,-,135,-,135,-,-,-,-,-,-,-,-,12,原木,,,,,
13,製材,-,-,-,-,39,-,-,-,"27,887",-,"1,048",-,916,-,-,-,"25,923",-,-,13,製材,,,,,
14,樹脂類,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,14,樹脂類,,,,,
15,木材チップ,-,-,-,-,-,-,-,-,70,-,70,-,-,-,-,-,-,-,-,15,木材チップ,,,,,
16,その他林産品,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,16,その他林産品,,,,,
17,薪炭,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,17,薪炭,,,,,
鉱産品,,-,165,350,-,255,"57,083",-,-,30,15,15,-,-,-,-,-,-,-,-,鉱産品,,,,,,
18,石炭,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,18,石炭,,,,,
19,鉄鉱石,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,19,鉄鉱石,,,,,
20,金属鉱,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,20,金属鉱,,,,,
21,砂利・砂,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,21,砂利・砂,,,,,
22,石材,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,22,石材,,,,,
23,原油,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,23,原油,,,,,
24,りん鉱石,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,24,りん鉱石,,,,,
25,石灰石,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,25,石灰石,,,,,
26,原塩,-,-,350,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,26,原塩,,,,,
27,非金属鉱物,-,165,-,-,255,"57,083",-,-,30,15,15,-,-,-,-,-,-,-,-,27,非金属鉱物,,,,,
金属機械工業品,,597,53,101,-,118,-,"3,145",-,"3,885",606,"2,726",-,-,-,469,-,24,-,60,金属機械工業品,,,,,,
28,鉄鋼,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,28,鉄鋼,,,,,
29,鋼材,525,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,29,鋼材,,,,,
30,非鉄金属,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,30,非鉄金属,,,,,
31,金属製品,-,-,75,-,45,-,-,-,"1,578",12,"1,521",-,-,-,45,-,-,-,-,31,金属製品,,,,,
32,鉄道車両,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,32,鉄道車両,,,,,
33,完成自動車,42,26,26,-,-,-,-,-,15,-,-,-,-,-,15,-,-,-,-,33,完成自動車,,,,,
34,その他輸送用車両,-,-,-,-,-,-,-,-,45,-,45,-,-,-,-,-,-,-,-,34,その他輸送用車両,,,,,
35,二輪自動車,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,35,二輪自動車,,,,,
36,自動車部品,-,15,-,-,73,-,-,-,592,105,313,-,-,-,174,-,-,-,-,36,自動車部品,,,,,
37,その他輸送機械,-,-,-,-,-,-,"3,145",-,47,-,47,-,-,-,-,-,-,-,-,37,その他輸送機械,,,,,
38,産業機械,15,12,-,-,-,-,-,-,340,-,45,-,-,-,235,-,-,-,60,38,産業機械,,,,,
39,電気機械,15,-,-,-,-,-,-,-,299,75,200,-,-,-,-,-,24,-,-,39,電気機械,,,,,
40,測量・光学・医療用機械,-,-,-,-,-,-,-,-,915,360,555,-,-,-,-,-,-,-,-,40,測量・光学・医療用機械,,,,,
41,事務用機器,-,-,-,-,-,-,-,-,54,54,-,-,-,-,-,-,-,-,-,41,事務用機器,,,,,
42,その他機械,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,42,その他機械,,,,,
化学工業品,,-,195,96,-,135,-,-,-,"6,392",30,"4,786",-,-,-,"1,359",-,217,-,-,化学工業品,,,,,,
43,陶磁器,-,30,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,43,陶磁器,,,,,
44,セメント,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,44,セメント,,,,,
45,ガラス類,-,-,-,-,-,-,-,-,15,-,-,-,-,-,15,-,-,-,-,45,ガラス類,,,,,
46,窯業品,-,-,-,-,-,-,-,-,15,-,15,-,-,-,-,-,-,-,-,46,窯業品,,,,,
47,重油,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,47,重油,,,,,
48,揮発油,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,48,揮発油,,,,,
49,その他の石油,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,49,その他の石油,,,,,
50,LNG/液化天然ガス,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,50,LNG/液化天然ガス,,,,,
51,LPG/液化石油ガス,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,51,LPG/液化石油ガス,,,,,
52,その他石油製品,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,52,その他石油製品,,,,,
53,コークス,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,53,コークス,,,,,
54,石炭製品,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,54,石炭製品,,,,,
55,化学薬品,-,-,-,-,-,-,-,-,663,-,401,-,-,-,60,-,202,-,-,55,化学薬品,,,,,
56,化学肥料,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,56,化学肥料,,,,,
57,その他化学工業品,-,165,96,-,135,-,-,-,"5,699",30,"4,370",-,-,-,"1,284",-,15,-,-,57,その他化学工業品,,,,,
軽工業品,,391,"1,684",61,-,"4,158",-,-,-,"69,804","1,674","43,925",-,44,377,"12,261",9,"11,422",-,92,軽工業品,,,,,,
58,紙・パルプ,30,-,-,-,-,-,-,-,3,-,3,-,-,-,-,-,-,-,-,58,紙・パルプ,,,,,
59,糸及び紡績半製品,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,59,糸及び紡績半製品,,,,,
60,その他繊維工業品,-,-,-,-,-,-,-,-,609,-,609,-,-,-,-,-,-,-,-,60,その他繊維工業品,,,,,
61,砂糖,-,-,-,-,-,-,-,-,"2,199",518,"1,681",-,-,-,-,-,-,-,-,61,砂糖,,,,,
62,製造食品,30,"1,684",-,-,840,-,-,-,"56,467","1,066","38,330",-,41,297,"7,377",9,"9,270",-,77,62,製造食品,,,,,
63,飲料,-,-,61,-,9,-,-,-,"10,312",71,"3,107",-,3,80,"4,884",-,"2,152",-,15,63,飲料,,,,,
64,水,-,-,-,-,-,-,-,-,214,19,195,-,-,-,-,-,-,-,-,64,水,,,,,
65,たばこ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,65,たばこ,,,,,
66,その他食料工業品,331,-,-,-,"3,309",-,-,-,-,-,-,-,-,-,-,-,-,-,-,66,その他食料工業品,,,,,
雑工業品,,30,12,105,-,45,-,-,-,"37,039",110,"1,525",-,"6,630","2,670","21,822",390,"3,562",-,330,雑工業品,,,,,,
67,がん具,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,67,がん具,,,,,
68,衣服・身廻品・はきもの,-,12,-,-,30,-,-,-,231,45,164,-,-,-,22,-,-,-,-,68,衣服・身廻品・はきもの,,,,,
69,文房具・運動娯楽用品・楽器,-,-,30,-,-,-,-,-,106,-,16,-,-,-,90,-,-,-,-,69,文房具・運動娯楽用品・楽器,,,,,
70,家具装備品,-,-,15,-,15,-,-,-,303,65,165,-,-,-,-,-,73,-,-,70,家具装備品,,,,,
71,その他日用品,-,-,-,-,-,-,-,-,15,-,15,-,-,-,-,-,-,-,-,71,その他日用品,,,,,
72,ゴム製品,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,72,ゴム製品,,,,,
73,木製品,-,-,15,-,-,-,-,-,"36,369",-,"1,165",-,"6,630","2,670","21,710",390,"3,474",-,330,73,木製品,,,,,
74,その他製造工業品,30,-,45,-,-,-,-,-,15,-,-,-,-,-,-,-,15,-,-,74,その他製造工業品,,,,,
特殊品,,71,15,"1,146",-,"5,430",-,-,-,"2,614",79,"2,128",-,-,-,55,-,352,-,-,特殊品,,,,,,
75,金属くず,-,15,-,-,120,-,-,-,199,79,90,-,-,-,15,-,15,-,-,75,金属くず,,,,,
76,再利用資材,71,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,76,再利用資材,,,,,
