,,,,,,,,,,,,,,,,,,,,,(単位：トン）
品種,,        外貿,,,,,,,,,,,,,,,,,,品種,
,,              定期航路,,,,,,,,,,,,,,,,,,,
,,南米西岸,,,オセアニア,,,印パ・ペルシア・ベンガル,,,東南アジア,,,韓国,,,中国,,,,
,,計,輸出,輸入,計,輸出,輸入,計,輸出,輸入,計,輸出,輸入,計,輸出,輸入,計,輸出,輸入,,
合計,,"565,292","28,792","536,500","740,335","111,119","629,216","328,876","262,810","66,066","20,004,518","5,206,731","14,797,787","2,016,105","548,612","1,467,493","13,190,260","2,370,360","10,819,900",合計,
農水産品,,"279,815","1,131","278,684","209,871","6,690","203,181","16,017","8,836","7,181","1,622,531","216,131","1,406,400","76,042","6,426","69,616","1,012,643","24,157","988,486",農水産品,
1,麦,165,-,165,434,-,434,-,-,-,945,-,945,558,18,540,495,-,495,1,麦
2,米,-,-,-,110,80,30,286,166,120,"5,579",962,"4,617",157,21,136,231,66,165,2,米
3,とうもろこし,"1,049",-,"1,049",399,-,399,-,-,-,180,60,120,30,-,30,156,-,156,3,とうもろこし
4,豆類,744,-,744,"6,135",-,"6,135",92,17,75,"5,339",78,"5,261","1,125",-,"1,125","4,587",11,"4,576",4,豆類
5,その他雑穀,360,-,360,104,-,104,-,-,-,15,-,15,30,-,30,360,-,360,5,その他雑穀
6,野菜・果物,"124,489",900,"123,589","91,853",30,"91,823","2,555","2,450",105,"603,029","25,242","577,787","13,988",135,"13,853","580,526","4,843","575,683",6,野菜・果物
7,綿花,15,-,15,-,-,-,47,-,47,184,-,184,15,-,15,15,-,15,7,綿花
8,その他農産品,"6,059",15,"6,044","2,169",198,"1,971",430,340,90,"71,191","3,834","67,357","3,655",804,"2,851","83,695",788,"82,907",8,その他農産品
9,羊毛,116,-,116,210,-,210,-,-,-,45,-,45,-,-,-,162,-,162,9,羊毛
10,その他畜産品,"39,663",45,"39,618","90,978",56,"90,922","3,535",683,"2,852","421,868","30,515","391,353","7,834","1,499","6,335","42,432","1,214","41,218",10,その他畜産品
11,水産品,"107,155",171,"106,984","17,479","6,326","11,153","9,072","5,180","3,892","514,156","155,440","358,716","48,650","3,949","44,701","299,984","17,235","282,749",11,水産品
林産品,,"21,587",-,"21,587","102,887",-,"102,887","1,410",60,"1,350","219,247","10,433","208,814","57,970",-,"57,970","134,478","12,411","122,067",林産品,
12,原木,-,-,-,135,-,135,-,-,-,"3,903","2,844","1,059",-,-,-,955,26,929,12,原木
13,製材,"21,250",-,"21,250","102,554",-,"102,554",75,60,15,"111,286","7,230","104,056","49,516",-,"49,516","116,782","12,167","104,615",13,製材
14,樹脂類,7,-,7,30,-,30,"1,140",-,"1,140","71,650",202,"71,448","1,830",-,"1,830","1,110",145,965,14,樹脂類
15,木材チップ,330,-,330,168,-,168,-,-,-,"2,239",123,"2,116","1,657",-,"1,657",483,-,483,15,木材チップ
16,その他林産品,-,-,-,-,-,-,-,-,-,575,7,568,-,-,-,289,73,216,16,その他林産品
17,薪炭,-,-,-,-,-,-,195,-,195,"29,594",27,"29,567","4,967",-,"4,967","14,859",-,"14,859",17,薪炭
鉱産品,,"4,340",-,"4,340","9,930",72,"9,858","1,993",246,"1,747","129,735","9,668","120,067","20,596",914,"19,682","111,393","5,922","105,471",鉱産品,
18,石炭,-,-,-,"7,877",-,"7,877",62,-,62,"7,370",1,"7,369","5,800",-,"5,800","10,280",-,"10,280",18,石炭
19,鉄鉱石,-,-,-,-,-,-,-,-,-,55,10,45,-,-,-,130,-,130,19,鉄鉱石
20,金属鉱,"4,030",-,"4,030",-,-,-,6,6,-,"1,845",-,"1,845",45,-,45,915,-,915,20,金属鉱
21,砂利・砂,-,-,-,442,-,442,-,-,-,"6,012",704,"5,308","1,035",15,"1,020","14,019",97,"13,922",21,砂利・砂
22,石材,223,-,223,140,-,140,480,-,480,"54,884","2,798","52,086","1,339",2,"1,337","34,358",359,"33,999",22,石材
23,原油,-,-,-,-,-,-,-,-,-,720,-,720,-,-,-,75,-,75,23,原油
24,りん鉱石,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,24,りん鉱石
25,石灰石,-,-,-,-,-,-,-,-,-,825,-,825,465,-,465,"1,320",-,"1,320",25,石灰石
26,原塩,4,-,4,591,-,591,125,-,125,"1,795",32,"1,763",105,-,105,"5,375",-,"5,375",26,原塩
27,非金属鉱物,83,-,83,880,72,808,"1,320",240,"1,080","56,229","6,123","50,106","11,807",897,"10,910","44,921","5,466","39,455",27,非金属鉱物
金属機械工業品,,"36,029","3,062","32,967","60,646","37,604","23,042","147,728","130,717","17,011","5,980,956","1,901,169","4,079,787","454,335","137,492","316,843","3,743,667","575,001","3,168,666",金属機械工業品,
28,鉄鋼,302,6,296,240,90,150,"3,591","3,006",585,"21,361","12,269","9,092","1,871",603,"1,268","12,649","2,296","10,353",28,鉄鋼
29,鋼材,137,13,124,"1,982",282,"1,700","6,603","6,573",30,"226,264","186,806","39,458","39,020","15,954","23,066","43,903","16,638","27,265",29,鋼材
30,非鉄金属,"4,185",-,"4,185","1,685","1,353",332,"5,243","4,945",298,"102,527","39,901","62,626","17,206","2,528","14,678","71,979","19,900","52,079",30,非鉄金属
31,金属製品,"5,596",192,"5,404","7,789","2,365","5,424","20,957","10,691","10,266","839,681","178,563","661,118","63,908","13,123","50,785","552,670","49,171","503,499",31,金属製品
32,鉄道車両,-,-,-,45,-,45,11,11,-,313,54,259,-,-,-,369,232,137,32,鉄道車両
33,完成自動車,"1,210",315,895,"2,073","1,998",75,"2,303","2,277",26,"81,884","76,252","5,632","2,649",941,"1,708","4,479","1,232","3,247",33,完成自動車
34,その他輸送用車両,-,-,-,210,129,81,142,97,45,"30,624","1,162","29,462","3,194",150,"3,044","59,090",369,"58,721",34,その他輸送用車両
35,二輪自動車,-,-,-,700,43,657,35,35,-,"13,820",859,"12,961",762,27,735,"24,170",479,"23,691",35,二輪自動車
36,自動車部品,"9,687",-,"9,687","9,558","7,059","2,499","18,367","18,112",255,"932,978","446,494","486,484","48,697","7,543","41,154","272,522","80,215","192,307",36,自動車部品
37,その他輸送機械,-,-,-,603,439,164,530,530,-,"55,647","6,278","49,369","1,960",825,"1,135","285,438","1,382","284,056",37,その他輸送機械
38,産業機械,"7,168","2,350","4,818","26,971","21,510","5,461","49,548","48,325","1,223","1,278,469","579,354","699,115","140,900","52,315","88,585","803,589","253,333","550,256",38,産業機械
39,電気機械,"6,081",98,"5,983","3,920","1,331","2,589","35,487","31,549","3,938","2,000,313","282,321","1,717,992","116,362","38,756","77,606","1,427,065","119,046","1,308,019",39,電気機械
40,測量・光学・医療用機械,"1,663",88,"1,575","4,667",927,"3,740","3,001","2,877",124,"256,515","65,985","190,530","14,283","4,169","10,114","130,246","25,269","104,977",40,測量・光学・医療用機械
41,事務用機器,-,-,-,199,74,125,"1,304","1,094",210,"116,111","17,338","98,773","2,725",402,"2,323","49,373","4,941","44,432",41,事務用機器
42,その他機械,-,-,-,4,4,-,606,595,11,"24,449","7,533","16,916",798,156,642,"6,125",498,"5,627",42,その他機械
化学工業品,,"24,505","9,566","14,939","87,942","37,140","50,802","67,799","62,147","5,652","2,732,621","1,083,597","1,649,024","440,921","110,350","330,571","1,276,700","501,406","775,294",化学工業品,
43,陶磁器,60,-,60,505,76,429,"1,125",297,828,"98,656","3,688","94,968","1,513",24,"1,489","23,094",705,"22,389",43,陶磁器
44,セメント,-,-,-,30,30,-,617,617,-,"9,113",758,"8,355",308,83,225,"2,686",241,"2,445",44,セメント
45,ガラス類,90,30,60,"1,409",834,575,"1,390","1,345",45,"123,167","43,339","79,828","13,057","5,816","7,241","97,140","10,063","87,077",45,ガラス類
