46,窯業品,"5,346",908,"4,438","2,940","1,217","1,723","2,222","1,640",582,"109,501","57,534","51,967","21,274","4,660","16,614","114,659","15,923","98,736",46,窯業品
47,重油,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,47,重油
48,揮発油,-,-,-,-,-,-,-,-,-,1,-,1,-,-,-,-,-,-,48,揮発油
49,その他の石油,30,-,30,335,-,335,396,381,15,"16,328","10,680","5,648","3,075",898,"2,177","8,248","6,927","1,321",49,その他の石油
50,LNG/液化天然ガス,-,-,-,-,-,-,-,-,-,45,-,45,-,-,-,45,-,45,50,LNG/液化天然ガス
51,LPG/液化石油ガス,-,-,-,-,-,-,-,-,-,-,-,-,885,-,885,45,-,45,51,LPG/液化石油ガス
52,その他石油製品,-,-,-,492,56,436,219,219,-,"16,185","9,069","7,116",485,106,379,"9,306","6,412","2,894",52,その他石油製品
53,コークス,-,-,-,15,-,15,-,-,-,"5,865",-,"5,865",-,-,-,"3,709",-,"3,709",53,コークス
54,石炭製品,34,34,-,"1,410","1,380",30,465,465,-,"1,896","1,896",-,300,300,-,282,83,199,54,石炭製品
55,化学薬品,"6,300","1,024","5,276","12,057","3,851","8,206","8,211","7,327",884,"333,399","127,999","205,400","83,283","15,533","67,750","213,938","35,585","178,353",55,化学薬品
56,化学肥料,116,-,116,"1,215",15,"1,200",-,-,-,"12,137",420,"11,717","6,316",46,"6,270","26,249","1,226","25,023",56,化学肥料
57,その他化学工業品,"12,529","7,570","4,959","67,534","29,681","37,853","53,154","49,856","3,298","2,006,328","828,214","1,178,114","310,425","82,884","227,541","777,299","424,241","353,058",57,その他化学工業品
軽工業品,,"144,949","1,570","143,379","150,114","9,306","140,808","23,957","19,471","4,486","1,720,483","299,691","1,420,792","407,133","29,136","377,997","1,096,472","60,892","1,035,580",軽工業品,
58,紙・パルプ,"11,550",127,"11,423","3,893",637,"3,256","6,127","5,782",345,"295,051","117,869","177,182","41,855","7,940","33,915","217,550","23,510","194,040",58,紙・パルプ
59,糸及び紡績半製品,39,-,39,210,45,165,"1,109",41,"1,068","35,464","1,580","33,884","9,030",207,"8,823","5,427",620,"4,807",59,糸及び紡績半製品
60,その他繊維工業品,291,290,1,"1,970",985,985,989,899,90,"168,174","25,372","142,802","35,608","2,415","33,193","123,275","18,253","105,022",60,その他繊維工業品
61,砂糖,358,-,358,"3,125",-,"3,125",26,11,15,"4,995",293,"4,702","1,752",-,"1,752","1,613",27,"1,586",61,砂糖
62,製造食品,"21,194",939,"20,255","102,967","6,933","96,034","12,442","10,566","1,876","1,002,792","131,172","871,620","195,260","14,766","180,494","679,899","14,559","665,340",62,製造食品
63,飲料,"108,070",214,"107,856","17,799",694,"17,105","2,939","1,997",942,"133,118","19,283","113,835","98,953","3,437","95,516","46,802","3,244","43,558",63,飲料
64,水,900,-,900,"1,406",-,"1,406",320,170,150,"46,077","3,839","42,238","4,197",346,"3,851","2,795",546,"2,249",64,水
65,たばこ,510,-,510,"16,752",12,"16,740",-,-,-,"7,108",16,"7,092","18,403",15,"18,388","8,472",128,"8,344",65,たばこ
66,その他食料工業品,"2,037",-,"2,037","1,992",-,"1,992",5,5,-,"27,704",267,"27,437","2,075",10,"2,065","10,639",5,"10,634",66,その他食料工業品
雑工業品,,"7,667",916,"6,751","90,510","17,085","73,425","50,892","23,641","27,251","5,683,675","452,002","5,231,673","293,946","66,306","227,640","4,421,199","169,357","4,251,842",雑工業品,
67,がん具,178,30,148,771,163,608,"1,456",720,736,"535,131","10,322","524,809","4,614","1,454","3,160","132,303","3,776","128,527",67,がん具
68,衣服・身廻品・はきもの,"2,350",186,"2,164","7,066","1,202","5,864","20,370","3,023","17,347","2,191,644","92,957","2,098,687","52,098","17,306","34,792","2,443,500","21,239","2,422,261",68,衣服・身廻品・はきもの
69,文房具・運動娯楽用品・楽器,261,8,253,"3,684","2,544","1,140","3,752","3,022",730,"442,927","43,361","399,566","27,515","7,844","19,671","223,691","21,199","202,492",69,文房具・運動娯楽用品・楽器
70,家具装備品,"1,158",79,"1,079","12,416",493,"11,923","7,577","3,097","4,480","1,134,859","55,898","1,078,961","53,044","3,807","49,237","799,687","16,623","783,064",70,家具装備品
71,その他日用品,294,114,180,"1,551","1,332",219,"8,142","5,791","2,351","215,926","43,472","172,454","20,380","3,918","16,462","188,173","10,571","177,602",71,その他日用品
72,ゴム製品,387,374,13,"10,340","5,657","4,683","4,353","3,706",647,"312,862","79,532","233,330","32,977","7,435","25,542","93,793","11,858","81,935",72,ゴム製品
73,木製品,"2,683",-,"2,683","48,521",2,"48,519",586,136,450,"589,548","2,587","586,961","62,483","1,662","60,821","361,715","4,568","357,147",73,木製品
74,その他製造工業品,356,125,231,"6,161","5,692",469,"4,656","4,146",510,"260,778","123,873","136,905","40,835","22,880","17,955","178,337","79,523","98,814",74,その他製造工業品
特殊品,,"46,400","12,547","33,853","28,435","3,222","25,213","19,080","17,692","1,388","1,915,270","1,234,040","681,230","265,162","197,988","67,174","1,393,708","1,021,214","372,494",特殊品,
75,金属くず,310,-,310,"3,239",-,"3,239",660,570,90,"72,835","50,559","22,276","26,176","21,482","4,694","18,533","12,521","6,012",75,金属くず
76,再利用資材,"12,064","11,756",308,"3,193","1,925","1,268","2,287","2,062",225,"940,806","928,753","12,053","164,552","161,846","2,706","942,854","940,727","2,127",76,再利用資材
77,動植物性製造飼肥料,"26,645",-,"26,645","18,659",15,"18,644",516,171,345,"128,836","15,856","112,980","21,929","1,007","20,922","27,371","5,351","22,020",77,動植物性製造飼肥料
78,廃棄物,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,78,廃棄物
79,廃土砂,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,79,廃土砂
80,輸送用容器,"6,965",530,"6,435","2,291",602,"1,689","2,212","1,542",670,"615,629","121,711","493,918","46,395","11,181","35,214","351,231","36,096","315,135",80,輸送用容器
81,取合せ品,416,261,155,"1,053",680,373,"13,405","13,347",58,"157,164","117,161","40,003","6,110","2,472","3,638","53,719","26,519","27,200",81,取合せ品
分類不能のもの,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,分類不能のもの,
