17,薪炭,-,-,-,-,"3,547",30,-,-,-,-,-,-,-,-,-,-,-,-,-,-,17,薪炭,,,,,
鉱産品,,-,-,165,-,-,"5,333","2,115","2,239",90,-,"4,575",-,-,-,-,-,-,44,-,-,鉱産品,,,,,,
18,石炭,-,-,-,-,-,-,75,-,-,-,-,-,-,-,-,-,-,-,-,-,18,石炭,,,,,
19,鉄鉱石,-,-,-,-,-,-,120,-,-,-,-,-,-,-,-,-,-,-,-,-,19,鉄鉱石,,,,,
20,金属鉱,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,20,金属鉱,,,,,
21,砂利・砂,-,-,-,-,-,930,-,"1,575",-,-,-,-,-,-,-,-,-,-,-,-,21,砂利・砂,,,,,
22,石材,-,-,90,-,-,743,720,664,90,-,-,-,-,-,-,-,-,44,-,-,22,石材,,,,,
23,原油,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,23,原油,,,,,
24,りん鉱石,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,24,りん鉱石,,,,,
25,石灰石,-,-,-,-,-,45,-,-,-,-,-,-,-,-,-,-,-,-,-,-,25,石灰石,,,,,
26,原塩,-,-,-,-,-,-,"1,170",-,-,-,-,-,-,-,-,-,-,-,-,-,26,原塩,,,,,
27,非金属鉱物,-,-,75,-,-,"3,615",30,-,-,-,"4,575",-,-,-,-,-,-,-,-,-,27,非金属鉱物,,,,,
金属機械工業品,,24,-,"13,229",590,735,"614,407","600,722","3,370","2,681","35,063",30,-,"31,089","1,247","1,882",48,"9,855","54,458","2,710","5,581",金属機械工業品,,,,,,
28,鉄鋼,-,-,-,-,30,407,105,-,-,-,-,-,-,-,-,-,-,-,-,-,28,鉄鋼,,,,,
29,鋼材,-,-,-,-,45,393,"1,039",30,-,-,-,-,-,-,75,-,-,340,-,-,29,鋼材,,,,,
30,非鉄金属,-,-,-,-,-,"4,151","1,090",-,-,-,-,-,15,-,-,-,-,345,-,-,30,非鉄金属,,,,,
31,金属製品,-,-,454,172,600,"50,097","120,234","1,752",228,710,30,-,778,24,575,-,-,"4,193",60,-,31,金属製品,,,,,
32,鉄道車両,-,-,-,-,-,189,-,-,-,-,-,-,-,-,-,-,-,-,-,-,32,鉄道車両,,,,,
33,完成自動車,-,-,-,15,-,26,15,-,-,-,-,-,-,-,-,-,-,15,-,-,33,完成自動車,,,,,
34,その他輸送用車両,-,-,780,-,-,"4,499","29,008",30,-,210,-,-,-,-,90,-,-,255,-,-,34,その他輸送用車両,,,,,
35,二輪自動車,-,-,-,-,-,503,"26,852",-,-,-,-,-,-,-,-,-,-,-,-,-,35,二輪自動車,,,,,
36,自動車部品,-,-,-,-,-,"16,483","11,396",-,-,599,-,-,"7,059",-,-,9,-,411,-,-,36,自動車部品,,,,,
37,その他輸送機械,-,-,-,-,-,"14,170","47,772",494,-,"8,415",-,-,-,-,-,-,-,15,-,-,37,その他輸送機械,,,,,
38,産業機械,9,-,-,403,60,"148,837","86,587",270,"1,523","14,133",-,-,"9,062","1,008","1,034",-,15,"1,747",319,"2,075",38,産業機械,,,,,
39,電気機械,15,-,"11,983",-,-,"309,951","263,236",764,930,"9,907",-,-,"13,103",215,108,39,"9,840","41,522","2,331","3,506",39,電気機械,,,,,
40,測量・光学・医療用機械,-,-,-,-,-,"36,134","10,580",15,-,733,-,-,157,-,-,-,-,480,-,-,40,測量・光学・医療用機械,,,,,
41,事務用機器,-,-,-,-,-,"24,324","1,823",-,-,356,-,-,915,-,-,-,-,"5,135",-,-,41,事務用機器,,,,,
42,その他機械,-,-,12,-,-,"4,243",985,15,-,-,-,-,-,-,-,-,-,-,-,-,42,その他機械,,,,,
化学工業品,,-,15,"10,816","1,615","1,163","63,099","68,864","1,514",-,"1,325",916,-,633,-,"1,295","3,390",24,"8,215",-,-,化学工業品,,,,,,
43,陶磁器,-,-,"10,596",105,-,"12,344",30,-,-,117,-,-,-,-,"1,004",-,15,540,-,-,43,陶磁器,,,,,
44,セメント,-,-,-,945,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,44,セメント,,,,,
45,ガラス類,-,-,15,-,555,"11,580","6,534",15,-,36,-,-,9,-,25,-,-,319,-,-,45,ガラス類,,,,,
46,窯業品,-,-,15,-,8,"8,258","3,199",-,-,30,120,-,-,-,45,-,9,150,-,-,46,窯業品,,,,,
47,重油,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,47,重油,,,,,
48,揮発油,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,48,揮発油,,,,,
49,その他の石油,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,49,その他の石油,,,,,
50,LNG/液化天然ガス,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,50,LNG/液化天然ガス,,,,,
51,LPG/液化石油ガス,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,51,LPG/液化石油ガス,,,,,
52,その他石油製品,-,-,-,-,-,"2,685",-,-,-,-,-,-,-,-,-,-,-,-,-,-,52,その他石油製品,,,,,
53,コークス,-,-,-,-,180,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,53,コークス,,,,,
54,石炭製品,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,54,石炭製品,,,,,
55,化学薬品,-,15,175,540,375,"2,460","8,212",10,-,-,225,-,-,-,-,"2,340",-,"2,528",-,-,55,化学薬品,,,,,
56,化学肥料,-,-,-,-,15,30,"4,945",-,-,-,-,-,-,-,-,-,-,-,-,-,56,化学肥料,,,,,
57,その他化学工業品,-,-,15,25,30,"25,742","45,944","1,489",-,"1,142",571,-,624,-,221,"1,050",-,"4,678",-,-,57,その他化学工業品,,,,,
軽工業品,,-,-,"2,895",252,"2,811","29,130","89,340","63,211",-,241,-,"11,605",165,-,15,-,810,472,78,809,軽工業品,,,,,,
58,紙・パルプ,-,-,-,-,-,"5,451","69,471",60,-,104,-,"11,605",-,-,15,-,-,104,-,-,58,紙・パルプ,,,,,
59,糸及び紡績半製品,-,-,-,-,-,798,75,-,-,-,-,-,-,-,-,-,-,-,-,-,59,糸及び紡績半製品,,,,,
60,その他繊維工業品,-,-,"2,895",-,150,"11,758","18,495","1,574",-,45,-,-,165,-,-,-,810,232,78,-,60,その他繊維工業品,,,,,
61,砂糖,-,-,-,-,-,"2,212",-,-,-,-,-,-,-,-,-,-,-,-,-,-,61,砂糖,,,,,
62,製造食品,-,-,-,252,"2,661","8,258","1,224","61,547",-,40,-,-,-,-,-,-,-,91,-,809,62,製造食品,,,,,
63,飲料,-,-,-,-,-,487,15,30,-,-,-,-,-,-,-,-,-,-,-,-,63,飲料,,,,,
64,水,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,64,水,,,,,
65,たばこ,-,-,-,-,-,166,-,-,-,52,-,-,-,-,-,-,-,-,-,-,65,たばこ,,,,,
66,その他食料工業品,-,-,-,-,-,-,60,-,-,-,-,-,-,-,-,-,-,45,-,-,66,その他食料工業品,,,,,
雑工業品,,-,-,"8,468","1,035","10,312","887,486","304,853","12,845",32,"26,719",-,45,"10,582",757,447,15,153,"21,114",344,265,雑工業品,,,,,,
67,がん具,-,-,-,-,-,"157,229","5,070",15,-,"5,403",-,-,255,-,-,-,-,"5,156",-,-,67,がん具,,,,,
68,衣服・身廻品・はきもの,-,-,818,-,255,"275,495","114,017","6,634",-,"8,879",-,-,"1,636",60,45,-,30,"4,211",135,161,68,衣服・身廻品・はきもの,,,,,
69,文房具・運動娯楽用品・楽器,-,-,720,-,-,"92,836","5,267","2,178",-,"2,738",-,-,"4,659",60,-,-,-,"1,945",74,-,69,文房具・運動娯楽用品・楽器,,,,,
70,家具装備品,-,-,"2,790","1,035",190,"292,502","80,929","3,288",-,"6,217",-,-,"3,392",128,257,15,93,"4,873",135,104,70,家具装備品,,,,,
71,その他日用品,-,-,-,-,-,"17,201","82,548",29,-,308,-,-,15,-,75,-,-,971,-,-,71,その他日用品,,,,,
72,ゴム製品,-,-,-,-,-,"3,913",600,-,32,13,-,45,30,-,-,-,-,885,-,-,72,ゴム製品,,,,,
73,木製品,-,-,"4,140",-,"9,837","13,977","2,324",649,-,"1,203",-,-,10,29,-,-,-,"2,256",-,-,73,木製品,,,,,
74,その他製造工業品,-,-,-,-,30,"34,333","14,098",52,-,"1,958",-,-,585,480,70,-,30,817,-,-,74,その他製造工業品,,,,,
特殊品,,-,-,12,-,"2,137","71,869","133,616",51,-,"4,031",510,-,"5,127",82,-,-,56,526,165,15,特殊品,,,,,,
75,金属くず,-,-,-,-,-,142,30,-,-,-,-,-,75,-,-,-,-,-,-,-,75,金属くず,,,,,
76,再利用資材,-,-,-,-,-,30,-,-,-,-,-,-,-,-,-,-,-,-,-,-,76,再利用資材,,,,,
77,動植物性製造飼肥料,-,-,-,-,-,222,75,51,-,30,-,-,-,-,-,-,-,-,-,-,77,動植物性製造飼肥料,,,,,
78,廃棄物,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,78,廃棄物,,,,,
79,廃土砂,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,79,廃土砂,,,,,
80,輸送用容器,-,-,12,-,"2,137","61,800","132,957",-,-,"3,945",510,-,"4,992",82,-,-,26,496,165,15,80,輸送用容器,,,,,
81,取合せ品,-,-,-,-,-,"9,675",554,-,-,56,-,-,60,-,-,-,30,30,-,-,81,取合せ品,,,,,
分類不能のもの,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,分類不能のもの,,,,,,
