,,,,,,,,,,,,,,,,,,,,,(単位：トン）,,,,,
品種,,四国,,,,九州,,,,,,,,,,,,,,品種,,,,,,
,,愛媛県,,高知県,,計,福岡県,,,,長崎県,,大分県,,宮崎県,,,鹿児島県,,,,,,,,
,,三島川之江,松山,小計,須崎,,小計,北九州,博多,苅田,小計,若松,小計,大分,小計,細島,油津,小計,鹿児島,,,,,,,
合計,,"2,670",450,"1,501","1,501","8,843,508","7,578,039","5,735,248","1,800,380","42,411","4,659","4,659","4,112","4,112","245,766","29,842","215,924","59,216",90,合計,,,,,,
農水産品,,-,305,-,-,"70,027","19,887",-,"19,887",-,-,-,10,10,-,-,-,90,90,農水産品,,,,,,
1,麦,-,-,-,-,"1,340","1,340",-,"1,340",-,-,-,-,-,-,-,-,-,-,1,麦,,,,,
2,米,-,-,-,-,"32,615","5,545",-,"5,545",-,-,-,10,10,-,-,-,-,-,2,米,,,,,
3,とうもろこし,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,とうもろこし,,,,,
4,豆類,-,-,-,-,"2,140","2,140",-,"2,140",-,-,-,-,-,-,-,-,-,-,4,豆類,,,,,
5,その他雑穀,-,-,-,-,555,555,-,555,-,-,-,-,-,-,-,-,-,-,5,その他雑穀,,,,,
6,野菜・果物,-,305,-,-,"30,100","7,120",-,"7,120",-,-,-,-,-,-,-,-,-,-,6,野菜・果物,,,,,
7,綿花,-,-,-,-,10,10,-,10,-,-,-,-,-,-,-,-,-,-,7,綿花,,,,,
8,その他農産品,-,-,-,-,"1,467","1,467",-,"1,467",-,-,-,-,-,-,-,-,-,-,8,その他農産品,,,,,
9,羊毛,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,9,羊毛,,,,,
10,その他畜産品,-,-,-,-,"1,525","1,525",-,"1,525",-,-,-,-,-,-,-,-,-,-,10,その他畜産品,,,,,
11,水産品,-,-,-,-,275,185,-,185,-,-,-,-,-,-,-,-,90,90,11,水産品,,,,,
林産品,,-,5,-,-,"7,770","7,410",-,"7,410",-,-,-,330,330,-,-,-,30,-,林産品,,,,,,
12,原木,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12,原木,,,,,
13,製材,-,-,-,-,"1,465","1,435",-,"1,435",-,-,-,-,-,-,-,-,30,-,13,製材,,,,,
14,樹脂類,-,5,-,-,"6,080","5,750",-,"5,750",-,-,-,330,330,-,-,-,-,-,14,樹脂類,,,,,
15,木材チップ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,15,木材チップ,,,,,
16,その他林産品,-,-,-,-,220,220,-,220,-,-,-,-,-,-,-,-,-,-,16,その他林産品,,,,,
17,薪炭,-,-,-,-,5,5,-,5,-,-,-,-,-,-,-,-,-,-,17,薪炭,,,,,
鉱産品,,-,-,-,-,"2,320","2,320",-,"2,320",-,-,-,-,-,-,-,-,-,-,鉱産品,,,,,,
18,石炭,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,18,石炭,,,,,
19,鉄鉱石,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,19,鉄鉱石,,,,,
20,金属鉱,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,20,金属鉱,,,,,
21,砂利・砂,-,-,-,-,465,465,-,465,-,-,-,-,-,-,-,-,-,-,21,砂利・砂,,,,,
22,石材,-,-,-,-,"1,680","1,680",-,"1,680",-,-,-,-,-,-,-,-,-,-,22,石材,,,,,
23,原油,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,23,原油,,,,,
24,りん鉱石,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,24,りん鉱石,,,,,
25,石灰石,-,-,-,-,120,120,-,120,-,-,-,-,-,-,-,-,-,-,25,石灰石,,,,,
26,原塩,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,26,原塩,,,,,
27,非金属鉱物,-,-,-,-,55,55,-,55,-,-,-,-,-,-,-,-,-,-,27,非金属鉱物,,,,,
金属機械工業品,,-,-,-,-,"7,326,538","6,905,913","5,675,641","1,230,272",-,"1,175","1,175",10,10,"81,090","5,350","75,740","21,792",-,金属機械工業品,,,,,,
28,鉄鋼,-,-,-,-,510,500,-,500,-,-,-,10,10,-,-,-,-,-,28,鉄鋼,,,,,
29,鋼材,-,-,-,-,"7,995","7,995",-,"7,995",-,-,-,-,-,-,-,-,-,-,29,鋼材,,,,,
30,非鉄金属,-,-,-,-,"1,800","1,800",-,"1,800",-,-,-,-,-,-,-,-,-,-,30,非鉄金属,,,,,
31,金属製品,-,-,-,-,"9,119","9,119",-,"9,119",-,-,-,-,-,-,-,-,-,-,31,金属製品,,,,,
32,鉄道車両,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,32,鉄道車両,,,,,
33,完成自動車,-,-,-,-,"7,031,322","6,681,840","5,675,580","1,006,260",-,-,-,-,-,"66,910","4,200","62,710","21,792",-,33,完成自動車,,,,,
34,その他輸送用車両,-,-,-,-,"15,115","13,940",-,"13,940",-,"1,175","1,175",-,-,-,-,-,-,-,34,その他輸送用車両,,,,,
35,二輪自動車,-,-,-,-,1,1,-,1,-,-,-,-,-,-,-,-,-,-,35,二輪自動車,,,,,
36,自動車部品,-,-,-,-,"15,715","15,715",-,"15,715",-,-,-,-,-,-,-,-,-,-,36,自動車部品,,,,,
37,その他輸送機械,-,-,-,-,"18,151","3,971",61,"3,910",-,-,-,-,-,"14,180","1,150","13,030",-,-,37,その他輸送機械,,,,,
38,産業機械,-,-,-,-,"150,645","150,645",-,"150,645",-,-,-,-,-,-,-,-,-,-,38,産業機械,,,,,
39,電気機械,-,-,-,-,"10,658","10,658",-,"10,658",-,-,-,-,-,-,-,-,-,-,39,電気機械,,,,,
40,測量・光学・医療用機械,-,-,-,-,79,79,-,79,-,-,-,-,-,-,-,-,-,-,40,測量・光学・医療用機械,,,,,
41,事務用機器,-,-,-,-,"58,293","2,515",-,"2,515",-,-,-,-,-,-,-,-,-,-,41,事務用機器,,,,,
42,その他機械,-,-,-,-,"7,135","7,135",-,"7,135",-,-,-,-,-,-,-,-,-,-,42,その他機械,,,,,
