,,,,,,,,,,,,,,,,,,,,,(単位：トン）,,,
品種,,外貿,,,内貿,,,,,,,,,,,,,,,品種,,,,
,,不定期航路,,,合計,,,定期航路,,,定期航路,,,,,,,,,,,,,
,,合計,,,,,,合計,,,北海道,,,東北,,,関東,,,,,,,
,,計,輸出,輸入,計,移出,移入,計,移出,移入,計,移出,移入,計,移出,移入,計,移出,移入,,,,,
合計,,"1,329,696","477,375","852,321","41,717,661","15,751,422","25,966,239","24,054,583","13,174,739","10,879,844","4,661,300","2,603,577","2,057,723","449,599","230,788","218,811","621,664","316,525","305,139",合計,,,,
農水産品,,"442,382","1,018","441,364","404,410","219,628","184,782","233,746","124,782","108,964","80,638","17,990","62,648","28,373","16,787","11,586","4,080","1,544","2,536",農水産品,,,,
1,麦,"244,286",-,"244,286","87,227","14,397","72,830","12,330","8,905","3,425","9,310","6,845","2,465",715,715,-,-,-,-,1,麦,,,
2,米,-,-,-,"47,145","32,915","14,230","46,935","32,705","14,230","13,795",225,"13,570",-,-,-,-,-,-,2,米,,,
3,とうもろこし,-,-,-,"1,734","1,734",-,-,-,-,-,-,-,-,-,-,-,-,-,3,とうもろこし,,,
4,豆類,-,-,-,"19,424","14,654","4,770","7,715","2,960","4,755","5,445","2,035","3,410",105,105,-,-,-,-,4,豆類,,,
5,その他雑穀,-,-,-,"1,315","1,050",265,775,510,265,455,210,245,-,-,-,-,-,-,5,その他雑穀,,,
6,野菜・果物,"193,086",-,"193,086","138,803","85,112","53,691","100,612","47,307","53,305","43,649","7,130","36,519","9,382","5,496","3,886",-,-,-,6,野菜・果物,,,
7,綿花,-,-,-,95,85,10,10,10,-,-,-,-,-,-,-,-,-,-,7,綿花,,,
8,その他農産品,-,-,-,"12,921","9,950","2,971","3,745",815,"2,930","3,295",410,"2,885",-,-,-,-,-,-,8,その他農産品,,,
9,羊毛,-,-,-,126,126,-,-,-,-,-,-,-,-,-,-,-,-,-,9,羊毛,,,
10,その他畜産品,-,-,-,"35,043","24,263","10,780","16,969","9,665","7,304","2,030",-,"2,030",970,970,-,"1,694",-,"1,694",10,その他畜産品,,,
11,水産品,"5,010","1,018","3,992","60,577","35,342","25,235","44,655","21,905","22,750","2,659","1,135","1,524","17,201","9,501","7,700","2,386","1,544",842,11,水産品,,,
林産品,,"84,504",-,"84,504","117,774","88,608","29,166","77,207","52,117","25,090","21,190","15,265","5,925","27,995","27,995",-,-,-,-,林産品,,,,
12,原木,-,-,-,137,117,20,20,-,20,-,-,-,-,-,-,-,-,-,12,原木,,,
13,製材,"84,504",-,"84,504","91,777","74,218","17,559","56,472","40,692","15,780","15,620","10,435","5,185","27,995","27,995",-,-,-,-,13,製材,,,
14,樹脂類,-,-,-,"19,517","10,850","8,667","19,250","10,655","8,595","4,505","4,295",210,-,-,-,-,-,-,14,樹脂類,,,
15,木材チップ,-,-,-,907,23,884,110,10,100,20,10,10,-,-,-,-,-,-,15,木材チップ,,,
16,その他林産品,-,-,-,"5,031","3,050","1,981","1,010",470,540,750,240,510,-,-,-,-,-,-,16,その他林産品,,,
17,薪炭,-,-,-,405,350,55,345,290,55,295,285,10,-,-,-,-,-,-,17,薪炭,,,
鉱産品,,"132,883",-,"132,883","5,916,806","71,630","5,845,176","41,290","7,310","33,980","5,020","3,910","1,110","1,045","1,045",-,"25,800",-,"25,800",鉱産品,,,,
18,石炭,"74,800",-,"74,800","12,813",255,"12,558",20,-,20,-,-,-,-,-,-,-,-,-,18,石炭,,,
19,鉄鉱石,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,19,鉄鉱石,,,
20,金属鉱,"1,000",-,"1,000","4,084","4,084",-,60,60,-,40,40,-,-,-,-,-,-,-,20,金属鉱,,,
21,砂利・砂,-,-,-,"4,449,014","48,094","4,400,920","29,545","1,320","28,225","1,660",845,815,-,-,-,"25,800",-,"25,800",21,砂利・砂,,,
22,石材,-,-,-,"1,056,222","3,268","1,052,954","2,960","2,640",320,"1,170",940,230,-,-,-,-,-,-,22,石材,,,
23,原油,-,-,-,38,38,-,-,-,-,-,-,-,-,-,-,-,-,-,23,原油,,,
24,りん鉱石,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,24,りん鉱石,,,
25,石灰石,-,-,-,"361,649","1,100","360,549","2,845","1,100","1,745",995,980,15,-,-,-,-,-,-,25,石灰石,,,
26,原塩,-,-,-,"3,602",102,"3,500","3,500",-,"3,500",-,-,-,-,-,-,-,-,-,26,原塩,,,
27,非金属鉱物,"57,083",-,"57,083","29,384","14,689","14,695","2,360","2,190",170,"1,155","1,105",50,"1,045","1,045",-,-,-,-,27,非金属鉱物,,,
金属機械工業品,,"87,972","27,274","60,698","16,079,086","8,516,137","7,562,949","14,726,463","8,403,305","6,323,158","1,352,626","932,195","420,431","19,825","14,998","4,827","8,035","6,760","1,275",金属機械工業品,,,,
28,鉄鋼,"20,418","15,159","5,259","11,731",916,"10,815","11,435",695,"10,740","8,845",185,"8,660",-,-,-,-,-,-,28,鉄鋼,,,
29,鋼材,"23,346","3,009","20,337","1,152,430","13,661","1,138,769","54,770","10,590","44,180","3,345","2,595",750,-,-,-,-,-,-,29,鋼材,,,
30,非鉄金属,-,-,-,"49,554","7,260","42,294","4,980","1,810","3,170",465,10,455,-,-,-,-,-,-,30,非鉄金属,,,
31,金属製品,"17,184",-,"17,184","85,330","54,556","30,774","38,636","19,084","19,552","15,150","10,915","4,235",-,-,-,-,-,-,31,金属製品,,,
32,鉄道車両,327,317,10,15,15,-,-,-,-,-,-,-,-,-,-,-,-,-,32,鉄道車両,,,
33,完成自動車,-,-,-,"14,019,140","7,994,898","6,024,242","13,993,979","7,978,560","6,015,419","1,218,987","871,253","347,734",-,-,-,-,-,-,33,完成自動車,,,
34,その他輸送用車両,"8,054",-,"8,054","27,704","15,472","12,232","26,288","14,116","12,172",423,206,217,-,-,-,-,-,-,34,その他輸送用車両,,,
35,二輪自動車,-,-,-,846,498,348,518,232,286,5,5,-,-,-,-,-,-,-,35,二輪自動車,,,
36,自動車部品,-,-,-,"92,070","29,904","62,166","59,758","24,583","35,175","32,288","8,868","23,420",-,-,-,-,-,-,36,自動車部品,,,
37,その他輸送機械,"8,255",-,"8,255","212,677","92,292","120,385","198,720","84,110","114,610","55,370","26,770","28,600",-,-,-,-,-,-,37,その他輸送機械,,,
