47,重油,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,47,重油,,,,,
48,揮発油,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,48,揮発油,,,,,
49,その他の石油,30,15,-,-,15,-,-,-,-,15,-,15,-,-,-,-,-,-,49,その他の石油,,,,,
50,LNG/液化天然ガス,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,50,LNG/液化天然ガス,,,,,
51,LPG/液化石油ガス,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,51,LPG/液化石油ガス,,,,,
52,その他石油製品,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,52,その他石油製品,,,,,
53,コークス,-,-,-,-,-,-,-,-,-,-,-,-,-,"1,450","1,450","1,450",-,-,53,コークス,,,,,
54,石炭製品,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,54,石炭製品,,,,,
55,化学薬品,200,20,-,-,20,-,-,-,-,180,-,180,-,-,-,-,-,-,55,化学薬品,,,,,
56,化学肥料,10,10,-,-,10,-,-,-,-,-,-,-,-,-,-,-,-,-,56,化学肥料,,,,,
57,その他化学工業品,20,-,-,-,-,-,-,-,-,20,-,20,-,-,-,-,-,-,57,その他化学工業品,,,,,
軽工業品,,"1,210","1,055",70,-,985,-,-,-,-,155,-,155,-,"2,695",-,-,-,"2,695",軽工業品,,,,,,
58,紙・パルプ,110,55,-,-,55,-,-,-,-,55,-,55,-,"2,670",-,-,-,"2,670",58,紙・パルプ,,,,,
59,糸及び紡績半製品,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,59,糸及び紡績半製品,,,,,
60,その他繊維工業品,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,60,その他繊維工業品,,,,,
61,砂糖,20,20,-,-,20,-,-,-,-,-,-,-,-,-,-,-,-,-,61,砂糖,,,,,
62,製造食品,785,700,-,-,700,-,-,-,-,85,-,85,-,20,-,-,-,20,62,製造食品,,,,,
63,飲料,205,205,-,-,205,-,-,-,-,-,-,-,-,-,-,-,-,-,63,飲料,,,,,
64,水,15,5,-,-,5,-,-,-,-,10,-,10,-,5,-,-,-,5,64,水,,,,,
65,たばこ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,65,たばこ,,,,,
66,その他食料工業品,75,70,70,-,-,-,-,-,-,5,-,5,-,-,-,-,-,-,66,その他食料工業品,,,,,
雑工業品,,415,345,-,-,345,-,-,-,-,70,-,70,-,70,-,-,-,70,雑工業品,,,,,,
67,がん具,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,67,がん具,,,,,
68,衣服・身廻品・はきもの,20,-,-,-,-,-,-,-,-,20,-,20,-,-,-,-,-,-,68,衣服・身廻品・はきもの,,,,,
69,文房具・運動娯楽用品・楽器,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,69,文房具・運動娯楽用品・楽器,,,,,
70,家具装備品,20,20,-,-,20,-,-,-,-,-,-,-,-,-,-,-,-,-,70,家具装備品,,,,,
71,その他日用品,195,195,-,-,195,-,-,-,-,-,-,-,-,-,-,-,-,-,71,その他日用品,,,,,
72,ゴム製品,90,60,-,-,60,-,-,-,-,30,-,30,-,-,-,-,-,-,72,ゴム製品,,,,,
73,木製品,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,73,木製品,,,,,
74,その他製造工業品,90,70,-,-,70,-,-,-,-,20,-,20,-,70,-,-,-,70,74,その他製造工業品,,,,,
特殊品,,"69,255",550,-,-,540,10,"63,938","50,701","13,237","4,767","3,952",815,-,"16,774","15,228",-,"15,228",45,特殊品,,,,,,
75,金属くず,50,10,-,-,-,10,-,-,-,40,-,40,-,"15,228","15,228",-,"15,228",-,75,金属くず,,,,,
76,再利用資材,"3,952",-,-,-,-,-,-,-,-,"3,952","3,952",-,-,-,-,-,-,-,76,再利用資材,,,,,
77,動植物性製造飼肥料,220,5,-,-,5,-,-,-,-,215,-,215,-,-,-,-,-,-,77,動植物性製造飼肥料,,,,,
78,廃棄物,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,78,廃棄物,,,,,
79,廃土砂,"63,938",-,-,-,-,-,"63,938","50,701","13,237",-,-,-,-,"1,501",-,-,-,-,79,廃土砂,,,,,
80,輸送用容器,835,380,-,-,380,-,-,-,-,455,-,455,-,-,-,-,-,-,80,輸送用容器,,,,,
81,取合せ品,260,155,-,-,155,-,-,-,-,105,-,105,-,45,-,-,-,45,81,取合せ品,,,,,
分類不能のもの,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,分類不能のもの,,,,,,
