5-(4)　内航タンカーのトン数階級別表,,,,,,,,,,,,,,
,,,,,,,,,,,,,,（単位：隻、総トン）
トン階級別,,合計,1月,2月,3月,4月,5月,6月,7月,8月,9月,10月,11月,12月
,,,,,,,,,,,,,,
合計,隻数,"1,162",75,92,94,102,89,101,111,88,102,104,99,105
,総トン数,"323,484","20,052","23,468","25,009","27,905","26,186","30,366","31,407","21,733","29,077","31,139","28,447","28,695"
"5 ～ 100
総トン未満",隻数,177,13,17,14,13,6,11,11,17,21,16,18,20
,総トン数,"16,091","1,226","1,492","1,309","1,075",496,"1,036",946,"1,606","1,949","1,499","1,668","1,789"
"100
総トン以上",隻数,288,18,19,26,24,29,17,24,27,18,26,27,33
,総トン数,"47,605","2,902","3,032","4,328","4,112","5,007","2,789","4,128","4,510","2,905","4,191","4,363","5,338"
"200
総トン以上",隻数,291,19,32,25,33,20,33,39,22,25,18,13,12
,総トン数,"72,431","4,410","7,868","6,195","7,979","5,145","7,936","9,672","5,501","6,557","4,760","3,313","3,095"
"300
総トン以上",隻数,50,3,3,5,4,5,4,7,3,4,3,4,5
,総トン数,"16,285",954,996,"1,639","1,265","1,618","1,307","2,261",996,"1,328",975,"1,307","1,639"
"400
総トン以上",隻数,356,22,21,24,28,29,36,30,19,34,41,37,35
,総トン数,"171,072","10,560","10,080","11,538","13,474","13,920","17,298","14,400","9,120","16,338","19,714","17,796","16,834"
