14,樹脂類,"10,850","4,295","4,295",-,-,"4,295",-,-,-,-,-,-,-,-,-,-,-,-,14,樹脂類,,,,,
15,木材チップ,23,10,10,-,-,10,-,-,-,-,-,-,-,-,-,-,-,-,15,木材チップ,,,,,
16,その他林産品,"3,050",130,130,-,-,130,110,-,-,-,-,-,-,110,-,110,-,-,16,その他林産品,,,,,
17,薪炭,350,285,285,-,-,285,-,-,-,-,-,-,-,-,-,-,-,-,17,薪炭,,,,,
鉱産品,,"71,630","3,910","3,910",-,-,"3,910","5,245",-,-,-,-,-,-,"2,000","2,000",-,"3,245","1,045",鉱産品,,,,,,
18,石炭,255,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,18,石炭,,,,,
19,鉄鉱石,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,19,鉄鉱石,,,,,
20,金属鉱,"4,084",40,40,-,-,40,-,-,-,-,-,-,-,-,-,-,-,-,20,金属鉱,,,,,
21,砂利・砂,"48,094",845,845,-,-,845,"2,000",-,-,-,-,-,-,"2,000","2,000",-,-,-,21,砂利・砂,,,,,
22,石材,"3,268",940,940,-,-,940,-,-,-,-,-,-,-,-,-,-,-,-,22,石材,,,,,
23,原油,38,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,23,原油,,,,,
24,りん鉱石,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,24,りん鉱石,,,,,
25,石灰石,"1,100",980,980,-,-,980,-,-,-,-,-,-,-,-,-,-,-,-,25,石灰石,,,,,
26,原塩,102,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,26,原塩,,,,,
27,非金属鉱物,"14,689","1,105","1,105",-,-,"1,105","3,245",-,-,-,-,-,-,-,-,-,"3,245","1,045",27,非金属鉱物,,,,,
金属機械工業品,,"8,516,137","438,265","438,265",-,"41,550","396,715","95,194","2,303","2,303",-,"1,208","1,134",74,"91,683",-,"91,683",-,-,金属機械工業品,,,,,,
28,鉄鋼,916,185,185,-,-,185,-,-,-,-,-,-,-,-,-,-,-,-,28,鉄鋼,,,,,
29,鋼材,"13,661","2,595","2,595",-,-,"2,595",-,-,-,-,-,-,-,-,-,-,-,-,29,鋼材,,,,,
30,非鉄金属,"7,260",10,10,-,-,10,-,-,-,-,-,-,-,-,-,-,-,-,30,非鉄金属,,,,,
31,金属製品,"54,556","10,915","10,915",-,-,"10,915",-,-,-,-,-,-,-,-,-,-,-,-,31,金属製品,,,,,
32,鉄道車両,15,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,32,鉄道車両,,,,,
33,完成自動車,"7,994,898","395,096","395,096",-,"35,200","359,896","80,460",-,-,-,-,-,-,"80,460",-,"80,460",-,-,33,完成自動車,,,,,
34,その他輸送用車両,"15,472",206,206,-,-,206,-,-,-,-,-,-,-,-,-,-,-,-,34,その他輸送用車両,,,,,
35,二輪自動車,498,5,5,-,-,5,-,-,-,-,-,-,-,-,-,-,-,-,35,二輪自動車,,,,,
36,自動車部品,"29,904","8,868","8,868",-,-,"8,868",165,-,-,-,-,-,-,165,-,165,-,-,36,自動車部品,,,,,
37,その他輸送機械,"92,292","10,840","10,840",-,"6,350","4,490","2,510",-,-,-,-,-,-,"2,510",-,"2,510",-,-,37,その他輸送機械,,,,,
38,産業機械,"177,097","3,010","3,010",-,-,"3,010",122,-,-,-,74,-,74,48,-,48,-,-,38,産業機械,,,,,
39,電気機械,"43,068","3,310","3,310",-,-,"3,310","8,382","1,625","1,625",-,830,830,-,"5,927",-,"5,927",-,-,39,電気機械,,,,,
40,測量・光学・医療用機械,"14,791",55,55,-,-,55,"3,555",678,678,-,304,304,-,"2,573",-,"2,573",-,-,40,測量・光学・医療用機械,,,,,
41,事務用機器,"60,679","1,805","1,805",-,-,"1,805",-,-,-,-,-,-,-,-,-,-,-,-,41,事務用機器,,,,,
42,その他機械,"11,030","1,365","1,365",-,-,"1,365",-,-,-,-,-,-,-,-,-,-,-,-,42,その他機械,,,,,
化学工業品,,"521,196","67,496","67,496",-,-,"67,496","1,736",172,172,-,40,40,-,"1,524",-,"1,524",-,-,化学工業品,,,,,,
43,陶磁器,653,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,43,陶磁器,,,,,
44,セメント,"29,612",950,950,-,-,950,-,-,-,-,-,-,-,-,-,-,-,-,44,セメント,,,,,
45,ガラス類,"16,865","12,215","12,215",-,-,"12,215",60,-,-,-,-,-,-,60,-,60,-,-,45,ガラス類,,,,,
46,窯業品,"31,128",940,940,-,-,940,48,-,-,-,-,-,-,48,-,48,-,-,46,窯業品,,,,,
47,重油,"242,732",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,47,重油,,,,,
48,揮発油,823,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,48,揮発油,,,,,
49,その他の石油,"20,444","9,690","9,690",-,-,"9,690",-,-,-,-,-,-,-,-,-,-,-,-,49,その他の石油,,,,,
50,LNG/液化天然ガス,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,50,LNG/液化天然ガス,,,,,
51,LPG/液化石油ガス,"6,734",45,45,-,-,45,-,-,-,-,-,-,-,-,-,-,-,-,51,LPG/液化石油ガス,,,,,
52,その他石油製品,"7,606","2,275","2,275",-,-,"2,275",-,-,-,-,-,-,-,-,-,-,-,-,52,その他石油製品,,,,,
53,コークス,"7,969",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,53,コークス,,,,,
54,石炭製品,15,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,54,石炭製品,,,,,
55,化学薬品,"47,475","35,926","35,926",-,-,"35,926",-,-,-,-,-,-,-,-,-,-,-,-,55,化学薬品,,,,,
56,化学肥料,"3,882","1,755","1,755",-,-,"1,755",-,-,-,-,-,-,-,-,-,-,-,-,56,化学肥料,,,,,
57,その他化学工業品,"105,258","3,700","3,700",-,-,"3,700","1,628",172,172,-,40,40,-,"1,416",-,"1,416",-,-,57,その他化学工業品,,,,,
軽工業品,,"848,309","248,958","248,958",-,-,"248,958","9,842",604,604,-,"1,214","1,214",-,"8,024",-,"8,024",-,-,軽工業品,,,,,,
58,紙・パルプ,"231,237","100,368","100,368",-,-,"100,368",-,-,-,-,-,-,-,-,-,-,-,-,58,紙・パルプ,,,,,
59,糸及び紡績半製品,380,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,59,糸及び紡績半製品,,,,,
60,その他繊維工業品,"1,560",70,70,-,-,70,75,-,-,-,-,-,-,75,-,75,-,-,60,その他繊維工業品,,,,,
61,砂糖,"21,473","3,665","3,665",-,-,"3,665",-,-,-,-,-,-,-,-,-,-,-,-,61,砂糖,,,,,
62,製造食品,"199,336","39,320","39,320",-,-,"39,320","7,871",604,604,-,"1,214","1,214",-,"6,053",-,"6,053",-,-,62,製造食品,,,,,
63,飲料,"290,385","97,570","97,570",-,-,"97,570",173,-,-,-,-,-,-,173,-,173,-,-,63,飲料,,,,,
64,水,"61,403",715,715,-,-,715,58,-,-,-,-,-,-,58,-,58,-,-,64,水,,,,,
65,たばこ,"8,785","4,950","4,950",-,-,"4,950",-,-,-,-,-,-,-,-,-,-,-,-,65,たばこ,,,,,
66,その他食料工業品,"33,750","2,300","2,300",-,-,"2,300","1,665",-,-,-,-,-,-,"1,665",-,"1,665",-,-,66,その他食料工業品,,,,,
雑工業品,,"358,605","140,859","140,859",-,-,"140,859","12,104",391,391,-,"1,384","1,237",147,"10,329",-,"10,329",-,-,雑工業品,,,,,,
67,がん具,178,35,35,-,-,35,-,-,-,-,-,-,-,-,-,-,-,-,67,がん具,,,,,
68,衣服・身廻品・はきもの,"13,438",355,355,-,-,355,"4,078",252,252,-,678,678,-,"3,148",-,"3,148",-,-,68,衣服・身廻品・はきもの,,,,,
69,文房具・運動娯楽用品・楽器,"10,958",240,240,-,-,240,"4,385",96,96,-,173,173,-,"4,116",-,"4,116",-,-,69,文房具・運動娯楽用品・楽器,,,,,
70,家具装備品,"22,288","13,220","13,220",-,-,"13,220","1,319",23,23,-,281,281,-,"1,015",-,"1,015",-,-,70,家具装備品,,,,,
71,その他日用品,"207,895","89,380","89,380",-,-,"89,380","1,937",20,20,-,252,105,147,"1,665",-,"1,665",-,-,71,その他日用品,,,,,
72,ゴム製品,"20,451","3,221","3,221",-,-,"3,221",-,-,-,-,-,-,-,-,-,-,-,-,72,ゴム製品,,,,,
73,木製品,"24,504",900,900,-,-,900,385,-,-,-,-,-,-,385,-,385,-,-,73,木製品,,,,,
74,その他製造工業品,"58,893","33,508","33,508",-,-,"33,508",-,-,-,-,-,-,-,-,-,-,-,-,74,その他製造工業品,,,,,
特殊品,,"5,127,309","1,044,196","1,044,196","42,251","151,072","850,873","227,919","5,599","1,225","4,374","19,446","2,264","17,182","202,654",-,"202,654",220,220,特殊品,,,,,,
75,金属くず,"24,301",525,525,-,-,525,"4,400",-,-,-,-,-,-,"4,400",-,"4,400",-,-,75,金属くず,,,,,
76,再利用資材,"301,278","176,419","176,419","25,454",-,"150,965","11,660","4,374",-,"4,374","7,286",-,"7,286",-,-,-,-,-,76,再利用資材,,,,,
77,動植物性製造飼肥料,"66,547","16,780","16,780",-,-,"16,780","10,540",385,385,-,"2,145","2,145",-,"8,010",-,"8,010",-,-,77,動植物性製造飼肥料,,,,,
78,廃棄物,"4,160","4,160","4,160",-,-,"4,160",-,-,-,-,-,-,-,-,-,-,-,-,78,廃棄物,,,,,
79,廃土砂,"1,634,249","16,797","16,797","16,797",-,-,"2,596",-,-,-,"2,596",-,"2,596",-,-,-,-,-,79,廃土砂,,,,,
80,輸送用容器,"106,211","47,126","47,126",-,-,"47,126",30,-,-,-,-,-,-,30,-,30,-,-,80,輸送用容器,,,,,
81,取合せ品,"2,990,563","782,389","782,389",-,"151,072","631,317","198,693",840,840,-,"7,419",119,"7,300","190,214",-,"190,214",220,220,81,取合せ品,,,,,
分類不能のもの,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,分類不能のもの,,,,,,
