,,,,,,,,,,,,,,,,,,,,,(単位：トン）,,,,,
品種,,四国,,,,,九州,,,,,,,,,,,,,品種,,,,,,
,,愛媛県,,,高知県,,計,福岡県,,,,,長崎県,,,,熊本県,,大分県,,,,,,,
,,三島川之江,松山,新居浜,小計,須崎,,小計,北九州,博多,苅田,福岡県内諸港,小計,佐世保,崎戸,若松,小計,八代,小計,,,,,,,
合計,,"191,979","11,605","13,325","1,006,596","1,006,596","8,868,155","7,699,179","5,275,537","878,369","1,433,964","111,309","32,988",190,"29,795","3,003","1,181","1,181","532,780",合計,,,,,,
農水産品,,-,-,-,-,-,"18,960","7,540",-,"7,540",-,-,-,-,-,-,-,-,-,農水産品,,,,,,
1,麦,-,-,-,-,-,560,560,-,560,-,-,-,-,-,-,-,-,-,1,麦,,,,,
2,米,-,-,-,-,-,660,660,-,660,-,-,-,-,-,-,-,-,-,2,米,,,,,
3,とうもろこし,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,とうもろこし,,,,,
4,豆類,-,-,-,-,-,"1,220","1,220",-,"1,220",-,-,-,-,-,-,-,-,-,4,豆類,,,,,
5,その他雑穀,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5,その他雑穀,,,,,
6,野菜・果物,-,-,-,-,-,"12,895","1,475",-,"1,475",-,-,-,-,-,-,-,-,-,6,野菜・果物,,,,,
7,綿花,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7,綿花,,,,,
8,その他農産品,-,-,-,-,-,45,45,-,45,-,-,-,-,-,-,-,-,-,8,その他農産品,,,,,
9,羊毛,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,9,羊毛,,,,,
10,その他畜産品,-,-,-,-,-,"3,580","3,580",-,"3,580",-,-,-,-,-,-,-,-,-,10,その他畜産品,,,,,
11,水産品,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11,水産品,,,,,
林産品,,-,"3,985",-,-,-,"3,398","3,340",-,"3,340",-,-,-,-,-,-,-,-,-,林産品,,,,,,
12,原木,-,-,-,-,-,20,20,-,20,-,-,-,-,-,-,-,-,-,12,原木,,,,,
13,製材,-,665,-,-,-,"3,110","3,110",-,"3,110",-,-,-,-,-,-,-,-,-,13,製材,,,,,
14,樹脂類,-,"3,280",-,-,-,85,85,-,85,-,-,-,-,-,-,-,-,-,14,樹脂類,,,,,
15,木材チップ,-,-,-,-,-,148,90,-,90,-,-,-,-,-,-,-,-,-,15,木材チップ,,,,,
16,その他林産品,-,20,-,-,-,10,10,-,10,-,-,-,-,-,-,-,-,-,16,その他林産品,,,,,
17,薪炭,-,20,-,-,-,25,25,-,25,-,-,-,-,-,-,-,-,-,17,薪炭,,,,,
鉱産品,,-,660,-,"726,362","726,362","342,824","1,710",-,"1,710",-,-,-,-,-,-,-,-,"341,114",鉱産品,,,,,,
18,石炭,-,-,-,-,-,20,20,-,20,-,-,-,-,-,-,-,-,-,18,石炭,,,,,
19,鉄鉱石,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,19,鉄鉱石,,,,,
20,金属鉱,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,20,金属鉱,,,,,
21,砂利・砂,-,660,-,"314,100","314,100","39,850",40,-,40,-,-,-,-,-,-,-,-,"39,810",21,砂利・砂,,,,,
22,石材,-,-,-,"325,832","325,832","153,990",30,-,30,-,-,-,-,-,-,-,-,"153,960",22,石材,,,,,
23,原油,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,23,原油,,,,,
24,りん鉱石,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,24,りん鉱石,,,,,
25,石灰石,-,-,-,"86,430","86,430","147,514",170,-,170,-,-,-,-,-,-,-,-,"147,344",25,石灰石,,,,,
26,原塩,-,-,-,-,-,"1,340","1,340",-,"1,340",-,-,-,-,-,-,-,-,-,26,原塩,,,,,
27,非金属鉱物,-,-,-,-,-,110,110,-,110,-,-,-,-,-,-,-,-,-,27,非金属鉱物,,,,,
金属機械工業品,,-,300,"13,325",-,-,"6,132,754","5,865,785","5,264,048","449,758","40,670","111,309",-,-,-,-,"1,181","1,181","132,251",金属機械工業品,,,,,,
28,鉄鋼,-,-,-,-,-,"1,640","1,640",-,"1,640",-,-,-,-,-,-,-,-,-,28,鉄鋼,,,,,
29,鋼材,-,-,-,-,-,"331,728","201,446","68,832","21,305",-,"111,309",-,-,-,-,"1,181","1,181","129,101",29,鋼材,,,,,
30,非鉄金属,-,-,"13,325",-,-,"2,320","2,320",-,"2,320",-,-,-,-,-,-,-,-,-,30,非鉄金属,,,,,
31,金属製品,-,20,-,-,-,"10,620","10,620",-,"10,620",-,-,-,-,-,-,-,-,-,31,金属製品,,,,,
32,鉄道車両,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,32,鉄道車両,,,,,
33,完成自動車,-,-,-,-,-,"5,653,640","5,553,930","5,192,870","350,320","10,740",-,-,-,-,-,-,-,-,33,完成自動車,,,,,
34,その他輸送用車両,-,-,-,-,-,345,345,-,345,-,-,-,-,-,-,-,-,-,34,その他輸送用車両,,,,,
35,二輪自動車,-,-,-,-,-,3,3,-,3,-,-,-,-,-,-,-,-,-,35,二輪自動車,,,,,
36,自動車部品,-,-,-,-,-,"11,725","11,725",-,"11,725",-,-,-,-,-,-,-,-,-,36,自動車部品,,,,,
37,その他輸送機械,-,-,-,-,-,"88,953","55,126","2,346","22,850","29,930",-,-,-,-,-,-,-,-,37,その他輸送機械,,,,,
38,産業機械,-,265,-,-,-,"21,820","18,670",-,"18,670",-,-,-,-,-,-,-,-,"3,150",38,産業機械,,,,,
39,電気機械,-,-,-,-,-,"3,215","3,215",-,"3,215",-,-,-,-,-,-,-,-,-,39,電気機械,,,,,
40,測量・光学・医療用機械,-,-,-,-,-,80,80,-,80,-,-,-,-,-,-,-,-,-,40,測量・光学・医療用機械,,,,,
41,事務用機器,-,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,41,事務用機器,,,,,
42,その他機械,-,10,-,-,-,"6,665","6,665",-,"6,665",-,-,-,-,-,-,-,-,-,42,その他機械,,,,,
