78,廃棄物,-,-,-,"9,730",-,-,"1,595","3,076","2,195",423,-,-,830,-,-,"1,437",174,-,78,廃棄物,,,,,
79,廃土砂,-,-,-,392,-,-,-,-,-,-,-,-,-,-,-,-,392,-,79,廃土砂,,,,,
80,輸送用容器,-,-,-,"14,266","1,039",-,"1,582","2,968","1,771","1,200",717,"3,040",60,147,49,190,"1,503",-,80,輸送用容器,,,,,
81,取合せ品,-,-,-,"38,732","10,405","8,006",215,"2,373","1,643",10,"4,146","6,005",896,484,374,807,"3,368","64,784",81,取合せ品,,,,,
分類不能のもの,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,分類不能のもの,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
