,,,,,,,,,,,,,,,,,,,,,,,(単位：トン）,,,,,
品種,,ヨーロッパ,,,,,,,,,,,,,,,,,,,,品種,,,,,,
,,イタリア,,,,,,,,,,,マルタ,,ロシア,,,,,,オランダ,,,,,,,
,,ナポリ,パレルモ,カタニア,バリ,アンコナ,ペザーロ,ラベンナ,"チィビタ
ベッキア",ジオイアタウロ,サレルノ,諸港(イタリア),小計,バレッタ,小計,"サンクト・ペテ
ルスブルグ",ボストーチヌイ,"ウラジオ
ストック",ノボロシースク,諸港(ロシア),小計,,,,,,,
合計,,"1,080",1,14,1,175,6,45,128,23,298,"4,101",30,30,"90,131","56,978",17,"23,169",430,"9,537","555,357",合計,,,,,,
農水産品,,-,-,-,-,-,-,-,-,-,-,-,-,-,"2,356",366,-,762,-,"1,228",495,農水産品,,,,,,
1,麦,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,麦,,,,,
2,米,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,88,2,米,,,,,
3,とうもろこし,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,とうもろこし,,,,,
4,豆類,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,豆類,,,,,
5,その他雑穀,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5,その他雑穀,,,,,
6,野菜・果物,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,45,6,野菜・果物,,,,,
7,綿花,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7,綿花,,,,,
8,その他農産品,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,135,8,その他農産品,,,,,
9,羊毛,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,9,羊毛,,,,,
10,その他畜産品,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,16,10,その他畜産品,,,,,
11,水産品,-,-,-,-,-,-,-,-,-,-,-,-,-,"2,356",366,-,762,-,"1,228",211,11,水産品,,,,,
林産品,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8,林産品,,,,,,
12,原木,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12,原木,,,,,
13,製材,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8,13,製材,,,,,
14,樹脂類,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,14,樹脂類,,,,,
15,木材チップ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,15,木材チップ,,,,,
16,その他林産品,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,16,その他林産品,,,,,
17,薪炭,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,17,薪炭,,,,,
鉱産品,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,25,鉱産品,,,,,,
18,石炭,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,18,石炭,,,,,
19,鉄鉱石,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,19,鉄鉱石,,,,,
20,金属鉱,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,20,金属鉱,,,,,
21,砂利・砂,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,21,砂利・砂,,,,,
22,石材,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,22,石材,,,,,
23,原油,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,23,原油,,,,,
24,りん鉱石,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,24,りん鉱石,,,,,
25,石灰石,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,25,石灰石,,,,,
26,原塩,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,26,原塩,,,,,
27,非金属鉱物,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,25,27,非金属鉱物,,,,,
金属機械工業品,,71,1,-,1,41,6,-,2,8,-,"2,763",12,12,"17,226","10,308",2,"1,962",426,"4,528","366,828",金属機械工業品,,,,,,
28,鉄鋼,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,100,28,鉄鋼,,,,,
29,鋼材,7,-,-,-,-,-,-,-,-,-,-,-,-,146,146,-,-,-,-,"1,547",29,鋼材,,,,,
30,非鉄金属,-,1,-,-,-,-,-,-,-,-,15,-,-,5,4,-,-,-,1,"1,005",30,非鉄金属,,,,,
31,金属製品,12,-,-,-,-,-,-,-,-,-,371,-,-,"1,084","1,004",-,38,-,42,"3,056",31,金属製品,,,,,
32,鉄道車両,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,30,32,鉄道車両,,,,,
33,完成自動車,-,-,-,-,-,-,-,-,-,-,-,-,-,432,-,-,1,426,5,72,33,完成自動車,,,,,
34,その他輸送用車両,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8,34,その他輸送用車両,,,,,
35,二輪自動車,-,-,-,-,-,-,-,-,-,-,8,-,-,-,-,-,-,-,-,630,35,二輪自動車,,,,,
36,自動車部品,1,-,-,-,-,-,-,-,-,-,284,5,5,"4,985","3,658",-,476,-,851,"39,718",36,自動車部品,,,,,
37,その他輸送機械,-,-,-,-,-,-,-,2,-,-,-,-,-,2,-,-,2,-,-,"1,317",37,その他輸送機械,,,,,
38,産業機械,-,-,-,1,-,-,-,-,-,-,"1,058",7,7,"10,053","5,186",2,"1,386",-,"3,479","261,908",38,産業機械,,,,,
39,電気機械,51,-,-,-,-,6,-,-,-,-,"1,006",-,-,465,295,-,20,-,150,"32,427",39,電気機械,,,,,
40,測量・光学・医療用機械,-,-,-,-,15,-,-,-,8,-,15,-,-,49,15,-,34,-,-,"21,999",40,測量・光学・医療用機械,,,,,
41,事務用機器,-,-,-,-,26,-,-,-,-,-,6,-,-,5,-,-,5,-,-,"2,877",41,事務用機器,,,,,
42,その他機械,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,134,42,その他機械,,,,,
化学工業品,,479,-,14,-,-,-,15,-,15,-,756,2,2,"2,930","2,388",15,488,4,35,"87,583",化学工業品,,,,,,
43,陶磁器,-,-,-,-,-,-,-,-,-,-,-,2,2,-,-,-,-,-,-,66,43,陶磁器,,,,,
