44,セメント,-,-,-,-,-,-,-,-,-,-,-,-,-,55,15,-,40,-,-,"1,155",44,セメント,,,,,
45,ガラス類,-,-,-,-,-,-,15,-,-,-,336,-,-,-,-,-,-,-,-,"2,969",45,ガラス類,,,,,
46,窯業品,-,-,-,-,-,-,-,-,-,-,7,-,-,-,-,-,-,-,-,"3,498",46,窯業品,,,,,
47,重油,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,47,重油,,,,,
48,揮発油,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,48,揮発油,,,,,
49,その他の石油,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,"1,105",49,その他の石油,,,,,
50,LNG/液化天然ガス,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,50,LNG/液化天然ガス,,,,,
51,LPG/液化石油ガス,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,51,LPG/液化石油ガス,,,,,
52,その他石油製品,-,-,-,-,-,-,-,-,-,-,-,-,-,4,-,-,-,4,-,-,52,その他石油製品,,,,,
53,コークス,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,53,コークス,,,,,
54,石炭製品,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,54,石炭製品,,,,,
55,化学薬品,-,-,-,-,-,-,-,-,-,-,31,-,-,315,315,-,-,-,-,"17,221",55,化学薬品,,,,,
56,化学肥料,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,56,化学肥料,,,,,
57,その他化学工業品,479,-,14,-,-,-,-,-,15,-,381,-,-,"2,556","2,058",15,448,-,35,"61,569",57,その他化学工業品,,,,,
軽工業品,,299,-,-,-,30,-,-,52,-,298,99,-,-,609,469,-,71,-,69,"17,237",軽工業品,,,,,,
58,紙・パルプ,-,-,-,-,-,-,-,-,-,-,43,-,-,130,81,-,45,-,4,"11,399",58,紙・パルプ,,,,,
59,糸及び紡績半製品,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,65,59,糸及び紡績半製品,,,,,
60,その他繊維工業品,-,-,-,-,30,-,-,-,-,283,2,-,-,17,15,-,-,-,2,"1,371",60,その他繊維工業品,,,,,
61,砂糖,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5,61,砂糖,,,,,
62,製造食品,270,-,-,-,-,-,-,-,-,15,48,-,-,432,343,-,26,-,63,"3,242",62,製造食品,,,,,
63,飲料,29,-,-,-,-,-,-,52,-,-,6,-,-,30,30,-,-,-,-,790,63,飲料,,,,,
64,水,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,64,水,,,,,
65,たばこ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,65,たばこ,,,,,
66,その他食料工業品,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,363,66,その他食料工業品,,,,,
雑工業品,,208,-,-,-,74,-,30,-,-,-,300,16,16,"65,495","43,446",-,"19,823",-,"2,226","72,700",雑工業品,,,,,,
67,がん具,-,-,-,-,-,-,-,-,-,-,7,-,-,-,-,-,-,-,-,234,67,がん具,,,,,
68,衣服・身廻品・はきもの,-,-,-,-,60,-,-,-,-,-,14,-,-,45,15,-,30,-,-,"2,292",68,衣服・身廻品・はきもの,,,,,
69,文房具・運動娯楽用品・楽器,195,-,-,-,7,-,30,-,-,-,109,-,-,29,-,-,18,-,11,"4,720",69,文房具・運動娯楽用品・楽器,,,,,
70,家具装備品,13,-,-,-,-,-,-,-,-,-,7,16,16,645,-,-,630,-,15,"3,333",70,家具装備品,,,,,
71,その他日用品,-,-,-,-,-,-,-,-,-,-,7,-,-,5,-,-,5,-,-,"6,644",71,その他日用品,,,,,
72,ゴム製品,-,-,-,-,5,-,-,-,-,-,121,-,-,"17,904","17,901",-,3,-,-,"55,006",72,ゴム製品,,,,,
73,木製品,-,-,-,-,-,-,-,-,-,-,7,-,-,-,-,-,-,-,-,17,73,木製品,,,,,
74,その他製造工業品,-,-,-,-,2,-,-,-,-,-,28,-,-,"46,867","25,530",-,"19,137",-,"2,200",454,74,その他製造工業品,,,,,
特殊品,,23,-,-,-,30,-,-,74,-,-,183,-,-,"1,515",1,-,63,-,"1,451","10,481",特殊品,,,,,,
75,金属くず,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,75,金属くず,,,,,
76,再利用資材,-,-,-,-,-,-,-,-,-,-,-,-,-,30,-,-,30,-,-,205,76,再利用資材,,,,,
77,動植物性製造飼肥料,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,14,77,動植物性製造飼肥料,,,,,
78,廃棄物,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,78,廃棄物,,,,,
79,廃土砂,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,79,廃土砂,,,,,
80,輸送用容器,23,-,-,-,-,-,-,74,-,-,-,-,-,15,-,-,15,-,-,"7,489",80,輸送用容器,,,,,
81,取合せ品,-,-,-,-,30,-,-,-,-,-,183,-,-,"1,470",1,-,18,-,"1,451","2,773",81,取合せ品,,,,,
分類不能のもの,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,分類不能のもの,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
