,,,,,,,,,,,,,,,,,,,,,,,(単位：トン）,,,,,
品種,,ヨーロッパ,,,,,,,,,,,,,,,,,,,,品種,,,,,,
,,計,アイスランド,,ノルウェー,,,,,,,,,,,,,,スウェーデン,,,,,,,,,
,,,小計,"諸港
(アイスランド)",小計,ベルゲン,クルスチャンサン,オスロ,フレドリクスタ,ブレビク,スタバンゲル,ハウゲスン,オーレスン,フローラ,ラビック,ヘレト,モーレイ,"諸港
(ノルウェー)",小計,イェブレ,ストックホルム,,,,,,,
合計,,"2,323,743",521,521,"15,541",237,97,158,438,510,6,478,"3,709",574,353,"2,310","3,114","3,557","82,597","25,038",117,合計,,,,,,
農水産品,,"197,341",521,521,"12,752",228,-,44,-,-,-,478,"3,709",574,-,"2,310","3,084","2,325",25,-,-,農水産品,,,,,,
1,麦,"2,955",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,麦,,,,,
2,米,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,米,,,,,
3,とうもろこし,231,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,とうもろこし,,,,,
4,豆類,134,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,豆類,,,,,
5,その他雑穀,60,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5,その他雑穀,,,,,
6,野菜・果物,"9,392",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6,野菜・果物,,,,,
7,綿花,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7,綿花,,,,,
8,その他農産品,"23,971",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8,その他農産品,,,,,
9,羊毛,285,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,9,羊毛,,,,,
10,その他畜産品,"101,472",-,-,14,-,-,14,-,-,-,-,-,-,-,-,-,-,25,-,-,10,その他畜産品,,,,,
11,水産品,"58,841",521,521,"12,738",228,-,30,-,-,-,478,"3,709",574,-,"2,310","3,084","2,325",-,-,-,11,水産品,,,,,
林産品,,"236,384",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"48,360","18,480",-,林産品,,,,,,
12,原木,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12,原木,,,,,
13,製材,"227,903",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"48,360","18,480",-,13,製材,,,,,
14,樹脂類,660,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,14,樹脂類,,,,,
15,木材チップ,"7,661",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,15,木材チップ,,,,,
16,その他林産品,160,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,16,その他林産品,,,,,
17,薪炭,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,17,薪炭,,,,,
鉱産品,,"109,956",-,-,300,-,-,-,-,-,-,-,-,-,-,-,-,300,-,-,-,鉱産品,,,,,,
18,石炭,"97,236",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,18,石炭,,,,,
19,鉄鉱石,30,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,19,鉄鉱石,,,,,
20,金属鉱,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,20,金属鉱,,,,,
21,砂利・砂,"1,473",-,-,300,-,-,-,-,-,-,-,-,-,-,-,-,300,-,-,-,21,砂利・砂,,,,,
22,石材,"4,987",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,22,石材,,,,,
23,原油,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,23,原油,,,,,
24,りん鉱石,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,24,りん鉱石,,,,,
25,石灰石,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,25,石灰石,,,,,
26,原塩,"2,612",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,26,原塩,,,,,
27,非金属鉱物,"3,618",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,27,非金属鉱物,,,,,
金属機械工業品,,"359,483",-,-,52,-,-,10,-,-,-,-,-,-,-,-,-,42,"13,404",228,35,金属機械工業品,,,,,,
28,鉄鋼,"18,323",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"7,410",-,-,28,鉄鋼,,,,,
29,鋼材,"8,440",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,218,139,-,29,鋼材,,,,,
30,非鉄金属,"5,804",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,195,-,-,30,非鉄金属,,,,,
31,金属製品,"40,215",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,905,-,30,31,金属製品,,,,,
32,鉄道車両,"2,424",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,32,鉄道車両,,,,,
33,完成自動車,"8,743",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,33,完成自動車,,,,,
34,その他輸送用車両,"1,949",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,34,その他輸送用車両,,,,,
35,二輪自動車,"7,562",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,35,二輪自動車,,,,,
36,自動車部品,"87,943",-,-,4,-,-,-,-,-,-,-,-,-,-,-,-,4,"2,274",-,-,36,自動車部品,,,,,
37,その他輸送機械,"2,195",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,196,-,-,37,その他輸送機械,,,,,
38,産業機械,"117,102",-,-,10,-,-,10,-,-,-,-,-,-,-,-,-,-,"1,038",89,5,38,産業機械,,,,,
39,電気機械,"37,034",-,-,38,-,-,-,-,-,-,-,-,-,-,-,-,38,"1,168",-,-,39,電気機械,,,,,
40,測量・光学・医療用機械,"18,730",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,40,測量・光学・医療用機械,,,,,
41,事務用機器,"1,488",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,41,事務用機器,,,,,
42,その他機械,"1,531",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,42,その他機械,,,,,
化学工業品,,"349,694",-,-,"1,207",-,15,22,-,510,-,-,-,-,330,-,-,330,"7,335",390,29,化学工業品,,,,,,
