,,,,,,,,,,,,,,,,,,,,,,,(単位：トン）,,,,,
品種,,輸出合計,アジア,,,,,,,,,,,,,,,,,,,品種,,,,,,
,,,計,韓国,,,,,,,,,,,中国,,,,,,,,,,,,,
,,,,小計,仁川,群山,釜山,浦項,光陽,蔚山,馬山,平沢,温山,諸港(韓国),小計,香港,大連,秦皇島,天津,青島,連雲港,,,,,,,
合計,,"13,288,658","8,742,466","666,172","163,541","8,982","305,188","37,086","105,230","2,822","1,479","1,595",15,"40,234","3,665,569","483,528","130,249","2,538","2,832","200,743","73,129",合計,,,,,,
農水産品,,"317,534","229,279","4,680",94,-,"4,466",-,-,-,-,-,-,120,"23,728","21,456",62,-,-,396,57,農水産品,,,,,,
1,麦,18,18,18,18,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,麦,,,,,
2,米,"3,145","1,050",-,-,-,-,-,-,-,-,-,-,-,455,455,-,-,-,-,-,2,米,,,,,
3,とうもろこし,120,60,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,とうもろこし,,,,,
4,豆類,342,91,-,-,-,-,-,-,-,-,-,-,-,91,80,-,-,-,-,-,4,豆類,,,,,
5,その他雑穀,19,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5,その他雑穀,,,,,
6,野菜・果物,"34,597","33,688",45,-,-,45,-,-,-,-,-,-,-,"8,001","7,598",45,-,-,126,30,6,野菜・果物,,,,,
7,綿花,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7,綿花,,,,,
8,その他農産品,"8,299","5,068",79,16,-,63,-,-,-,-,-,-,-,"1,530",478,17,-,-,90,27,8,その他農産品,,,,,
9,羊毛,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,9,羊毛,,,,,
10,その他畜産品,"35,191","34,199",839,60,-,779,-,-,-,-,-,-,-,"7,883","7,545",-,-,-,-,-,10,その他畜産品,,,,,
11,水産品,"235,803","155,105","3,699",-,-,"3,579",-,-,-,-,-,-,120,"5,768","5,300",-,-,-,180,-,11,水産品,,,,,
林産品,,"24,010","23,062",22,-,-,22,-,-,-,-,-,-,-,"16,300",-,"2,107",-,-,195,90,林産品,,,,,,
12,原木,"2,870","2,870",22,-,-,22,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12,原木,,,,,
13,製材,"20,429","19,637",-,-,-,-,-,-,-,-,-,-,-,"15,990",-,"2,047",-,-,120,90,13,製材,,,,,
14,樹脂類,347,347,-,-,-,-,-,-,-,-,-,-,-,233,-,30,-,-,75,-,14,樹脂類,,,,,
15,木材チップ,123,123,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,15,木材チップ,,,,,
16,その他林産品,80,80,-,-,-,-,-,-,-,-,-,-,-,77,-,30,-,-,-,-,16,その他林産品,,,,,
17,薪炭,161,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,17,薪炭,,,,,
鉱産品,,"18,548","16,376",927,56,-,871,-,-,-,-,-,-,-,"8,743",233,705,-,30,74,-,鉱産品,,,,,,
18,石炭,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,18,石炭,,,,,
19,鉄鉱石,31,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,19,鉄鉱石,,,,,
20,金属鉱,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,20,金属鉱,,,,,
21,砂利・砂,923,770,-,-,-,-,-,-,-,-,-,-,-,97,-,-,-,-,-,-,21,砂利・砂,,,,,
22,石材,"3,213","3,151",-,-,-,-,-,-,-,-,-,-,-,"3,142",-,-,-,-,44,-,22,石材,,,,,
23,原油,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,23,原油,,,,,
24,りん鉱石,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,24,りん鉱石,,,,,
25,石灰石,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,25,石灰石,,,,,
26,原塩,33,32,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,26,原塩,,,,,
27,非金属鉱物,"14,341","12,412",927,56,-,871,-,-,-,-,-,-,-,"5,504",233,705,-,30,30,-,27,非金属鉱物,,,,,
金属機械工業品,,"5,514,161","2,569,002","139,801","16,508","2,887","109,562","3,189",229,-,"1,479",359,-,"5,588","865,797","178,382","73,072",15,894,"20,265",981,金属機械工業品,,,,,,
28,鉄鋼,"49,453","46,273","6,704","3,057",-,575,"3,072",-,-,-,-,-,-,"6,908","1,104",2,-,-,-,-,28,鉄鋼,,,,,
29,鋼材,"285,706","226,115","8,185",533,-,"7,563",27,30,-,-,-,-,32,"21,352","2,919","1,848",-,4,115,-,29,鋼材,,,,,
30,非鉄金属,"93,886","67,116","3,587",38,-,"3,114",-,-,-,-,-,-,435,"25,379","5,588","3,440",-,1,"4,163",-,30,非鉄金属,,,,,
31,金属製品,"342,822","236,469","14,832",526,-,"11,914",90,75,-,-,-,-,"2,227","60,911","7,829","5,422",-,167,"1,465",205,31,金属製品,,,,,
32,鉄道車両,"1,355",559,-,-,-,-,-,-,-,-,-,-,-,235,-,-,-,-,40,-,32,鉄道車両,,,,,
33,完成自動車,"104,643","75,150","1,656",135,-,"1,507",-,-,-,-,-,-,14,641,160,15,-,-,19,-,33,完成自動車,,,,,
34,その他輸送用車両,"2,790","1,517",153,27,-,126,-,-,-,-,-,-,-,243,49,5,-,-,-,-,34,その他輸送用車両,,,,,
35,二輪自動車,"7,335","1,146",4,2,-,2,-,-,-,-,-,-,-,81,22,-,-,-,20,-,35,二輪自動車,,,,,
36,自動車部品,"1,610,295","500,188","2,189",109,-,"1,996",-,-,-,-,-,-,84,"142,178","21,701","1,763",15,-,32,132,36,自動車部品,,,,,
37,その他輸送機械,"43,923","6,905",707,2,-,705,-,-,-,-,-,-,-,"1,361",486,-,-,-,18,-,37,その他輸送機械,,,,,
38,産業機械,"1,953,004","816,750","49,578","4,265",-,"41,718",-,124,-,"1,479",108,-,"1,884","344,805","53,684","22,245",-,694,"12,420",598,38,産業機械,,,,,
39,電気機械,"743,798","459,730","48,894","7,258","2,887","37,815",-,-,-,-,54,-,880,"202,587","76,191","35,340",-,19,"1,624",46,39,電気機械,,,,,
40,測量・光学・医療用機械,"229,158","98,692","2,908",404,-,"2,275",-,-,-,-,197,-,32,"49,570","5,027","2,921",-,9,271,-,40,測量・光学・医療用機械,,,,,
41,事務用機器,"34,661","23,556",286,81,-,205,-,-,-,-,-,-,-,"8,660","3,178",71,-,-,78,-,41,事務用機器,,,,,
42,その他機械,"11,332","8,836",118,71,-,47,-,-,-,-,-,-,-,886,444,-,-,-,-,-,42,その他機械,,,,,
化学工業品,,"2,414,432","1,787,675","125,326","14,549",-,"92,836",-,418,"2,732",-,517,-,"14,274","777,371","111,792","24,593",78,737,"23,554","6,060",化学工業品,,,,,,
43,陶磁器,"11,304","4,415",19,-,-,19,-,-,-,-,-,-,-,651,289,61,-,-,-,-,43,陶磁器,,,,,
44,セメント,"3,356",884,39,-,-,39,-,-,-,-,-,-,-,90,-,-,-,-,-,-,44,セメント,,,,,
45,ガラス類,"89,267","62,304","5,832",443,-,"2,071",-,-,-,-,-,-,"3,318","12,631","2,106",97,15,-,897,-,45,ガラス類,,,,,
46,窯業品,"146,997","77,647","4,928",115,-,"4,662",-,-,61,-,-,-,90,"21,546","4,279",247,-,-,247,-,46,窯業品,,,,,
47,重油,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,47,重油,,,,,
48,揮発油,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,48,揮発油,,,,,
49,その他の石油,"22,130","18,758",915,-,-,479,-,94,342,-,-,-,-,"8,890",228,240,-,-,83,-,49,その他の石油,,,,,
50,LNG/液化天然ガス,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,50,LNG/液化天然ガス,,,,,
51,LPG/液化石油ガス,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,51,LPG/液化石油ガス,,,,,
52,その他石油製品,"16,979","16,291",106,-,-,46,-,-,60,-,-,-,-,"9,268",210,-,-,-,-,-,52,その他石油製品,,,,,
53,コークス,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,53,コークス,,,,,
54,石炭製品,"4,810","3,503",-,-,-,-,-,-,-,-,-,-,-,150,-,-,-,-,-,-,54,石炭製品,,,,,
55,化学薬品,"294,194","182,156","16,748",628,-,"14,145",-,15,549,-,-,-,"1,411","54,885","2,132","1,158",-,105,"2,841",355,55,化学薬品,,,,,
56,化学肥料,"2,249","2,180",46,30,-,16,-,-,-,-,-,-,-,516,30,-,-,-,456,-,56,化学肥料,,,,,
57,その他化学工業品,"1,823,146","1,419,537","96,693","13,333",-,"71,359",-,309,"1,720",-,517,-,"9,455","668,744","102,518","22,790",63,632,"19,030","5,705",57,その他化学工業品,,,,,
軽工業品,,"646,465","391,782","25,109","6,174",-,"18,482",-,30,-,-,-,-,423,"140,079","81,205","5,908","2,408",609,"5,534",39,軽工業品,,,,,,
58,紙・パルプ,"263,357","150,413","2,875","2,008",-,690,-,-,-,-,-,-,177,"33,558","3,804","4,587",-,576,"4,462",-,58,紙・パルプ,,,,,
59,糸及び紡績半製品,"3,492","2,085",130,2,-,113,-,-,-,-,-,-,15,523,41,47,20,-,9,-,59,糸及び紡績半製品,,,,,
60,その他繊維工業品,"59,435","47,118","2,299",65,-,"2,191",-,-,-,-,-,-,43,"20,049","2,172",565,"2,388",1,271,15,60,その他繊維工業品,,,,,
61,砂糖,370,252,-,-,-,-,-,-,-,-,-,-,-,62,50,-,-,-,-,-,61,砂糖,,,,,
62,製造食品,"262,856","161,136","16,462","1,695",-,"14,630",-,30,-,-,-,-,107,"72,680","65,008",339,-,32,628,24,62,製造食品,,,,,
63,飲料,"50,720","25,803","2,972","2,103",-,788,-,-,-,-,-,-,81,"12,259","10,075",257,-,-,164,-,63,飲料,,,,,
64,水,"5,320","4,766",346,286,-,60,-,-,-,-,-,-,-,816,41,-,-,-,-,-,64,水,,,,,
65,たばこ,218,162,15,15,-,-,-,-,-,-,-,-,-,125,12,113,-,-,-,-,65,たばこ,,,,,
66,その他食料工業品,697,47,10,-,-,10,-,-,-,-,-,-,-,7,2,-,-,-,-,-,66,その他食料工業品,,,,,
雑工業品,,"1,174,803","674,243","47,549","23,520",-,"20,197",-,"3,078",-,-,-,-,754,"262,863","54,795","11,489",37,97,"10,954",802,雑工業品,,,,,,
67,がん具,"22,212","15,276","1,159",698,-,461,-,-,-,-,-,-,-,"7,824","4,223",-,-,-,-,-,67,がん具,,,,,
68,衣服・身廻品・はきもの,"158,055","140,127","21,364","14,788",-,"6,347",-,110,-,-,-,-,119,"18,809","6,855",534,37,15,716,15,68,衣服・身廻品・はきもの,,,,,
