,,,,,,,,,,,,,,,,,,,,,(単位：トン）,,,,,
品種,,合計,,,ブイ・ドルフィン,,,芝浦,,,,,,,,,日の出,,,品種,,,,,,
,,,,,ドルフィン,,,合計,,,芝浦ふ頭,,,芝浦物揚場,,,日の出ふ頭,,,,,,,,,
,,計,移出,移入,計,移出,移入,計,移出,移入,計,移出,移入,計,移出,移入,計,移出,移入,,,,,,,
合計,,"41,717,661","15,751,422","25,966,239","78,568","78,568",-,"900,423","83,416","817,007","810,536","21,087","789,449","89,887","62,329","27,558","39,785",610,"39,175",合計,,,,,,
農水産品,,"404,410","219,628","184,782",-,-,-,188,188,-,-,-,-,188,188,-,-,-,-,農水産品,,,,,,
1,麦,"87,227","14,397","72,830",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,麦,,,,,
2,米,"47,145","32,915","14,230",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,米,,,,,
3,とうもろこし,"1,734","1,734",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,とうもろこし,,,,,
4,豆類,"19,424","14,654","4,770",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,豆類,,,,,
5,その他雑穀,"1,315","1,050",265,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5,その他雑穀,,,,,
6,野菜・果物,"138,803","85,112","53,691",-,-,-,188,188,-,-,-,-,188,188,-,-,-,-,6,野菜・果物,,,,,
7,綿花,95,85,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7,綿花,,,,,
8,その他農産品,"12,921","9,950","2,971",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8,その他農産品,,,,,
9,羊毛,126,126,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,9,羊毛,,,,,
10,その他畜産品,"35,043","24,263","10,780",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10,その他畜産品,,,,,
11,水産品,"60,577","35,342","25,235",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11,水産品,,,,,
林産品,,"117,774","88,608","29,166",-,-,-,"11,025","9,408","1,617",-,-,-,"11,025","9,408","1,617",-,-,-,林産品,,,,,,
12,原木,137,117,20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12,原木,,,,,
13,製材,"91,777","74,218","17,559",-,-,-,"10,500","9,408","1,092",-,-,-,"10,500","9,408","1,092",-,-,-,13,製材,,,,,
14,樹脂類,"19,517","10,850","8,667",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,14,樹脂類,,,,,
15,木材チップ,907,23,884,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,15,木材チップ,,,,,
16,その他林産品,"5,031","3,050","1,981",-,-,-,525,-,525,-,-,-,525,-,525,-,-,-,16,その他林産品,,,,,
17,薪炭,405,350,55,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,17,薪炭,,,,,
鉱産品,,"5,916,806","71,630","5,845,176",-,-,-,"15,252",-,"15,252","15,252",-,"15,252",-,-,-,-,-,-,鉱産品,,,,,,
