18,石炭,"12,813",255,"12,558",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,18,石炭,,,,,
19,鉄鉱石,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,19,鉄鉱石,,,,,
20,金属鉱,"4,084","4,084",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,20,金属鉱,,,,,
21,砂利・砂,"4,449,014","48,094","4,400,920",-,-,-,"5,250",-,"5,250","5,250",-,"5,250",-,-,-,-,-,-,21,砂利・砂,,,,,
22,石材,"1,056,222","3,268","1,052,954",-,-,-,"10,002",-,"10,002","10,002",-,"10,002",-,-,-,-,-,-,22,石材,,,,,
23,原油,38,38,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,23,原油,,,,,
24,りん鉱石,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,24,りん鉱石,,,,,
25,石灰石,"361,649","1,100","360,549",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,25,石灰石,,,,,
26,原塩,"3,602",102,"3,500",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,26,原塩,,,,,
27,非金属鉱物,"29,384","14,689","14,695",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,27,非金属鉱物,,,,,
金属機械工業品,,"16,079,086","8,516,137","7,562,949",-,-,-,"26,118","19,042","7,076","5,126","4,131",995,"20,992","14,911","6,081","38,875",610,"38,265",金属機械工業品,,,,,,
28,鉄鋼,"11,731",916,"10,815",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,28,鉄鋼,,,,,
29,鋼材,"1,152,430","13,661","1,138,769",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,29,鋼材,,,,,
30,非鉄金属,"49,554","7,260","42,294",-,-,-,-,-,-,-,-,-,-,-,-,"38,875",610,"38,265",30,非鉄金属,,,,,
31,金属製品,"85,330","54,556","30,774",-,-,-,"7,341","6,086","1,255",-,-,-,"7,341","6,086","1,255",-,-,-,31,金属製品,,,,,
32,鉄道車両,15,15,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,32,鉄道車両,,,,,
33,完成自動車,"14,019,140","7,994,898","6,024,242",-,-,-,"13,234","9,226","4,008","2,590","1,650",940,"10,644","7,576","3,068",-,-,-,33,完成自動車,,,,,
34,その他輸送用車両,"27,704","15,472","12,232",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,34,その他輸送用車両,,,,,
35,二輪自動車,846,498,348,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,35,二輪自動車,,,,,
36,自動車部品,"92,070","29,904","62,166",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,36,自動車部品,,,,,
37,その他輸送機械,"212,677","92,292","120,385",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37,その他輸送機械,,,,,
38,産業機械,"254,690","177,097","77,593",-,-,-,"5,543","3,730","1,813","2,536","2,481",55,"3,007","1,249","1,758",-,-,-,38,産業機械,,,,,
39,電気機械,"60,275","43,068","17,207",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,39,電気機械,,,,,
40,測量・光学・医療用機械,"28,088","14,791","13,297",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,40,測量・光学・医療用機械,,,,,
41,事務用機器,"61,729","60,679","1,050",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,41,事務用機器,,,,,
42,その他機械,"22,807","11,030","11,777",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,42,その他機械,,,,,
化学工業品,,"8,233,575","521,196","7,712,379",-,-,-,"552,253","20,966","531,287","528,887",-,"528,887","23,366","20,966","2,400",910,-,910,化学工業品,,,,,,
43,陶磁器,673,653,20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,43,陶磁器,,,,,
44,セメント,"2,850,761","29,612","2,821,149",-,-,-,"504,157","9,760","494,397","491,997",-,"491,997","12,160","9,760","2,400",-,-,-,44,セメント,,,,,
45,ガラス類,"18,087","16,865","1,222",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,45,ガラス類,,,,,
46,窯業品,"62,469","31,128","31,341",-,-,-,"3,842","3,842",-,-,-,-,"3,842","3,842",-,-,-,-,46,窯業品,,,,,
47,重油,"503,515","242,732","260,783",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,47,重油,,,,,
48,揮発油,823,823,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,48,揮発油,,,,,
49,その他の石油,"4,453,104","20,444","4,432,660",-,-,-,"3,372","3,372",-,-,-,-,"3,372","3,372",-,-,-,-,49,その他の石油,,,,,
50,LNG/液化天然ガス,20,-,20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,50,LNG/液化天然ガス,,,,,
51,LPG/液化石油ガス,"6,886","6,734",152,-,-,-,"3,992","3,992",-,-,-,-,"3,992","3,992",-,-,-,-,51,LPG/液化石油ガス,,,,,
52,その他石油製品,"23,702","7,606","16,096",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,52,その他石油製品,,,,,
53,コークス,"28,428","7,969","20,459",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,53,コークス,,,,,
54,石炭製品,35,15,20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,54,石炭製品,,,,,
55,化学薬品,"115,823","47,475","68,348",-,-,-,"36,890",-,"36,890","36,890",-,"36,890",-,-,-,910,-,910,55,化学薬品,,,,,
56,化学肥料,"8,167","3,882","4,285",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,56,化学肥料,,,,,
57,その他化学工業品,"161,082","105,258","55,824",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,57,その他化学工業品,,,,,
軽工業品,,"2,806,838","848,309","1,958,529",-,-,-,"245,716","4,769","240,947","243,687","2,740","240,947","2,029","2,029",-,-,-,-,軽工業品,,,,,,
58,紙・パルプ,"1,677,748","231,237","1,446,511",-,-,-,"100,045","2,670","97,375","100,045","2,670","97,375",-,-,-,-,-,-,58,紙・パルプ,,,,,
59,糸及び紡績半製品,"2,459",380,"2,079",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,59,糸及び紡績半製品,,,,,
60,その他繊維工業品,"1,981","1,560",421,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,60,その他繊維工業品,,,,,
61,砂糖,"89,759","21,473","68,286",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,61,砂糖,,,,,
62,製造食品,"307,302","199,336","107,966",-,-,-,816,816,-,-,-,-,816,816,-,-,-,-,62,製造食品,,,,,
63,飲料,"450,987","290,385","160,602",-,-,-,"1,213","1,213",-,-,-,-,"1,213","1,213",-,-,-,-,63,飲料,,,,,
64,水,"81,590","61,403","20,187",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,64,水,,,,,
65,たばこ,"16,600","8,785","7,815",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,65,たばこ,,,,,
66,その他食料工業品,"178,412","33,750","144,662",-,-,-,"143,642",70,"143,572","143,642",70,"143,572",-,-,-,-,-,-,66,その他食料工業品,,,,,
雑工業品,,"443,624","358,605","85,019",-,-,-,"2,869","2,066",803,-,-,-,"2,869","2,066",803,-,-,-,雑工業品,,,,,,
67,がん具,178,178,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,67,がん具,,,,,
68,衣服・身廻品・はきもの,"18,166","13,438","4,728",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,68,衣服・身廻品・はきもの,,,,,
69,文房具・運動娯楽用品・楽器,"14,853","10,958","3,895",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,69,文房具・運動娯楽用品・楽器,,,,,
70,家具装備品,"33,867","22,288","11,579",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,70,家具装備品,,,,,
71,その他日用品,"237,538","207,895","29,643",-,-,-,"2,869","2,066",803,-,-,-,"2,869","2,066",803,-,-,-,71,その他日用品,,,,,
72,ゴム製品,"30,082","20,451","9,631",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,72,ゴム製品,,,,,
73,木製品,"25,179","24,504",675,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,73,木製品,,,,,
74,その他製造工業品,"83,761","58,893","24,868",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,74,その他製造工業品,,,,,
特殊品,,"7,715,548","5,127,309","2,588,239","78,568","78,568",-,"47,002","26,977","20,025","17,584","14,216","3,368","29,418","12,761","16,657",-,-,-,特殊品,,,,,,
75,金属くず,"44,352","24,301","20,051",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,75,金属くず,,,,,
76,再利用資材,"320,999","301,278","19,721",-,-,-,"6,313",-,"6,313",-,-,-,"6,313",-,"6,313",-,-,-,76,再利用資材,,,,,
77,動植物性製造飼肥料,"71,037","66,547","4,490",-,-,-,"1,259","1,259",-,-,-,-,"1,259","1,259",-,-,-,-,77,動植物性製造飼肥料,,,,,
78,廃棄物,"14,400","4,160","10,240",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,78,廃棄物,,,,,
79,廃土砂,"1,634,652","1,634,249",403,"78,568","78,568",-,-,-,-,-,-,-,-,-,-,-,-,-,79,廃土砂,,,,,
80,輸送用容器,"306,560","106,211","200,349",-,-,-,"10,750","6,869","3,881",-,-,-,"10,750","6,869","3,881",-,-,-,80,輸送用容器,,,,,
81,取合せ品,"5,323,548","2,990,563","2,332,985",-,-,-,"28,680","18,849","9,831","17,584","14,216","3,368","11,096","4,633","6,463",-,-,-,81,取合せ品,,,,,
分類不能のもの,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,分類不能のもの,,,,,,
