,,,,,,,,,,(単位：トン）,,,,,,,
品種,,移入合計,北海道,,,,,,,,,,,,,,
,,,計,北海道,,,,,,,,,,,,,
,,,,小計,函館,釧路,苫小牧,室蘭,網走,十勝,,,,,,,
合計,,"25,966,239","2,040,346","2,040,346","263,235","243,169","1,391,603","134,179","1,500","6,660",,,,,,,
農水産品,,"184,782","73,385","73,385",-,-,"65,225",-,"1,500","6,660",,,,,,,
1,麦,"72,830","13,585","13,585",-,-,"5,425",-,"1,500","6,660",,,,,,,
2,米,"14,230","13,570","13,570",-,-,"13,570",-,-,-,,,,,,,
3,とうもろこし,-,-,-,-,-,-,-,-,-,,,,,,,
4,豆類,"4,770","3,410","3,410",-,-,"3,410",-,-,-,,,,,,,
5,その他雑穀,265,245,245,-,-,245,-,-,-,,,,,,,
6,野菜・果物,"53,691","36,380","36,380",-,-,"36,380",-,-,-,,,,,,,
7,綿花,10,-,-,-,-,-,-,-,-,,,,,,,
8,その他農産品,"2,971","2,885","2,885",-,-,"2,885",-,-,-,,,,,,,
9,羊毛,-,-,-,-,-,-,-,-,-,,,,,,,
10,その他畜産品,"10,780","2,030","2,030",-,-,"2,030",-,-,-,,,,,,,
11,水産品,"25,235","1,280","1,280",-,-,"1,280",-,-,-,,,,,,,
林産品,,"29,166","5,925","5,925",-,-,"5,925",-,-,-,,,,,,,
12,原木,20,-,-,-,-,-,-,-,-,,,,,,,
13,製材,"17,559","5,185","5,185",-,-,"5,185",-,-,-,,,,,,,
14,樹脂類,"8,667",210,210,-,-,210,-,-,-,,,,,,,
15,木材チップ,884,10,10,-,-,10,-,-,-,,,,,,,
16,その他林産品,"1,981",510,510,-,-,510,-,-,-,,,,,,,
17,薪炭,55,10,10,-,-,10,-,-,-,,,,,,,
鉱産品,,"5,845,176","7,910","7,910","2,200",-,"5,710",-,-,-,,,,,,,
18,石炭,"12,558",-,-,-,-,-,-,-,-,,,,,,,
19,鉄鉱石,-,-,-,-,-,-,-,-,-,,,,,,,
20,金属鉱,-,-,-,-,-,-,-,-,-,,,,,,,
21,砂利・砂,"4,400,920","7,615","7,615","2,200",-,"5,415",-,-,-,,,,,,,
22,石材,"1,052,954",230,230,-,-,230,-,-,-,,,,,,,
23,原油,-,-,-,-,-,-,-,-,-,,,,,,,
24,りん鉱石,-,-,-,-,-,-,-,-,-,,,,,,,
25,石灰石,"360,549",15,15,-,-,15,-,-,-,,,,,,,
26,原塩,"3,500",-,-,-,-,-,-,-,-,,,,,,,
27,非金属鉱物,"14,695",50,50,-,-,50,-,-,-,,,,,,,
金属機械工業品,,"7,562,949","293,260","293,260",-,"2,700","156,381","134,179",-,-,,,,,,,
28,鉄鋼,"10,815","8,660","8,660",-,-,"8,660",-,-,-,,,,,,,
29,鋼材,"1,138,769","134,929","134,929",-,-,750,"134,179",-,-,,,,,,,
30,非鉄金属,"42,294",455,455,-,-,455,-,-,-,,,,,,,
31,金属製品,"30,774","4,235","4,235",-,-,"4,235",-,-,-,,,,,,,
32,鉄道車両,-,-,-,-,-,-,-,-,-,,,,,,,
33,完成自動車,"6,024,242","103,164","103,164",-,-,"103,164",-,-,-,,,,,,,
34,その他輸送用車両,"12,232",217,217,-,-,217,-,-,-,,,,,,,
35,二輪自動車,348,-,-,-,-,-,-,-,-,,,,,,,
36,自動車部品,"62,166","23,420","23,420",-,-,"23,420",-,-,-,,,,,,,
37,その他輸送機械,"120,385","11,960","11,960",-,"2,700","9,260",-,-,-,,,,,,,
38,産業機械,"77,593","1,185","1,185",-,-,"1,185",-,-,-,,,,,,,
39,電気機械,"17,207",955,955,-,-,955,-,-,-,,,,,,,
40,測量・光学・医療用機械,"13,297",50,50,-,-,50,-,-,-,,,,,,,
41,事務用機器,"1,050","1,045","1,045",-,-,"1,045",-,-,-,,,,,,,
42,その他機械,"11,777","2,985","2,985",-,-,"2,985",-,-,-,,,,,,,
化学工業品,,"7,712,379","270,368","270,368","261,035",-,"9,333",-,-,-,,,,,,,
43,陶磁器,20,-,-,-,-,-,-,-,-,,,,,,,
44,セメント,"2,821,149","261,085","261,085","261,035",-,50,-,-,-,,,,,,,
45,ガラス類,"1,222",895,895,-,-,895,-,-,-,,,,,,,
46,窯業品,"31,341",-,-,-,-,-,-,-,-,,,,,,,
47,重油,"260,783",-,-,-,-,-,-,-,-,,,,,,,
48,揮発油,-,-,-,-,-,-,-,-,-,,,,,,,
49,その他の石油,"4,432,660",175,175,-,-,175,-,-,-,,,,,,,
50,LNG/液化天然ガス,20,20,20,-,-,20,-,-,-,,,,,,,
51,LPG/液化石油ガス,152,-,-,-,-,-,-,-,-,,,,,,,
52,その他石油製品,"16,096",130,130,-,-,130,-,-,-,,,,,,,
53,コークス,"20,459",-,-,-,-,-,-,-,-,,,,,,,
54,石炭製品,20,-,-,-,-,-,-,-,-,,,,,,,
55,化学薬品,"68,348","5,808","5,808",-,-,"5,808",-,-,-,,,,,,,
56,化学肥料,"4,285","1,945","1,945",-,-,"1,945",-,-,-,,,,,,,
57,その他化学工業品,"55,824",310,310,-,-,310,-,-,-,,,,,,,
軽工業品,,"1,958,529","998,254","998,254",-,"162,459","835,795",-,-,-,,,,,,,
58,紙・パルプ,"1,446,511","895,724","895,724",-,"162,459","733,265",-,-,-,,,,,,,
59,糸及び紡績半製品,"2,079",-,-,-,-,-,-,-,-,,,,,,,
60,その他繊維工業品,421,10,10,-,-,10,-,-,-,,,,,,,
61,砂糖,"68,286","61,125","61,125",-,-,"61,125",-,-,-,,,,,,,
62,製造食品,"107,966","26,610","26,610",-,-,"26,610",-,-,-,,,,,,,
63,飲料,"160,602","9,975","9,975",-,-,"9,975",-,-,-,,,,,,,
64,水,"20,187","3,955","3,955",-,-,"3,955",-,-,-,,,,,,,
65,たばこ,"7,815",-,-,-,-,-,-,-,-,,,,,,,
66,その他食料工業品,"144,662",855,855,-,-,855,-,-,-,,,,,,,
雑工業品,,"85,019","17,835","17,835",-,-,"17,835",-,-,-,,,,,,,
67,がん具,-,-,-,-,-,-,-,-,-,,,,,,,
68,衣服・身廻品・はきもの,"4,728",30,30,-,-,30,-,-,-,,,,,,,
69,文房具・運動娯楽用品・楽器,"3,895",50,50,-,-,50,-,-,-,,,,,,,
70,家具装備品,"11,579",550,550,-,-,550,-,-,-,,,,,,,
71,その他日用品,"29,643","5,350","5,350",-,-,"5,350",-,-,-,,,,,,,
72,ゴム製品,"9,631",310,310,-,-,310,-,-,-,,,,,,,
73,木製品,675,-,-,-,-,-,-,-,-,,,,,,,
74,その他製造工業品,"24,868","11,545","11,545",-,-,"11,545",-,-,-,,,,,,,
特殊品,,"2,588,239","373,409","373,409",-,"78,010","295,399",-,-,-,,,,,,,
75,金属くず,"20,051","2,885","2,885",-,-,"2,885",-,-,-,,,,,,,
76,再利用資材,"19,721","9,500","9,500",-,-,"9,500",-,-,-,,,,,,,
77,動植物性製造飼肥料,"4,490","2,985","2,985",-,-,"2,985",-,-,-,,,,,,,
78,廃棄物,"10,240",5,5,-,-,5,-,-,-,,,,,,,
79,廃土砂,403,-,-,-,-,-,-,-,-,,,,,,,
80,輸送用容器,"200,349","118,778","118,778",-,-,"118,778",-,-,-,,,,,,,
81,取合せ品,"2,332,985","239,256","239,256",-,"78,010","161,246",-,-,-,,,,,,,
分類不能のもの,,-,-,-,-,-,-,-,-,-,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
