,,,,,,,,,,,,,,,,,,,,,(単位：トン）,,,,,
品種,,関東,,,,,,,,,,,中部,,,,,,,品種,,,,,,
,,東京都,,,,,,,神奈川県,,,,計,新潟県,,,富山県,,静岡県,,,,,,,
,,八丈島（八重根）,八丈島（神湊）,利島,御蔵島,青ヶ島,式根島諸港,小笠原（二見）,小計,川崎,横浜,横須賀,,小計,新潟(西),姫川,小計,伏木富山,小計,,,,,,,
合計,,50,"60,984","8,696","5,317","2,766","5,366","27,515","238,425","12,261","224,119","2,045","1,805,598","31,667","1,890","29,777",630,630,"1,246,334",合計,,,,,,
農水産品,,-,"8,134",246,161,-,576,30,"26,809",433,"26,376",-,"12,398","1,890","1,890",-,570,570,"2,035",農水産品,,,,,,
1,麦,-,-,-,-,-,-,-,"5,492",-,"5,492",-,-,-,-,-,-,-,-,1,麦,,,,,
2,米,-,-,-,-,-,-,-,75,-,75,-,-,-,-,-,-,-,-,2,米,,,,,
3,とうもろこし,-,-,-,-,-,-,-,480,-,480,-,67,-,-,-,-,-,-,3,とうもろこし,,,,,
4,豆類,-,-,-,-,-,-,-,"9,714",-,"9,714",-,525,-,-,-,-,-,-,4,豆類,,,,,
5,その他雑穀,-,-,-,-,-,-,-,270,-,270,-,15,-,-,-,-,-,-,5,その他雑穀,,,,,
6,野菜・果物,-,"2,161",80,148,-,166,30,"2,454",-,"2,454",-,"3,089",-,-,-,-,-,165,6,野菜・果物,,,,,
7,綿花,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7,綿花,,,,,
8,その他農産品,-,-,-,-,-,-,-,"1,868",-,"1,868",-,"3,562",-,-,-,-,-,261,8,その他農産品,,,,,
9,羊毛,-,-,-,-,-,-,-,-,-,-,-,74,-,-,-,-,-,-,9,羊毛,,,,,
10,その他畜産品,-,"2,990",86,8,-,206,-,"2,694",-,"2,694",-,206,-,-,-,-,-,-,10,その他畜産品,,,,,
11,水産品,-,"2,983",80,5,-,204,-,"3,762",433,"3,329",-,"4,860","1,890","1,890",-,570,570,"1,609",11,水産品,,,,,
林産品,,-,"6,511",303,770,444,131,235,"5,627","5,224",403,-,"5,760",-,-,-,-,-,"2,247",林産品,,,,,,
12,原木,-,-,-,-,-,-,-,-,-,-,-,95,-,-,-,-,-,19,12,原木,,,,,
13,製材,-,"6,511",243,770,444,71,235,"5,419","5,224",195,-,"5,605",-,-,-,-,-,"2,168",13,製材,,,,,
14,樹脂類,-,-,-,-,-,-,-,195,-,195,-,-,-,-,-,-,-,-,14,樹脂類,,,,,
15,木材チップ,-,-,-,-,-,-,-,13,-,13,-,-,-,-,-,-,-,-,15,木材チップ,,,,,
16,その他林産品,-,-,60,-,-,60,-,-,-,-,-,-,-,-,-,-,-,-,16,その他林産品,,,,,
17,薪炭,-,-,-,-,-,-,-,-,-,-,-,60,-,-,-,-,-,60,17,薪炭,,,,,
鉱産品,,-,-,-,-,-,21,300,"2,496",-,"2,496",-,"6,518",-,-,-,-,-,"2,354",鉱産品,,,,,,
18,石炭,-,-,-,-,-,-,-,-,-,-,-,15,-,-,-,-,-,-,18,石炭,,,,,
19,鉄鉱石,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,19,鉄鉱石,,,,,
20,金属鉱,-,-,-,-,-,-,-,949,-,949,-,"1,065",-,-,-,-,-,-,20,金属鉱,,,,,
21,砂利・砂,-,-,-,-,-,20,300,582,-,582,-,15,-,-,-,-,-,-,21,砂利・砂,,,,,
22,石材,-,-,-,-,-,-,-,287,-,287,-,296,-,-,-,-,-,-,22,石材,,,,,
23,原油,-,-,-,-,-,-,-,8,-,8,-,-,-,-,-,-,-,-,23,原油,,,,,
24,りん鉱石,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,24,りん鉱石,,,,,
25,石灰石,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,25,石灰石,,,,,
26,原塩,-,-,-,-,-,1,-,39,-,39,-,4,-,-,-,-,-,-,26,原塩,,,,,
27,非金属鉱物,-,-,-,-,-,-,-,631,-,631,-,"5,123",-,-,-,-,-,"2,354",27,非金属鉱物,,,,,
金属機械工業品,,50,"8,420","3,329","1,081","1,421","1,038","7,674","16,665","1,467","15,198",-,"192,158",-,-,-,-,-,"113,062",金属機械工業品,,,,,,
28,鉄鋼,-,-,-,-,-,-,-,-,-,-,-,180,-,-,-,-,-,-,28,鉄鋼,,,,,
29,鋼材,-,-,60,-,400,-,744,491,-,491,-,197,-,-,-,-,-,180,29,鋼材,,,,,
30,非鉄金属,-,-,-,-,-,-,-,341,-,341,-,74,-,-,-,-,-,15,30,非鉄金属,,,,,
31,金属製品,-,"3,467","1,673",555,814,490,"1,785","2,799",-,"2,799",-,"2,886",-,-,-,-,-,"2,335",31,金属製品,,,,,
32,鉄道車両,-,-,-,-,-,-,-,15,-,15,-,-,-,-,-,-,-,-,32,鉄道車両,,,,,
33,完成自動車,-,"4,337",235,466,207,255,"2,477",282,-,282,-,"122,196",-,-,-,-,-,"57,050",33,完成自動車,,,,,
34,その他輸送用車両,-,-,-,-,-,-,-,60,-,60,-,71,-,-,-,-,-,56,34,その他輸送用車両,,,,,
35,二輪自動車,-,47,-,1,-,9,11,225,-,225,-,30,-,-,-,-,-,30,35,二輪自動車,,,,,
36,自動車部品,-,-,-,-,-,-,-,"2,057",-,"2,057",-,"2,819",-,-,-,-,-,180,36,自動車部品,,,,,
