37,その他輸送機械,-,-,30,-,-,190,-,367,-,367,-,"48,314",-,-,-,-,-,"44,444",37,その他輸送機械,,,,,
38,産業機械,50,569,"1,331",59,-,94,"2,657","3,410",-,"3,410",-,"2,436",-,-,-,-,-,"1,199",38,産業機械,,,,,
39,電気機械,-,-,-,-,-,-,-,"4,771","1,034","3,737",-,"7,926",-,-,-,-,-,"3,219",39,電気機械,,,,,
40,測量・光学・医療用機械,-,-,-,-,-,-,-,"1,345",123,"1,222",-,"4,008",-,-,-,-,-,"3,333",40,測量・光学・医療用機械,,,,,
41,事務用機器,-,-,-,-,-,-,-,362,310,52,-,-,-,-,-,-,-,-,41,事務用機器,,,,,
42,その他機械,-,-,-,-,-,-,-,140,-,140,-,"1,021",-,-,-,-,-,"1,021",42,その他機械,,,,,
化学工業品,,-,"11,991","2,391","1,785",350,"1,014","4,402","24,337","3,051","21,286",-,"6,206",-,-,-,-,-,"2,902",化学工業品,,,,,,
43,陶磁器,-,-,-,-,-,-,-,592,-,592,-,61,-,-,-,-,-,-,43,陶磁器,,,,,
44,セメント,-,"6,101","1,608","1,151",1,238,"1,049",-,-,-,-,-,-,-,-,-,-,-,44,セメント,,,,,
45,ガラス類,-,-,-,-,-,-,14,"1,066",-,"1,066",-,-,-,-,-,-,-,-,45,ガラス類,,,,,
46,窯業品,-,"2,504",439,199,23,290,695,459,-,459,-,783,-,-,-,-,-,45,46,窯業品,,,,,
47,重油,-,-,-,-,-,-,44,-,-,-,-,-,-,-,-,-,-,-,47,重油,,,,,
48,揮発油,-,-,-,-,-,-,817,6,-,6,-,-,-,-,-,-,-,-,48,揮発油,,,,,
49,その他の石油,-,298,291,312,254,324,38,201,-,201,-,-,-,-,-,-,-,-,49,その他の石油,,,,,
50,LNG/液化天然ガス,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,50,LNG/液化天然ガス,,,,,
51,LPG/液化石油ガス,-,"3,088",53,123,72,162,202,-,-,-,-,-,-,-,-,-,-,-,51,LPG/液化石油ガス,,,,,
52,その他石油製品,-,-,-,-,-,-,373,248,-,248,-,30,-,-,-,-,-,-,52,その他石油製品,,,,,
53,コークス,-,-,-,-,-,-,-,"3,020","3,020",-,-,-,-,-,-,-,-,-,53,コークス,,,,,
54,石炭製品,-,-,-,-,-,-,-,15,-,15,-,-,-,-,-,-,-,-,54,石炭製品,,,,,
55,化学薬品,-,-,-,-,-,-,136,"5,629",-,"5,629",-,"1,257",-,-,-,-,-,450,55,化学薬品,,,,,
56,化学肥料,-,-,-,-,-,-,-,92,-,92,-,30,-,-,-,-,-,30,56,化学肥料,,,,,
57,その他化学工業品,-,-,-,-,-,-,"1,034","13,009",31,"12,978",-,"4,045",-,-,-,-,-,"2,377",57,その他化学工業品,,,,,
軽工業品,,-,"2,988",184,203,148,367,150,"69,190",917,"68,273",-,"47,981",-,-,-,-,-,"38,786",軽工業品,,,,,,
58,紙・パルプ,-,-,-,-,-,-,-,"10,512",-,"10,512",-,"36,404",-,-,-,-,-,"33,298",58,紙・パルプ,,,,,
59,糸及び紡績半製品,-,-,-,-,-,-,-,161,-,161,-,219,-,-,-,-,-,150,59,糸及び紡績半製品,,,,,
60,その他繊維工業品,-,-,-,-,-,-,-,569,-,569,-,360,-,-,-,-,-,210,60,その他繊維工業品,,,,,
61,砂糖,-,-,-,-,-,-,7,"8,381",-,"8,381",-,"1,178",-,-,-,-,-,"1,178",61,砂糖,,,,,
62,製造食品,-,726,100,167,25,159,69,"17,028",841,"16,187",-,"6,382",-,-,-,-,-,"3,055",62,製造食品,,,,,
63,飲料,-,"2,262",84,36,123,208,74,"5,006",76,"4,930",-,"2,838",-,-,-,-,-,385,63,飲料,,,,,
64,水,-,-,-,-,-,-,-,"1,392",-,"1,392",-,-,-,-,-,-,-,-,64,水,,,,,
65,たばこ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,65,たばこ,,,,,
66,その他食料工業品,-,-,-,-,-,-,-,"26,141",-,"26,141",-,600,-,-,-,-,-,510,66,その他食料工業品,,,,,
雑工業品,,-,"3,067",906,190,110,838,366,"10,595","1,169","9,426",-,"12,454",-,-,-,-,-,"8,744",雑工業品,,,,,,
67,がん具,-,-,-,-,-,-,-,35,-,35,-,-,-,-,-,-,-,-,67,がん具,,,,,
68,衣服・身廻品・はきもの,-,-,-,-,-,-,-,"2,385","1,064","1,321",-,"4,182",-,-,-,-,-,"3,714",68,衣服・身廻品・はきもの,,,,,
69,文房具・運動娯楽用品・楽器,-,-,-,-,-,-,-,"2,277",83,"2,194",-,"2,635",-,-,-,-,-,"2,635",69,文房具・運動娯楽用品・楽器,,,,,
70,家具装備品,-,-,-,-,-,-,-,877,22,855,-,"2,226",-,-,-,-,-,"1,312",70,家具装備品,,,,,
71,その他日用品,-,"3,067",224,190,110,148,55,"2,416",-,"2,416",-,599,-,-,-,-,-,405,71,その他日用品,,,,,
72,ゴム製品,-,-,-,-,-,-,7,"1,423",-,"1,423",-,645,-,-,-,-,-,30,72,ゴム製品,,,,,
73,木製品,-,-,682,-,-,690,304,349,-,349,-,"1,923",-,-,-,-,-,511,73,木製品,,,,,
74,その他製造工業品,-,-,-,-,-,-,-,833,-,833,-,244,-,-,-,-,-,137,74,その他製造工業品,,,,,
特殊品,,-,"19,873","1,337","1,127",293,"1,381","14,358","82,706",-,"80,661","2,045","1,522,123","29,777",-,"29,777",60,60,"1,076,204",特殊品,,,,,,
75,金属くず,-,-,-,-,-,-,-,"1,309",-,"1,309",-,70,-,-,-,-,-,-,75,金属くず,,,,,
76,再利用資材,-,-,-,-,-,-,-,"3,297",-,"1,252","2,045","80,006",-,-,-,-,-,"1,932",76,再利用資材,,,,,
77,動植物性製造飼肥料,-,934,4,21,76,3,2,"9,694",-,"9,694",-,"7,324",-,-,-,-,-,379,77,動植物性製造飼肥料,,,,,
78,廃棄物,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,78,廃棄物,,,,,
79,廃土砂,-,-,-,-,-,-,-,"1,200",-,"1,200",-,"313,314","29,777",-,"29,777",-,-,-,79,廃土砂,,,,,
80,輸送用容器,-,"5,677",245,236,185,22,1,629,-,629,-,"8,530",-,-,-,-,-,"2,500",80,輸送用容器,,,,,
81,取合せ品,-,"13,262","1,088",870,32,"1,356","14,355","66,577",-,"66,577",-,"1,112,879",-,-,-,60,60,"1,071,393",81,取合せ品,,,,,
分類不能のもの,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,分類不能のもの,,,,,,
