,,,,,,,,,,,,,,,,,,,,,,,(単位：トン）,,,,,
品種,,アフリカ,,,,,,,,,,,,,,,,,,,,品種,,,,,,
,,コンゴ共和国,,ガーナ,,トーゴ,,ベナン,,ナイジェリア,,,,,ガボン,,ジプチ,,ケニア,,,,,,,,,
,,ポアントノアール,"諸港
(コンゴ共和国)",小計,テマ,小計,ロメ,小計,コトヌ,小計,ポートハーコート,ラゴス,アパパ,"諸港
(ナイジェリア)",小計,リブレビル,小計,ジブチ,小計,モンバサ,諸港(ケニア),,,,,,,
合計,,30,2,"15,231","15,231",737,737,638,638,"22,515",375,47,"18,913","3,180",30,30,376,376,"1,125","1,082",43,合計,,,,,,
農水産品,,30,-,"13,745","13,745",737,737,638,638,"22,353",360,-,"18,843","3,150",-,-,-,-,-,-,-,農水産品,,,,,,
1,麦,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,麦,,,,,
2,米,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,米,,,,,
3,とうもろこし,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,とうもろこし,,,,,
4,豆類,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,豆類,,,,,
5,その他雑穀,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5,その他雑穀,,,,,
6,野菜・果物,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6,野菜・果物,,,,,
7,綿花,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7,綿花,,,,,
8,その他農産品,-,-,10,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8,その他農産品,,,,,
9,羊毛,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,9,羊毛,,,,,
10,その他畜産品,-,-,-,-,-,-,11,11,-,-,-,-,-,-,-,-,-,-,-,-,10,その他畜産品,,,,,
