15,木材チップ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,15,木材チップ,,,,,
16,その他林産品,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,16,その他林産品,,,,,
17,薪炭,30,-,30,-,-,-,-,-,-,-,-,-,-,-,-,-,-,121,-,-,17,薪炭,,,,,
鉱産品,,"1,008",-,798,-,-,-,-,-,210,-,-,-,-,-,-,-,-,"7,969",30,45,鉱産品,,,,,,
18,石炭,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,18,石炭,,,,,
19,鉄鉱石,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,19,鉄鉱石,,,,,
20,金属鉱,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,20,金属鉱,,,,,
21,砂利・砂,645,-,435,-,-,-,-,-,210,-,-,-,-,-,-,-,-,-,-,-,21,砂利・砂,,,,,
22,石材,36,-,36,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"2,439",-,-,22,石材,,,,,
23,原油,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,23,原油,,,,,
24,りん鉱石,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,24,りん鉱石,,,,,
25,石灰石,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,25,石灰石,,,,,
26,原塩,300,-,300,-,-,-,-,-,-,-,-,-,-,-,-,-,-,15,-,-,26,原塩,,,,,
27,非金属鉱物,27,-,27,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"5,515",30,45,27,非金属鉱物,,,,,
金属機械工業品,,"180,455","4,208","147,583","2,151",103,-,-,"14,976","11,434",593,74,-,519,-,"4,539","2,484","2,055","18,485",555,300,金属機械工業品,,,,,,
28,鉄鋼,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"2,055",-,"2,055","9,315",495,300,28,鉄鋼,,,,,
29,鋼材,18,-,18,-,-,-,-,-,-,-,-,-,-,-,-,-,-,390,-,-,29,鋼材,,,,,
30,非鉄金属,"1,427",-,"1,191",5,-,-,-,8,223,-,-,-,-,-,-,-,-,255,-,-,30,非鉄金属,,,,,
31,金属製品,"9,420",-,"7,606","1,047",103,-,-,124,540,-,-,-,-,-,-,-,-,"1,746",1,-,31,金属製品,,,,,
32,鉄道車両,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,32,鉄道車両,,,,,
33,完成自動車,12,-,12,-,-,-,-,-,-,-,-,-,-,-,-,-,-,23,-,-,33,完成自動車,,,,,
34,その他輸送用車両,11,-,11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,34,その他輸送用車両,,,,,
35,二輪自動車,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"2,128",-,-,35,二輪自動車,,,,,
36,自動車部品,"28,548",-,"26,526",198,-,-,-,-,"1,824",-,-,-,-,-,-,-,-,"2,201",-,-,36,自動車部品,,,,,
37,その他輸送機械,386,-,386,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37,その他輸送機械,,,,,
38,産業機械,"30,580","3,034","22,654",102,-,-,-,-,"4,790",40,27,-,13,-,-,-,-,"1,617",44,-,38,産業機械,,,,,
39,電気機械,"97,391","1,174","78,263",461,-,-,-,"14,844","2,649",553,47,-,506,-,"2,484","2,484",-,679,15,-,39,電気機械,,,,,
40,測量・光学・医療用機械,"6,763",-,"6,508",203,-,-,-,-,52,-,-,-,-,-,-,-,-,45,-,-,40,測量・光学・医療用機械,,,,,
41,事務用機器,"3,222",-,"1,926",-,-,-,-,-,"1,296",-,-,-,-,-,-,-,-,11,-,-,41,事務用機器,,,,,
42,その他機械,"2,677",-,"2,482",135,-,-,-,-,60,-,-,-,-,-,-,-,-,75,-,-,42,その他機械,,,,,
化学工業品,,"7,973",-,"4,915",15,850,"1,275",-,67,851,-,-,-,-,-,-,-,-,"32,297","2,492",45,化学工業品,,,,,,
43,陶磁器,440,-,175,-,198,-,-,67,-,-,-,-,-,-,-,-,-,32,-,-,43,陶磁器,,,,,
44,セメント,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,44,セメント,,,,,
45,ガラス類,990,-,840,-,-,-,-,-,150,-,-,-,-,-,-,-,-,82,-,-,45,ガラス類,,,,,
46,窯業品,"1,435",-,138,-,592,600,-,-,105,-,-,-,-,-,-,-,-,"3,440","2,462",45,46,窯業品,,,,,
47,重油,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,47,重油,,,,,
48,揮発油,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,48,揮発油,,,,,
49,その他の石油,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,15,-,-,49,その他の石油,,,,,
50,LNG/液化天然ガス,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,50,LNG/液化天然ガス,,,,,
51,LPG/液化石油ガス,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,51,LPG/液化石油ガス,,,,,
52,その他石油製品,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,15,-,-,52,その他石油製品,,,,,
53,コークス,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,53,コークス,,,,,
54,石炭製品,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,54,石炭製品,,,,,
55,化学薬品,"1,185",-,510,-,-,675,-,-,-,-,-,-,-,-,-,-,-,"9,531",15,-,55,化学薬品,,,,,
56,化学肥料,75,-,75,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,56,化学肥料,,,,,
57,その他化学工業品,"3,848",-,"3,177",15,60,-,-,-,596,-,-,-,-,-,-,-,-,"19,182",15,-,57,その他化学工業品,,,,,
軽工業品,,"15,155",105,"7,332",226,"1,109","1,198",51,"1,859","3,275",991,117,-,844,30,"1,720","1,720",-,"6,443",340,57,軽工業品,,,,,,
58,紙・パルプ,972,15,822,-,-,-,-,-,135,881,102,-,749,30,"1,005","1,005",-,31,1,-,58,紙・パルプ,,,,,
59,糸及び紡績半製品,"3,510",90,"3,150",-,180,-,-,-,90,-,-,-,-,-,-,-,-,435,-,-,59,糸及び紡績半製品,,,,,
60,その他繊維工業品,23,-,23,-,-,-,-,-,-,-,-,-,-,-,43,43,-,195,-,-,60,その他繊維工業品,,,,,
61,砂糖,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,61,砂糖,,,,,
62,製造食品,"9,164",-,"2,845",226,804,"1,012",-,"1,356","2,921",-,-,-,-,-,611,611,-,"5,264",234,42,62,製造食品,,,,,
63,飲料,"1,338",-,385,-,125,186,51,503,88,20,15,-,5,-,61,61,-,173,105,-,63,飲料,,,,,
64,水,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,64,水,,,,,
65,たばこ,81,-,81,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,65,たばこ,,,,,
66,その他食料工業品,67,-,26,-,-,-,-,-,41,90,-,-,90,-,-,-,-,345,-,15,66,その他食料工業品,,,,,
雑工業品,,"427,652","14,415","163,155","1,633",409,706,-,"219,327","28,007","66,768","21,506","2,289","36,947","6,026","27,868","27,868",-,"13,685",242,-,雑工業品,,,,,,
67,がん具,"5,574","1,511","3,993",15,-,-,-,-,55,403,403,-,-,-,-,-,-,58,-,-,67,がん具,,,,,
68,衣服・身廻品・はきもの,"21,321",-,"17,395",805,-,661,-,375,"2,085","65,478","20,391","2,259","36,802","6,026","27,712","27,712",-,"10,688",96,-,68,衣服・身廻品・はきもの,,,,,
69,文房具・運動娯楽用品・楽器,"1,592",-,"1,268",-,182,-,-,-,142,510,375,-,135,-,24,24,-,157,116,-,69,文房具・運動娯楽用品・楽器,,,,,
70,家具装備品,"17,901",-,"13,902",804,92,-,-,579,"2,524",347,337,-,10,-,-,-,-,"1,039",-,-,70,家具装備品,,,,,
71,その他日用品,"2,378",-,"1,922",-,-,-,-,53,403,-,-,-,-,-,-,-,-,15,-,-,71,その他日用品,,,,,
72,ゴム製品,"8,856",-,"8,661",-,-,-,-,30,165,-,-,-,-,-,-,-,-,"1,596",-,-,72,ゴム製品,,,,,
73,木製品,"368,949","12,904","115,254",-,135,45,-,"218,174","22,437",-,-,-,-,-,42,42,-,42,-,-,73,木製品,,,,,
74,その他製造工業品,"1,081",-,760,9,-,-,-,116,196,30,-,30,-,-,90,90,-,90,30,-,74,その他製造工業品,,,,,
特殊品,,"11,946",-,"10,463",799,463,-,-,-,221,237,42,30,165,-,331,331,-,"9,000",60,-,特殊品,,,,,,
75,金属くず,"1,362",-,"1,165",15,-,-,-,-,182,30,-,15,15,-,46,46,-,73,-,-,75,金属くず,,,,,
76,再利用資材,9,-,-,-,-,-,-,-,9,-,-,-,-,-,-,-,-,150,-,-,76,再利用資材,,,,,
77,動植物性製造飼肥料,285,-,-,270,15,-,-,-,-,-,-,-,-,-,-,-,-,"8,066",-,-,77,動植物性製造飼肥料,,,,,
78,廃棄物,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,78,廃棄物,,,,,
79,廃土砂,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,79,廃土砂,,,,,
80,輸送用容器,"8,968",-,"8,006",484,448,-,-,-,30,165,30,15,120,-,225,225,-,80,60,-,80,輸送用容器,,,,,
81,取合せ品,"1,322",-,"1,292",30,-,-,-,-,-,42,12,-,30,-,60,60,-,631,-,-,81,取合せ品,,,,,
分類不能のもの,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,分類不能のもの,,,,,,
