,,,,,,,,,,,,,,,,,,,,,,,(単位：トン）,,,,,
品種,,　　　　　　アジア,,,,,,,,,,,,,,,,,,,,品種,,,,,,
,,フィリピン,,,,,,,,,カンボジア,,,,,ミャンマー,,,インド,,,,,,,,,
,,小計,スービックベイ,マニラ,セブ,ダバオ,カガヤン,"ジェネラル
サントス","マニラサウス
ハーバー","諸港
（フィリピン）",小計,プノンペン,コンポンソム,シアヌークヴィル,"諸港
（カンボジア）",小計,ヤンゴン,"諸港
(ミャンマー)",小計,カルカッタ,ビシャカパトナム,,,,,,,
合計,,"1,189,253","18,728","340,312","4,867","519,630","23,670",411,"236,302","45,333","68,589","21,739","2,319","38,475","6,056","38,074","36,019","2,055","105,263","9,126","2,200",合計,,,,,,
農水産品,,"545,034",-,"6,036",43,"516,696","20,491",360,73,"1,335",-,-,-,-,-,"3,331","3,331",-,"17,249","5,393","1,753",農水産品,,,,,,
1,麦,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,麦,,,,,
2,米,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,330,-,-,2,米,,,,,
3,とうもろこし,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,とうもろこし,,,,,
4,豆類,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1,496","1,496",-,75,-,-,4,豆類,,,,,
5,その他雑穀,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5,その他雑穀,,,,,
6,野菜・果物,"542,013",-,"4,352",-,"516,561","20,401",-,30,669,-,-,-,-,-,15,15,-,927,-,102,6,野菜・果物,,,,,
7,綿花,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,92,-,-,7,綿花,,,,,
8,その他農産品,293,-,158,-,135,-,-,-,-,-,-,-,-,-,150,150,-,311,-,-,8,その他農産品,,,,,
9,羊毛,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,9,羊毛,,,,,
10,その他畜産品,298,-,238,15,-,15,-,-,30,-,-,-,-,-,-,-,-,-,-,-,10,その他畜産品,,,,,
11,水産品,"2,430",-,"1,288",28,-,75,360,43,636,-,-,-,-,-,"1,670","1,670",-,"15,514","5,393","1,651",11,水産品,,,,,
林産品,,30,-,30,-,-,-,-,-,-,-,-,-,-,-,285,285,-,135,14,-,林産品,,,,,,
12,原木,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12,原木,,,,,
13,製材,-,-,-,-,-,-,-,-,-,-,-,-,-,-,285,285,-,-,-,-,13,製材,,,,,
14,樹脂類,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,14,14,-,14,樹脂類,,,,,
