,,,,,,,,,,,,,,,,,,,,,,,(単位：トン）,,,,,
品種,,ヨーロッパ,,,,,,,,,,,,,,,,,,,,品種,,,,,,
,,フィンランド,,,,フランス,,,,,,ドイツ,,,,,,,ポルトガル,,,,,,,,,
,,ヘルシンキ,ラウマ,コトカ,"諸港
(フィンランド)",小計,ダンケルク,ルアーブル,マルセーユ,ブルゴーニュ,諸港(フランス),小計,キール,ハンブルグ,"ブレーメル
ハーフェン",ブレーメン,フレンスブルグ,諸港(ドイツ),小計,レイショーズ,リスボン,,,,,,,
合計,,"1,104","1,183",650,101,"68,708",165,"55,446",47,4,"13,046","246,914",2,"223,939",422,"1,035",10,"21,506","14,476","4,347","10,082",合計,,,,,,
農水産品,,48,-,-,-,137,-,122,2,-,13,374,-,374,-,-,-,-,-,-,-,農水産品,,,,,,
1,麦,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,麦,,,,,
2,米,48,-,-,-,21,-,12,-,-,9,7,-,7,-,-,-,-,-,-,-,2,米,,,,,
3,とうもろこし,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,とうもろこし,,,,,
4,豆類,-,-,-,-,-,-,-,-,-,-,3,-,3,-,-,-,-,-,-,-,4,豆類,,,,,
5,その他雑穀,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5,その他雑穀,,,,,
6,野菜・果物,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6,野菜・果物,,,,,
7,綿花,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7,綿花,,,,,
8,その他農産品,-,-,-,-,66,-,60,2,-,4,349,-,349,-,-,-,-,-,-,-,8,その他農産品,,,,,
9,羊毛,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,9,羊毛,,,,,
10,その他畜産品,-,-,-,-,47,-,47,-,-,-,15,-,15,-,-,-,-,-,-,-,10,その他畜産品,,,,,
11,水産品,-,-,-,-,3,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,11,水産品,,,,,
林産品,,-,-,-,-,22,-,22,-,-,-,3,-,3,-,-,-,-,-,-,-,林産品,,,,,,
12,原木,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12,原木,,,,,
13,製材,-,-,-,-,-,-,-,-,-,-,3,-,3,-,-,-,-,-,-,-,13,製材,,,,,
14,樹脂類,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,14,樹脂類,,,,,
15,木材チップ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,15,木材チップ,,,,,
16,その他林産品,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,16,その他林産品,,,,,
17,薪炭,-,-,-,-,22,-,22,-,-,-,-,-,-,-,-,-,-,-,-,-,17,薪炭,,,,,
鉱産品,,-,-,-,-,275,-,275,-,-,-,182,-,182,-,-,-,-,-,-,-,鉱産品,,,,,,
18,石炭,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,18,石炭,,,,,
19,鉄鉱石,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,19,鉄鉱石,,,,,
20,金属鉱,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,20,金属鉱,,,,,
21,砂利・砂,-,-,-,-,-,-,-,-,-,-,130,-,130,-,-,-,-,-,-,-,21,砂利・砂,,,,,
22,石材,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,22,石材,,,,,
23,原油,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,23,原油,,,,,
24,りん鉱石,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,24,りん鉱石,,,,,
25,石灰石,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,25,石灰石,,,,,
26,原塩,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,26,原塩,,,,,
27,非金属鉱物,-,-,-,-,275,-,275,-,-,-,52,-,52,-,-,-,-,-,-,-,27,非金属鉱物,,,,,
金属機械工業品,,779,-,88,-,"35,780",-,"28,188",23,-,"7,569","143,037",2,"127,670",30,71,-,"15,264","1,995",326,"1,662",金属機械工業品,,,,,,
28,鉄鋼,-,-,-,-,3,-,3,-,-,-,127,-,112,-,-,-,15,-,-,-,28,鉄鋼,,,,,
29,鋼材,139,-,-,-,8,-,8,-,-,-,"1,741",-,"1,272",-,-,-,469,-,-,-,29,鋼材,,,,,
30,非鉄金属,-,-,-,-,608,-,509,-,-,99,"1,833",-,"1,510",-,3,-,320,158,-,158,30,非鉄金属,,,,,
31,金属製品,3,-,-,-,"3,390",-,"2,859",-,-,531,"6,097",-,"5,663",-,2,-,432,47,45,-,31,金属製品,,,,,
32,鉄道車両,-,-,-,-,-,-,-,-,-,-,87,-,84,-,-,-,3,-,-,-,32,鉄道車両,,,,,
33,完成自動車,-,-,-,-,75,-,17,-,-,58,622,-,560,-,-,-,62,-,-,-,33,完成自動車,,,,,
34,その他輸送用車両,-,-,-,-,2,-,2,-,-,-,49,-,4,-,-,-,45,-,-,-,34,その他輸送用車両,,,,,
35,二輪自動車,-,-,-,-,-,-,-,-,-,-,350,-,350,-,-,-,-,30,-,30,35,二輪自動車,,,,,
36,自動車部品,13,-,-,-,"2,543",-,"1,641",5,-,897,"19,410",-,"19,151",-,-,-,259,-,-,-,36,自動車部品,,,,,
37,その他輸送機械,-,-,-,-,90,-,-,-,-,90,"1,069",-,709,-,-,-,360,2,-,2,37,その他輸送機械,,,,,
38,産業機械,443,-,88,-,"27,763",-,"22,090",9,-,"5,664","47,368",-,"45,656",-,63,-,"1,649","1,613",278,"1,335",38,産業機械,,,,,
39,電気機械,118,-,-,-,"1,003",-,806,9,-,188,"32,660",2,"21,574",30,3,-,"11,051",142,-,137,39,電気機械,,,,,
40,測量・光学・医療用機械,10,-,-,-,274,-,233,-,-,41,"30,644",-,"30,355",-,-,-,289,3,3,-,40,測量・光学・医療用機械,,,,,
41,事務用機器,53,-,-,-,21,-,20,-,-,1,906,-,596,-,-,-,310,-,-,-,41,事務用機器,,,,,
42,その他機械,-,-,-,-,-,-,-,-,-,-,74,-,74,-,-,-,-,-,-,-,42,その他機械,,,,,
化学工業品,,154,223,502,95,"10,550",30,"8,367",15,-,"2,138","52,743",-,"48,593",284,55,-,"3,811","9,276","1,184","8,082",化学工業品,,,,,,
43,陶磁器,-,-,-,-,7,-,7,-,-,-,31,-,31,-,-,-,-,-,-,-,43,陶磁器,,,,,
