,,,,,,,,,,,,,,,,,,(単位：トン）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
航路別,合計,,,ドルフィン,,,芝浦ふ頭,,,芝浦物揚場,,,日の出ふ頭,,,竹芝ふ頭,,,品川コンテナ,,,品川内貿,,,月島ふ頭,,,10号西岸壁,,,10号東岸壁,,,東京港フェリーふ頭,,,辰巳ふ頭,,,青海コンテナふ頭（公共）,,,青海コンテナふ頭(埠頭㈱),,,お台場ライナーふ頭,,,大井コンテナふ頭,,,大井水産物ふ頭,,,大井食品ふ頭（OL）,,,若洲内貿ふ頭,,,15号地木材ふ頭,,,若洲建材ふ頭,,,大井建材ふ頭,,,城南島建設発生土ふ頭,,,中央防波堤内側ばら物ふ頭,,,中央防波堤内側建設発生土ふ頭,,,中央防波堤内側内貿ふ頭,,,民間,,
,計,移出,移入,計,移出,移入,計,移出,移入,計,移出,移入,計,移出,移入,計,移出,移入,計,移出,移入,計,移出,移入,計,移出,移入,計,移出,移入,計,移出,移入,計,移出,移入,計,移出,移入,計,移出,移入,計,移出,移入,計,移出,移入,計,移出,移入,計,移出,移入,計,移出,移入,計,移出,移入,計,移出,移入,計,移出,移入,計,移出,移入,計,移出,移入,計,移出,移入,計,移出,移入,計,移出,移入,計,移出,移入
合計,"41,717,661","15,751,422","25,966,239","78,568","78,568",-,"810,536","21,087","789,449","89,887","62,329","27,558","39,785",610,"39,175","82,896","56,043","26,853",67,7,60,"3,462,265","2,064,726","1,397,539","17,373","7,781","9,592","6,392,914","3,736,580","2,656,334","396,786","4,947","391,839","10,868,450","5,675,580","5,192,870","376,394","157,614","218,780","165,146","97,279","67,867","116,606","104,946","11,660","187,073","16,485","170,588","1,246,402","626,782","619,620",303,160,143,"69,435",30,"69,405","647,898","465,712","182,186","5,224","5,224",-,"666,843","41,957","624,886","1,578,541","3,786","1,574,755","1,010,054","1,010,054",-,"47,786","14,729","33,057","280,124","280,124",-,"985,378","502,571","482,807","12,094,927","715,711","11,379,216"
定期航路計,"24,054,583","13,174,739","10,879,844",-,-,-,-,-,-,"2,400",-,"2,400",-,-,-,"82,896","56,043","26,853",-,-,-,"3,460,775","2,064,726","1,396,049",-,-,-,"6,378,201","3,736,580","2,641,621",-,-,-,"10,868,450","5,675,580","5,192,870",-,-,-,"106,490","80,548","25,942","67,442","65,253","2,189","164,469",-,"164,469","685,892","223,950","461,942",-,-,-,-,-,-,"647,898","465,712","182,186",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"985,348","502,541","482,807","604,322","303,806","300,516"
北海道,"4,661,300","2,603,577","2,057,723",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"3,460,775","2,064,726","1,396,049",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"3,888","3,758",130,"16,265","16,255",10,"164,469",-,"164,469","30,555","16,297","14,258",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"985,348","502,541","482,807",-,-,-
東北,"449,599","230,788","218,811",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"4,312",-,"4,312",-,-,-,-,-,-,-,-,-,"50,465","38,656","11,809","46,910","46,910",-,-,-,-,"347,912","145,222","202,690",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
関東,"621,664","316,525","305,139",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"13,882","11,320","2,562","2,459",398,"2,061",-,-,-,"1,001","1,001",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"604,322","303,806","300,516"
伊豆諸島,"85,296","56,043","29,253",-,-,-,-,-,-,"2,400",-,"2,400",-,-,-,"82,896","56,043","26,853",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
中部,"186,191","57,390","128,801",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"37,391","25,960","11,431","1,808","1,690",118,-,-,-,"146,992","29,740","117,252",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
