,,,,,,,,,,,,,,,,,,,,,(単位：トン）,,,,,
品種,,東北,,,,,,,,,,,,,関東,,,,,品種,,,,,,
,,計,青森県,,,岩手県,,,,宮城県,,,福島県,,計,茨城県,,,,,,,,,,
,,,小計,八戸,むつ小川原,小計,久慈,釜石,大船渡,小計,石巻,仙台塩釜,小計,小名浜,,小計,鹿島,那珂湊,茨城(常陸那珂),,,,,,,
合計,,"1,840,103","691,458","689,808","1,650","826,364","48,951","2,335","775,078","322,161",100,"322,061",120,120,"8,799,443","464,052","453,160","4,991","5,901",合計,,,,,,
農水産品,,"12,517",110,110,-,61,-,61,-,"12,346",-,"12,346",-,-,"77,108","1,370",398,142,830,農水産品,,,,,,
1,麦,-,-,-,-,-,-,-,-,-,-,-,-,-,"56,785",-,-,-,-,1,麦,,,,,
2,米,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,米,,,,,
3,とうもろこし,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,とうもろこし,,,,,
4,豆類,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,豆類,,,,,
5,その他雑穀,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5,その他雑穀,,,,,
6,野菜・果物,"4,261",-,-,-,-,-,-,-,"4,261",-,"4,261",-,-,-,-,-,-,-,6,野菜・果物,,,,,
7,綿花,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7,綿花,,,,,
8,その他農産品,-,-,-,-,-,-,-,-,-,-,-,-,-,20,-,-,-,-,8,その他農産品,,,,,
9,羊毛,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,9,羊毛,,,,,
10,その他畜産品,-,-,-,-,-,-,-,-,-,-,-,-,-,"5,170",-,-,-,-,10,その他畜産品,,,,,
11,水産品,"8,256",110,110,-,61,-,61,-,"8,085",-,"8,085",-,-,"15,133","1,370",398,142,830,11,水産品,,,,,
林産品,,-,-,-,-,-,-,-,-,-,-,-,-,-,"3,886",-,-,-,-,林産品,,,,,,
12,原木,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12,原木,,,,,
13,製材,-,-,-,-,-,-,-,-,-,-,-,-,-,"1,719",-,-,-,-,13,製材,,,,,
14,樹脂類,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,14,樹脂類,,,,,
15,木材チップ,-,-,-,-,-,-,-,-,-,-,-,-,-,726,-,-,-,-,15,木材チップ,,,,,
16,その他林産品,-,-,-,-,-,-,-,-,-,-,-,-,-,"1,441",-,-,-,-,16,その他林産品,,,,,
17,薪炭,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,17,薪炭,,,,,
鉱産品,,"542,682","492,131","490,481","1,650","48,951","48,951",-,-,"1,600",-,"1,600",-,-,"3,840,921","42,460","42,460",-,-,鉱産品,,,,,,
18,石炭,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,18,石炭,,,,,
19,鉄鉱石,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,19,鉄鉱石,,,,,
20,金属鉱,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,20,金属鉱,,,,,
21,砂利・砂,"331,992","281,441","279,791","1,650","48,951","48,951",-,-,"1,600",-,"1,600",-,-,"3,635,111",-,-,-,-,21,砂利・砂,,,,,
22,石材,"210,690","210,690","210,690",-,-,-,-,-,-,-,-,-,-,"66,270","28,490","28,490",-,-,22,石材,,,,,
23,原油,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,23,原油,,,,,
24,りん鉱石,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,24,りん鉱石,,,,,
25,石灰石,-,-,-,-,-,-,-,-,-,-,-,-,-,"125,030",-,-,-,-,25,石灰石,,,,,
26,原塩,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,26,原塩,,,,,
27,非金属鉱物,-,-,-,-,-,-,-,-,-,-,-,-,-,"14,510","13,970","13,970",-,-,27,非金属鉱物,,,,,
金属機械工業品,,"79,087",388,388,-,535,-,535,-,"78,164",-,"78,164",-,-,"175,231","78,763","74,907","1,650","2,206",金属機械工業品,,,,,,
28,鉄鋼,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,28,鉄鋼,,,,,
29,鋼材,-,-,-,-,-,-,-,-,-,-,-,-,-,"118,413","74,176","74,176",-,-,29,鋼材,,,,,
30,非鉄金属,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,30,非鉄金属,,,,,
31,金属製品,-,-,-,-,-,-,-,-,-,-,-,-,-,"9,366",-,-,-,-,31,金属製品,,,,,
32,鉄道車両,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,32,鉄道車両,,,,,
33,完成自動車,"70,350",-,-,-,-,-,-,-,"70,350",-,"70,350",-,-,"8,793",-,-,-,-,33,完成自動車,,,,,
34,その他輸送用車両,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,34,その他輸送用車両,,,,,
35,二輪自動車,-,-,-,-,-,-,-,-,-,-,-,-,-,285,-,-,-,-,35,二輪自動車,,,,,
36,自動車部品,-,-,-,-,-,-,-,-,-,-,-,-,-,"8,985",-,-,-,-,36,自動車部品,,,,,
37,その他輸送機械,"3,800",-,-,-,-,-,-,-,"3,800",-,"3,800",-,-,"1,385",-,-,-,-,37,その他輸送機械,,,,,
38,産業機械,-,-,-,-,-,-,-,-,-,-,-,-,-,"11,622",293,-,293,-,38,産業機械,,,,,
39,電気機械,"2,794",278,278,-,270,-,270,-,"2,246",-,"2,246",-,-,"6,557","2,351",591,567,"1,193",39,電気機械,,,,,
