,,,,,,,,,,,,,,,,,,,,,(単位：トン）,,,,,,
品種,,10号地その2,,,,,,,,,辰巳,,,13号地その2,,,,,,品種,,,,,,,
,,10号西岸壁,,,10号東岸壁,,,東京港フェリーふ頭,,,辰巳ふ頭,,,合計,,,青海コンテナふ頭（公共）,,,,,,,,,,
,,計,移出,移入,計,移出,移入,計,移出,移入,計,移出,移入,計,移出,移入,計,移出,移入,,,,,,,,
合計,,"6,392,914","3,736,580","2,656,334","396,786","4,947","391,839","10,868,450","5,675,580","5,192,870","376,394","157,614","218,780","468,825","218,710","250,115","165,146","97,279","67,867",合計,,,,,,,
農水産品,,"27,190","17,260","9,930",-,-,-,-,-,-,"2,979","2,227",752,"24,696","15,702","8,994","13,422","9,950","3,472",農水産品,,,,,,,
1,麦,"2,305","1,345",960,-,-,-,-,-,-,-,-,-,715,715,-,-,-,-,1,麦,,,,,,
2,米,"6,080","5,420",660,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,米,,,,,,
3,とうもろこし,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,とうもろこし,,,,,,
4,豆類,"2,165",820,"1,345",-,-,-,-,-,-,-,-,-,955,955,-,-,-,-,4,豆類,,,,,,
5,その他雑穀,320,300,20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5,その他雑穀,,,,,,
6,野菜・果物,"11,040","7,720","3,320",-,-,-,-,-,-,"1,357","1,357",-,-,-,-,-,-,-,6,野菜・果物,,,,,,
7,綿花,10,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7,綿花,,,,,,
8,その他農産品,450,405,45,-,-,-,-,-,-,890,870,20,-,-,-,-,-,-,8,その他農産品,,,,,,
9,羊毛,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,9,羊毛,,,,,,
10,その他畜産品,"4,340",760,"3,580",-,-,-,-,-,-,-,-,-,"7,810","2,640","5,170",-,-,-,10,その他畜産品,,,,,,
11,水産品,480,480,-,-,-,-,-,-,-,732,-,732,"15,216","11,392","3,824","13,422","9,950","3,472",11,水産品,,,,,,
林産品,,"26,920","7,755","19,165",-,-,-,-,-,-,"11,112","9,573","1,539","38,225","38,225",-,-,-,-,林産品,,,,,,,
12,原木,20,-,20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12,原木,,,,,,
13,製材,"11,755","1,160","10,595",-,-,-,-,-,-,"7,616","6,993",623,"38,115","38,115",-,-,-,-,13,製材,,,,,,
14,樹脂類,"14,745","6,360","8,385",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,14,樹脂類,,,,,,
15,木材チップ,90,-,90,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,15,木材チップ,,,,,,
16,その他林産品,260,230,30,-,-,-,-,-,-,"3,496","2,580",916,110,110,-,-,-,-,16,その他林産品,,,,,,
