16,その他林産品,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,16,その他林産品,,,,,
17,薪炭,121,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,15,15,-,-,17,薪炭,,,,,
鉱産品,,"1,599",-,-,-,-,"4,150",225,150,-,"1,770","6,360","4,155","2,205",-,-,-,555,555,540,540,鉱産品,,,,,,
18,石炭,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,18,石炭,,,,,
19,鉄鉱石,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,19,鉄鉱石,,,,,
20,金属鉱,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,20,金属鉱,,,,,
21,砂利・砂,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,21,砂利・砂,,,,,
22,石材,834,-,-,-,-,"1,095",210,45,-,255,-,-,-,-,-,-,-,-,-,-,22,石材,,,,,
23,原油,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,540,540,23,原油,,,,,
24,りん鉱石,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,24,りん鉱石,,,,,
25,石灰石,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,25,石灰石,,,,,
26,原塩,-,-,-,-,-,-,-,15,-,-,135,135,-,-,-,-,-,-,-,-,26,原塩,,,,,
27,非金属鉱物,765,-,-,-,-,"3,055",15,90,-,"1,515","6,225","4,020","2,205",-,-,-,555,555,-,-,27,非金属鉱物,,,,,
金属機械工業品,,"3,174",-,-,-,405,"1,010","6,627","1,725",-,"4,689",39,39,-,"2,066","2,066",-,"1,053","1,053",-,-,金属機械工業品,,,,,,
28,鉄鋼,-,-,-,-,405,405,"2,760","1,335",-,"3,615",-,-,-,-,-,-,-,-,-,-,28,鉄鋼,,,,,
29,鋼材,6,-,-,-,-,-,354,30,-,-,-,-,-,-,-,-,-,-,-,-,29,鋼材,,,,,
30,非鉄金属,15,-,-,-,-,120,60,-,-,60,-,-,-,-,-,-,-,-,-,-,30,非鉄金属,,,,,
31,金属製品,"1,005",-,-,-,-,121,207,-,-,412,-,-,-,41,41,-,596,596,-,-,31,金属製品,,,,,
32,鉄道車両,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10,10,-,-,32,鉄道車両,,,,,
33,完成自動車,6,-,-,-,-,17,-,-,-,-,9,9,-,-,-,-,-,-,-,-,33,完成自動車,,,,,
34,その他輸送用車両,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,30,30,-,-,34,その他輸送用車両,,,,,
35,二輪自動車,"1,020",-,-,-,-,-,988,-,-,120,-,-,-,-,-,-,-,-,-,-,35,二輪自動車,,,,,
36,自動車部品,417,-,-,-,-,94,"1,500",60,-,130,-,-,-,-,-,-,-,-,-,-,36,自動車部品,,,,,
37,その他輸送機械,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37,その他輸送機械,,,,,
38,産業機械,74,-,-,-,-,209,743,195,-,352,-,-,-,49,49,-,45,45,-,-,38,産業機械,,,,,
39,電気機械,526,-,-,-,-,18,15,105,-,-,30,30,-,423,423,-,372,372,-,-,39,電気機械,,,,,
40,測量・光学・医療用機械,30,-,-,-,-,15,-,-,-,-,-,-,-,-,-,-,-,-,-,-,40,測量・光学・医療用機械,,,,,
41,事務用機器,-,-,-,-,-,11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,41,事務用機器,,,,,
42,その他機械,75,-,-,-,-,-,-,-,-,-,-,-,-,"1,553","1,553",-,-,-,-,-,42,その他機械,,,,,
化学工業品,,735,398,-,30,"3,870","3,512","14,224",524,"3,576","2,891",105,105,-,-,-,-,444,444,46,46,化学工業品,,,,,,
43,陶磁器,-,-,-,-,-,-,32,-,-,-,105,105,-,-,-,-,70,70,-,-,43,陶磁器,,,,,
44,セメント,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,44,セメント,,,,,
45,ガラス類,45,-,-,-,-,11,26,-,-,-,-,-,-,-,-,-,30,30,-,-,45,ガラス類,,,,,
46,窯業品,45,372,-,-,-,255,45,60,66,90,-,-,-,-,-,-,72,72,-,-,46,窯業品,,,,,
47,重油,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,47,重油,,,,,
48,揮発油,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,48,揮発油,,,,,
49,その他の石油,-,-,-,-,-,-,15,-,-,-,-,-,-,-,-,-,-,-,-,-,49,その他の石油,,,,,
50,LNG/液化天然ガス,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,50,LNG/液化天然ガス,,,,,
51,LPG/液化石油ガス,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,51,LPG/液化石油ガス,,,,,
52,その他石油製品,-,-,-,-,-,-,15,-,-,-,-,-,-,-,-,-,-,-,-,-,52,その他石油製品,,,,,
53,コークス,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,53,コークス,,,,,
54,石炭製品,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,54,石炭製品,,,,,
55,化学薬品,30,-,-,-,-,283,"8,737",104,90,272,-,-,-,-,-,-,-,-,-,-,55,化学薬品,,,,,
56,化学肥料,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,56,化学肥料,,,,,
57,その他化学工業品,615,26,-,30,"3,870","2,963","5,354",360,"3,420","2,529",-,-,-,-,-,-,272,272,46,46,57,その他化学工業品,,,,,
軽工業品,,285,143,240,60,-,495,"4,508",15,15,285,630,630,-,"2,846","2,831",15,"11,081","11,081",75,75,軽工業品,,,,,,
58,紙・パルプ,-,-,-,-,-,-,30,-,-,-,-,-,-,-,-,-,-,-,-,-,58,紙・パルプ,,,,,
59,糸及び紡績半製品,180,-,-,-,-,15,-,-,-,240,-,-,-,42,42,-,"10,107","10,107",-,-,59,糸及び紡績半製品,,,,,
60,その他繊維工業品,-,-,-,-,-,-,195,-,-,-,15,15,-,"2,709","2,709",-,-,-,-,-,60,その他繊維工業品,,,,,
61,砂糖,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,61,砂糖,,,,,
62,製造食品,105,143,240,60,-,150,"4,215",15,15,45,165,165,-,95,80,15,944,944,45,45,62,製造食品,,,,,
63,飲料,-,-,-,-,-,-,68,-,-,-,225,225,-,-,-,-,30,30,30,30,63,飲料,,,,,
64,水,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,64,水,,,,,
65,たばこ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,65,たばこ,,,,,
66,その他食料工業品,-,-,-,-,-,330,-,-,-,-,225,225,-,-,-,-,-,-,-,-,66,その他食料工業品,,,,,
雑工業品,,"2,596",105,125,-,-,"3,393","6,749",159,90,226,"3,609","2,816",793,"82,377","82,120",257,"2,227","2,227",152,152,雑工業品,,,,,,
67,がん具,28,-,-,-,-,-,30,-,-,-,15,15,-,716,716,-,15,15,-,-,67,がん具,,,,,
68,衣服・身廻品・はきもの,"2,529",30,20,-,-,"1,574","6,187",99,-,153,"2,267","2,132",135,"77,767","77,510",257,"1,184","1,184",146,146,68,衣服・身廻品・はきもの,,,,,
69,文房具・運動娯楽用品・楽器,-,-,-,-,-,-,41,-,-,-,"1,282",624,658,840,840,-,65,65,-,-,69,文房具・運動娯楽用品・楽器,,,,,
70,家具装備品,24,-,-,-,-,686,282,30,-,17,-,-,-,"2,906","2,906",-,179,179,6,6,70,家具装備品,,,,,
71,その他日用品,-,-,-,-,-,15,-,-,-,-,-,-,-,148,148,-,-,-,-,-,71,その他日用品,,,,,
72,ゴム製品,15,75,90,-,-,"1,118",122,30,90,56,-,-,-,-,-,-,754,754,-,-,72,ゴム製品,,,,,
73,木製品,-,-,15,-,-,-,27,-,-,-,-,-,-,-,-,-,-,-,-,-,73,木製品,,,,,
74,その他製造工業品,-,-,-,-,-,-,60,-,-,-,45,45,-,-,-,-,30,30,-,-,74,その他製造工業品,,,,,
特殊品,,120,-,26,-,-,"6,327","2,122",195,-,150,946,946,-,684,669,15,206,206,13,13,特殊品,,,,,,
75,金属くず,30,-,-,-,-,43,-,-,-,-,30,30,-,-,-,-,-,-,13,13,75,金属くず,,,,,
76,再利用資材,-,-,-,-,-,150,-,-,-,-,730,730,-,684,669,15,176,176,-,-,76,再利用資材,,,,,
77,動植物性製造飼肥料,45,-,26,-,-,"6,105","1,560",180,-,150,180,180,-,-,-,-,-,-,-,-,77,動植物性製造飼肥料,,,,,
78,廃棄物,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,78,廃棄物,,,,,
79,廃土砂,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,79,廃土砂,,,,,
80,輸送用容器,-,-,-,-,-,15,5,-,-,-,-,-,-,-,-,-,15,15,-,-,80,輸送用容器,,,,,
81,取合せ品,45,-,-,-,-,14,557,15,-,-,6,6,-,-,-,-,15,15,-,-,81,取合せ品,,,,,
分類不能のもの,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,分類不能のもの,,,,,,
