,,,,,,,,,,,,,,,,,,,,,(単位：トン）,,,,,
品種,,中部,,,,,,近畿,,,,,,,,,,,,品種,,,,,,
,,静岡県,,,愛知県,,,計,三重県,,大阪府,,,,兵庫県,,,,,,,,,,,
,,清水,大井川,御前崎,小計,三河,名古屋,,小計,四日市,小計,大阪,阪南,堺泉北,小計,尼崎西宮芦屋,神戸,東播磨,姫路,,,,,,,
合計,,"104,643","2,000","1,139,691","526,967","283,133","243,834","704,801","1,148","1,148","591,763","461,865","128,200","1,698","111,890","11,938","96,031","1,521","2,400",合計,,,,,,
農水産品,,"1,660",-,375,"7,903",-,"7,903","45,696",108,108,"16,987","16,987",-,-,"28,601",-,"28,601",-,-,農水産品,,,,,,
1,麦,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,麦,,,,,
2,米,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,米,,,,,
3,とうもろこし,-,-,-,67,-,67,"1,187",-,-,-,-,-,-,"1,187",-,"1,187",-,-,3,とうもろこし,,,,,
4,豆類,-,-,-,525,-,525,90,-,-,-,-,-,-,90,-,90,-,-,4,豆類,,,,,
5,その他雑穀,-,-,-,15,-,15,-,-,-,-,-,-,-,-,-,-,-,-,5,その他雑穀,,,,,
6,野菜・果物,165,-,-,"2,924",-,"2,924","29,157",-,-,"4,389","4,389",-,-,"24,768",-,"24,768",-,-,6,野菜・果物,,,,,
7,綿花,-,-,-,-,-,-,75,60,60,-,-,-,-,15,-,15,-,-,7,綿花,,,,,
8,その他農産品,261,-,-,"3,301",-,"3,301","1,743",-,-,240,240,-,-,"1,503",-,"1,503",-,-,8,その他農産品,,,,,
9,羊毛,-,-,-,74,-,74,52,30,30,22,22,-,-,-,-,-,-,-,9,羊毛,,,,,
10,その他畜産品,-,-,-,206,-,206,"10,903",18,18,"10,197","10,197",-,-,688,-,688,-,-,10,その他畜産品,,,,,
11,水産品,"1,234",-,375,791,-,791,"2,489",-,-,"2,139","2,139",-,-,350,-,350,-,-,11,水産品,,,,,
林産品,,"2,247",-,-,"3,513",-,"3,513","5,561",-,-,"5,561","5,561",-,-,-,-,-,-,-,林産品,,,,,,
12,原木,19,-,-,76,-,76,-,-,-,-,-,-,-,-,-,-,-,-,12,原木,,,,,
13,製材,"2,168",-,-,"3,437",-,"3,437","5,561",-,-,"5,561","5,561",-,-,-,-,-,-,-,13,製材,,,,,
14,樹脂類,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,14,樹脂類,,,,,
15,木材チップ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,15,木材チップ,,,,,
16,その他林産品,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,16,その他林産品,,,,,
17,薪炭,60,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,17,薪炭,,,,,
鉱産品,,354,"2,000",-,"4,164",-,"4,164","6,913",298,298,"4,590","4,590",-,-,"2,025",-,"2,025",-,-,鉱産品,,,,,,
18,石炭,-,-,-,15,-,15,240,240,240,-,-,-,-,-,-,-,-,-,18,石炭,,,,,
19,鉄鉱石,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,19,鉄鉱石,,,,,
20,金属鉱,-,-,-,"1,065",-,"1,065","2,010",-,-,90,90,-,-,"1,920",-,"1,920",-,-,20,金属鉱,,,,,
21,砂利・砂,-,-,-,15,-,15,-,-,-,-,-,-,-,-,-,-,-,-,21,砂利・砂,,,,,
