22,石材,-,-,-,296,-,296,45,-,-,-,-,-,-,45,-,45,-,-,22,石材,,,,,
23,原油,-,-,-,-,-,-,30,-,-,-,-,-,-,30,-,30,-,-,23,原油,,,,,
24,りん鉱石,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,24,りん鉱石,,,,,
25,石灰石,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,25,石灰石,,,,,
26,原塩,-,-,-,4,-,4,58,58,58,-,-,-,-,-,-,-,-,-,26,原塩,,,,,
27,非金属鉱物,354,"2,000",-,"2,769",-,"2,769","4,530",-,-,"4,500","4,500",-,-,30,-,30,-,-,27,非金属鉱物,,,,,
金属機械工業品,,"14,676",-,"98,386","79,096","1,230","77,866","362,573",295,295,"355,585","355,585",-,-,"6,693",-,"6,693",-,-,金属機械工業品,,,,,,
28,鉄鋼,-,-,-,180,-,180,-,-,-,-,-,-,-,-,-,-,-,-,28,鉄鋼,,,,,
29,鋼材,180,-,-,17,-,17,39,-,-,-,-,-,-,39,-,39,-,-,29,鋼材,,,,,
30,非鉄金属,15,-,-,59,-,59,"5,005",-,-,700,700,-,-,"4,305",-,"4,305",-,-,30,非鉄金属,,,,,
31,金属製品,"2,335",-,-,551,-,551,180,60,60,-,-,-,-,120,-,120,-,-,31,金属製品,,,,,
32,鉄道車両,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,32,鉄道車両,,,,,
33,完成自動車,130,-,"56,920","65,146",-,"65,146","350,495",-,-,"350,495","350,495",-,-,-,-,-,-,-,33,完成自動車,,,,,
34,その他輸送用車両,56,-,-,15,-,15,20,-,-,-,-,-,-,20,-,20,-,-,34,その他輸送用車両,,,,,
35,二輪自動車,30,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,35,二輪自動車,,,,,
36,自動車部品,180,-,-,"2,639",-,"2,639",280,235,235,30,30,-,-,15,-,15,-,-,36,自動車部品,,,,,
37,その他輸送機械,"5,194",-,"39,250","3,870",-,"3,870","4,360",-,-,"4,360","4,360",-,-,-,-,-,-,-,37,その他輸送機械,,,,,
38,産業機械,"1,199",-,-,"1,237",-,"1,237","1,890",-,-,-,-,-,-,"1,890",-,"1,890",-,-,38,産業機械,,,,,
39,電気機械,"2,802",-,417,"4,707","1,034","3,673",304,-,-,-,-,-,-,304,-,304,-,-,39,電気機械,,,,,
40,測量・光学・医療用機械,"1,746",-,"1,587",675,196,479,-,-,-,-,-,-,-,-,-,-,-,-,40,測量・光学・医療用機械,,,,,
41,事務用機器,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,41,事務用機器,,,,,
42,その他機械,809,-,212,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,42,その他機械,,,,,
化学工業品,,"2,902",-,-,"3,304",22,"3,282","3,431",-,-,270,270,-,-,"3,161",-,"1,640","1,521",-,化学工業品,,,,,,
43,陶磁器,-,-,-,61,-,61,-,-,-,-,-,-,-,-,-,-,-,-,43,陶磁器,,,,,
44,セメント,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,44,セメント,,,,,
45,ガラス類,-,-,-,-,-,-,15,-,-,15,15,-,-,-,-,-,-,-,45,ガラス類,,,,,
46,窯業品,45,-,-,738,-,738,664,-,-,-,-,-,-,664,-,664,-,-,46,窯業品,,,,,
47,重油,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,47,重油,,,,,
48,揮発油,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,48,揮発油,,,,,
49,その他の石油,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,49,その他の石油,,,,,
50,LNG/液化天然ガス,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,50,LNG/液化天然ガス,,,,,
51,LPG/液化石油ガス,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,51,LPG/液化石油ガス,,,,,
52,その他石油製品,-,-,-,30,-,30,-,-,-,-,-,-,-,-,-,-,-,-,52,その他石油製品,,,,,
53,コークス,-,-,-,-,-,-,"1,521",-,-,-,-,-,-,"1,521",-,-,"1,521",-,53,コークス,,,,,
54,石炭製品,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,54,石炭製品,,,,,
55,化学薬品,450,-,-,807,-,807,477,-,-,75,75,-,-,402,-,402,-,-,55,化学薬品,,,,,
56,化学肥料,30,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,56,化学肥料,,,,,
57,その他化学工業品,"2,377",-,-,"1,668",22,"1,646",754,-,-,180,180,-,-,574,-,574,-,-,57,その他化学工業品,,,,,
軽工業品,,"38,614",-,172,"9,195","1,190","8,005","22,778",10,10,"2,588","2,588",-,-,"20,180",-,"20,180",-,-,軽工業品,,,,,,
58,紙・パルプ,"33,298",-,-,"3,106",-,"3,106",315,-,-,156,156,-,-,159,-,159,-,-,58,紙・パルプ,,,,,
59,糸及び紡績半製品,150,-,-,69,-,69,-,-,-,-,-,-,-,-,-,-,-,-,59,糸及び紡績半製品,,,,,
60,その他繊維工業品,210,-,-,150,-,150,-,-,-,-,-,-,-,-,-,-,-,-,60,その他繊維工業品,,,,,
61,砂糖,"1,178",-,-,-,-,-,45,-,-,-,-,-,-,45,-,45,-,-,61,砂糖,,,,,
62,製造食品,"2,883",-,172,"3,327","1,190","2,137","2,749",10,10,945,945,-,-,"1,794",-,"1,794",-,-,62,製造食品,,,,,
63,飲料,385,-,-,"2,453",-,"2,453","19,460",-,-,"1,472","1,472",-,-,"17,988",-,"17,988",-,-,63,飲料,,,,,
64,水,-,-,-,-,-,-,15,-,-,-,-,-,-,15,-,15,-,-,64,水,,,,,
65,たばこ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,65,たばこ,,,,,
66,その他食料工業品,510,-,-,90,-,90,194,-,-,15,15,-,-,179,-,179,-,-,66,その他食料工業品,,,,,
雑工業品,,"8,674",-,70,"3,710",567,"3,143","8,744",140,140,"7,974","7,974",-,-,630,-,630,-,-,雑工業品,,,,,,
67,がん具,-,-,-,-,-,-,28,-,-,28,28,-,-,-,-,-,-,-,67,がん具,,,,,
68,衣服・身廻品・はきもの,"3,675",-,39,468,213,255,85,-,-,-,-,-,-,85,-,85,-,-,68,衣服・身廻品・はきもの,,,,,
69,文房具・運動娯楽用品・楽器,"2,630",-,5,-,-,-,30,-,-,-,-,-,-,30,-,30,-,-,69,文房具・運動娯楽用品・楽器,,,,,
70,家具装備品,"1,286",-,26,914,280,634,170,140,140,-,-,-,-,30,-,30,-,-,70,家具装備品,,,,,
71,その他日用品,405,-,-,194,74,120,"7,475",-,-,"7,460","7,460",-,-,15,-,15,-,-,71,その他日用品,,,,,
72,ゴム製品,30,-,-,615,-,615,60,-,-,-,-,-,-,60,-,60,-,-,72,ゴム製品,,,,,
73,木製品,511,-,-,"1,412",-,"1,412",881,-,-,486,486,-,-,395,-,395,-,-,73,木製品,,,,,
74,その他製造工業品,137,-,-,107,-,107,15,-,-,-,-,-,-,15,-,15,-,-,74,その他製造工業品,,,,,
特殊品,,"35,516",-,"1,040,688","416,082","280,124","135,958","249,105",297,297,"198,208","68,310","128,200","1,698","50,600","11,938","36,262",-,"2,400",特殊品,,,,,,
75,金属くず,-,-,-,70,-,70,"2,404",-,-,-,-,-,-,"2,404",-,4,-,"2,400",75,金属くず,,,,,
76,再利用資材,"1,932",-,-,"78,074",-,"78,074","1,701",-,-,-,-,-,-,"1,701","1,701",-,-,-,76,再利用資材,,,,,
77,動植物性製造飼肥料,379,-,-,"6,945",-,"6,945","1,380",-,-,-,-,-,-,"1,380",-,"1,380",-,-,77,動植物性製造飼肥料,,,,,
78,廃棄物,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,78,廃棄物,,,,,
79,廃土砂,-,-,-,"283,537","280,124","3,413","140,135",-,-,"129,898",-,"128,200","1,698","10,237","10,237",-,-,-,79,廃土砂,,,,,
80,輸送用容器,"2,500",-,-,"6,030",-,"6,030",927,297,297,-,-,-,-,630,-,630,-,-,80,輸送用容器,,,,,
81,取合せ品,"30,705",-,"1,040,688","41,426",-,"41,426","102,558",-,-,"68,310","68,310",-,-,"34,248",-,"34,248",-,-,81,取合せ品,,,,,
分類不能のもの,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,分類不能のもの,,,,,,
