,,,,,,,,,,,,,,,,,,,,,,,(単位：トン）,,,,,
品種,,アジア,,,,,,,,,,,,,,,,,,,,品種,,,,,,
,,中国,,台湾,,,,,,ベトナム,,,,,,,,,,タイ,,,,,,,,
,,マカオ,諸港(中国),小計,高雄,基隆,台中,台東,諸港(台湾),小計,ハイフォン,ダナン,"ホーチミン
及びカトライ",ヴンタウ,カイラン,ハノイ,フーミ,カイメップ,諸港(ベトナム),小計,バンコク,,,,,,,
合計,,"3,725","304,280","713,238","142,618","237,617","229,122",20,"103,861","752,394","328,330","29,362","130,524","5,515","16,817","2,679","97,083","13,713","128,371","899,159","115,865",合計,,,,,,
農水産品,,105,185,"34,601","10,939","14,160","1,187",-,"8,315","32,333","8,343","2,431","13,659",30,-,-,-,820,"7,050","96,890","14,031",農水産品,,,,,,
1,麦,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,麦,,,,,
2,米,-,-,199,-,121,-,-,78,-,-,-,-,-,-,-,-,-,-,2,1,2,米,,,,,
3,とうもろこし,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,とうもろこし,,,,,
4,豆類,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,豆類,,,,,
5,その他雑穀,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5,その他雑穀,,,,,
6,野菜・果物,-,30,"21,762","1,484","11,688",958,-,"7,632",824,516,-,278,-,-,-,-,-,30,"1,347",41,6,野菜・果物,,,,,
7,綿花,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7,綿花,,,,,
8,その他農産品,-,35,871,95,387,22,-,367,353,69,-,284,-,-,-,-,-,-,4,2,8,その他農産品,,,,,
9,羊毛,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,9,羊毛,,,,,
10,その他畜産品,15,60,"4,150","3,927",28,195,-,-,"1,899","1,860",-,39,-,-,-,-,-,-,"18,207",225,10,その他畜産品,,,,,
11,水産品,90,60,"7,619","5,433","1,936",12,-,238,"29,257","5,898","2,431","13,058",30,-,-,-,820,"7,020","77,330","13,762",11,水産品,,,,,
林産品,,-,480,"1,707",846,455,406,-,-,"1,228",-,-,-,-,-,-,-,-,"1,228",124,-,林産品,,,,,,
12,原木,-,-,"1,620",779,450,391,-,-,"1,228",-,-,-,-,-,-,-,-,"1,228",-,-,12,原木,,,,,
13,製材,-,480,82,67,-,15,-,-,-,-,-,-,-,-,-,-,-,-,-,-,13,製材,,,,,
14,樹脂類,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,14,樹脂類,,,,,
15,木材チップ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,123,-,15,木材チップ,,,,,
