16,その他林産品,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,16,その他林産品,,,,,
17,薪炭,-,-,5,-,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,17,薪炭,,,,,
鉱産品,,-,90,"3,808",939,630,"1,883",-,356,248,106,-,82,-,-,-,-,-,60,666,169,鉱産品,,,,,,
18,石炭,-,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,18,石炭,,,,,
19,鉄鉱石,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10,-,19,鉄鉱石,,,,,
20,金属鉱,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,20,金属鉱,,,,,
21,砂利・砂,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,21,砂利・砂,,,,,
22,石材,-,-,2,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,22,石材,,,,,
23,原油,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,23,原油,,,,,
24,りん鉱石,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,24,りん鉱石,,,,,
25,石灰石,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,25,石灰石,,,,,
26,原塩,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,32,21,26,原塩,,,,,
27,非金属鉱物,-,90,"3,805",938,630,"1,881",-,356,248,106,-,82,-,-,-,-,-,60,624,148,27,非金属鉱物,,,,,
金属機械工業品,,66,"37,471","153,377","39,357","59,958","22,159",12,"31,891","179,473","127,038","6,026","22,309",-,-,207,-,404,"23,489","333,067","24,562",金属機械工業品,,,,,,
28,鉄鋼,-,55,"9,336","3,327","5,994",-,-,15,229,-,115,49,-,-,-,-,-,65,"3,793",26,28,鉄鋼,,,,,
29,鋼材,-,"1,142","16,191","9,521","4,613","1,981",-,76,"59,713","36,582",38,"3,401",-,-,51,-,-,"19,641","35,013","5,441",29,鋼材,,,,,
30,非鉄金属,27,"1,764","5,135","3,149","1,748",85,-,153,"1,082",534,21,372,-,-,2,-,-,153,"8,834",916,30,非鉄金属,,,,,
31,金属製品,2,"3,241","11,660","5,777","2,521","1,099",-,"2,263","6,841","4,251",234,"1,550",-,-,69,-,70,667,"31,043","2,643",31,金属製品,,,,,
32,鉄道車両,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,32,鉄道車両,,,,,
33,完成自動車,-,-,"20,580",-,"2,589",8,-,"17,983","8,214","8,073",-,134,-,-,-,-,-,7,350,86,33,完成自動車,,,,,
34,その他輸送用車両,-,-,640,102,135,403,-,-,62,45,-,17,-,-,-,-,-,-,81,3,34,その他輸送用車両,,,,,
35,二輪自動車,-,-,570,20,550,-,-,-,65,-,-,65,-,-,-,-,-,-,-,-,35,二輪自動車,,,,,
36,自動車部品,-,"1,339","13,172","7,566","3,995",20,-,"1,591","6,695","5,359",-,"1,264",-,-,-,-,-,72,"115,994",257,36,自動車部品,,,,,
37,その他輸送機械,-,-,52,-,13,39,-,-,14,14,-,-,-,-,-,-,-,-,211,31,37,その他輸送機械,,,,,
38,産業機械,16,"20,489","19,175","5,067","9,738","3,585",12,773,"73,938","65,485",508,"5,901",-,-,38,-,70,"1,936","74,947","5,037",38,産業機械,,,,,
39,電気機械,19,"7,074","48,473","2,272","25,140","12,538",-,"8,523","18,968","5,460","4,990","7,967",-,-,32,-,264,255,"39,623","6,744",39,電気機械,,,,,
40,測量・光学・医療用機械,2,"2,055","6,141","2,475","1,594","1,948",-,124,"3,535","1,133",105,"1,589",-,-,15,-,-,693,"14,809","1,662",40,測量・光学・医療用機械,,,,,
41,事務用機器,-,312,573,6,534,33,-,-,94,94,-,-,-,-,-,-,-,-,"6,509",32,41,事務用機器,,,,,
42,その他機械,-,-,"1,679",75,794,420,-,390,23,8,15,-,-,-,-,-,-,-,"1,860","1,684",42,その他機械,,,,,
化学工業品,,"2,199","22,676","143,491","23,112","77,777","28,839",8,"13,755","92,616","25,174","1,110","44,519",25,-,378,-,"2,177","19,233","148,137","37,495",化学工業品,,,,,,
43,陶磁器,-,2,"1,112",11,925,159,-,17,-,-,-,-,-,-,-,-,-,-,348,12,43,陶磁器,,,,,
44,セメント,-,-,125,2,121,-,-,2,92,85,-,7,-,-,-,-,-,-,15,15,44,セメント,,,,,
45,ガラス類,-,138,"3,618",706,533,100,-,"2,279",438,15,-,399,-,-,-,-,-,24,836,431,45,ガラス類,,,,,
46,窯業品,-,"4,109","6,510","1,316","2,714","1,088",-,"1,392","11,662","6,884",249,381,-,-,-,-,90,"4,058","12,885","3,846",46,窯業品,,,,,
47,重油,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,47,重油,,,,,
48,揮発油,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,48,揮発油,,,,,
49,その他の石油,-,38,"3,829",90,"3,509",180,-,50,"1,850",481,13,842,-,-,-,-,-,514,"1,948",477,49,その他の石油,,,,,
50,LNG/液化天然ガス,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,50,LNG/液化天然ガス,,,,,
51,LPG/液化石油ガス,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,51,LPG/液化石油ガス,,,,,
52,その他石油製品,-,2,336,147,189,-,-,-,238,15,15,5,-,-,19,-,90,94,492,275,52,その他石油製品,,,,,
53,コークス,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,53,コークス,,,,,
54,石炭製品,-,-,533,510,23,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,54,石炭製品,,,,,
55,化学薬品,-,"2,950","23,357","3,956","6,824","12,210",-,367,"5,781","1,254",-,"2,213",-,-,48,-,144,"2,122","28,661","2,547",55,化学薬品,,,,,
56,化学肥料,-,-,"1,010","1,000",10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,56,化学肥料,,,,,
57,その他化学工業品,"2,199","15,437","103,061","15,374","62,929","15,102",8,"9,648","72,555","16,440",833,"40,672",25,-,311,-,"1,853","12,421","102,952","29,892",57,その他化学工業品,,,,,
軽工業品,,509,"2,706","50,636","12,447","26,408","2,409",-,"9,372","31,291","6,564",131,"12,106",-,-,851,-,26,"11,613","47,046","8,337",軽工業品,,,,,,
58,紙・パルプ,3,"2,246","17,328","9,820","4,588","1,284",-,"1,636","19,854","1,528",-,"8,922",-,-,834,-,-,"8,570","35,103","3,247",58,紙・パルプ,,,,,
59,糸及び紡績半製品,-,2,46,-,16,22,-,8,90,-,-,90,-,-,-,-,-,-,667,62,59,糸及び紡績半製品,,,,,
60,その他繊維工業品,3,80,"3,643","1,052","1,263",17,-,"1,311","2,601","1,593",15,793,-,-,17,-,-,183,"3,734",730,60,その他繊維工業品,,,,,
61,砂糖,-,8,135,-,135,-,-,-,-,-,-,-,-,-,-,-,-,-,18,18,61,砂糖,,,,,
62,製造食品,372,-,"24,272","1,569","17,334","1,013",-,"4,356","6,921","3,006",116,"1,912",-,-,-,-,26,"1,861","7,090","4,079",62,製造食品,,,,,
63,飲料,131,164,"5,170",6,"3,044",71,-,"2,049","1,108",437,-,389,-,-,-,-,-,282,313,80,63,飲料,,,,,
64,水,-,206,25,-,13,-,-,12,717,-,-,-,-,-,-,-,-,717,119,119,64,水,,,,,
65,たばこ,-,-,17,-,15,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,65,たばこ,,,,,
66,その他食料工業品,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,2,66,その他食料工業品,,,,,
雑工業品,,306,"4,186","59,108","13,004","33,890","4,923",-,"7,291","34,399","16,686",230,"13,124",-,-,397,-,114,"3,848","56,080","4,746",雑工業品,,,,,,
67,がん具,-,-,"2,951",-,"2,860",21,-,70,90,45,-,-,-,-,-,-,45,-,387,124,67,がん具,,,,,
68,衣服・身廻品・はきもの,64,194,"5,390",116,"4,630",341,-,303,526,239,-,272,-,-,-,-,-,15,"6,812",808,68,衣服・身廻品・はきもの,,,,,
69,文房具・運動娯楽用品・楽器,165,373,"4,875",547,"3,837",277,-,214,"7,599","3,152",220,"1,314",-,-,1,-,-,"2,912","2,531","1,707",69,文房具・運動娯楽用品・楽器,,,,,
70,家具装備品,2,702,"8,898",509,"6,852","1,197",-,340,"1,274",306,1,812,-,-,-,-,-,155,"16,030",692,70,家具装備品,,,,,
71,その他日用品,15,261,"3,401",269,"2,910",5,-,217,"3,420","1,602",-,"1,440",-,-,6,-,-,372,"6,159",102,71,その他日用品,,,,,
72,ゴム製品,-,851,"10,412","7,038","1,988","1,278",-,108,"3,748","1,535",-,"1,639",-,-,383,-,-,191,"13,788",330,72,ゴム製品,,,,,
73,木製品,-,15,738,15,39,682,-,2,139,137,-,2,-,-,-,-,-,-,140,90,73,木製品,,,,,
74,その他製造工業品,60,"1,790","22,443","4,510","10,774","1,122",-,"6,037","17,603","9,670",9,"7,645",-,-,7,-,69,203,"10,233",893,74,その他製造工業品,,,,,
特殊品,,540,"236,486","266,510","41,974","24,339","167,316",-,"32,881","380,806","144,419","19,434","24,725","5,460","16,817",846,"97,083","10,172","61,850","217,149","26,525",特殊品,,,,,,
75,金属くず,-,180,"91,427","9,900",-,"81,527",-,-,"195,523","54,918","19,000",15,-,"16,817",-,"97,083",-,"7,690","12,157","1,695",75,金属くず,,,,,
76,再利用資材,120,"229,046","152,430","26,010","16,401","84,466",-,"25,553","143,932","69,802",90,"10,924","5,460",-,336,-,"9,660","47,660","166,493","22,533",76,再利用資材,,,,,
77,動植物性製造飼肥料,-,90,"1,444","1,053",141,-,-,250,"11,098",717,-,"6,535",-,-,-,-,-,"3,846",120,120,77,動植物性製造飼肥料,,,,,
78,廃棄物,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,78,廃棄物,,,,,
79,廃土砂,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,79,廃土砂,,,,,
80,輸送用容器,-,"5,843","9,475","4,719","2,379",696,-,"1,681","27,786","17,785",254,"6,800",-,-,502,-,180,"2,265","11,616","1,258",80,輸送用容器,,,,,
81,取合せ品,420,"1,327","11,734",292,"5,418",627,-,"5,397","2,467","1,197",90,451,-,-,8,-,332,389,"26,763",919,81,取合せ品,,,,,
分類不能のもの,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,分類不能のもの,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
