,,,,,,,,,,,,,,,,,,,,,(単位：トン）,,,,,
品種,,関東,,中部,,,,,,,,,,近畿,,,,,,品種,,,,,,
,,神奈川県,,計,富山県,,静岡県,,,愛知県,,,,計,三重県,,,,大阪府,,,,,,,
,,川崎,横浜,,小計,伏木富山,小計,清水,御前崎,小計,衣浦,三河,名古屋,,小計,四日市,吉津,鵜殿,小計,,,,,,,
合計,,"325,351","575,130","382,103","2,055","2,055","93,217","92,860",357,"286,831","48,766",900,"237,165","1,410,107","435,676","347,099","65,840","22,737","500,180",合計,,,,,,
農水産品,,472,"54,329","1,910",-,-,"1,900","1,900",-,10,-,-,10,209,-,-,-,-,-,農水産品,,,,,,
1,麦,-,"48,404","1,500",-,-,"1,500","1,500",-,-,-,-,-,-,-,-,-,-,-,1,麦,,,,,
2,米,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,米,,,,,
3,とうもろこし,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,とうもろこし,,,,,
4,豆類,-,-,-,-,-,-,-,-,-,-,-,-,15,-,-,-,-,-,4,豆類,,,,,
5,その他雑穀,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5,その他雑穀,,,,,
6,野菜・果物,-,-,150,-,-,150,150,-,-,-,-,-,-,-,-,-,-,-,6,野菜・果物,,,,,
7,綿花,-,-,-,-,-,-,-,-,-,-,-,-,10,-,-,-,-,-,7,綿花,,,,,
8,その他農産品,-,-,-,-,-,-,-,-,-,-,-,-,21,-,-,-,-,-,8,その他農産品,,,,,
9,羊毛,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,9,羊毛,,,,,
10,その他畜産品,-,"5,170",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10,その他畜産品,,,,,
11,水産品,472,755,260,-,-,250,250,-,10,-,-,10,163,-,-,-,-,-,11,水産品,,,,,
林産品,,-,-,-,-,-,-,-,-,-,-,-,-,132,-,-,-,-,-,林産品,,,,,,
12,原木,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12,原木,,,,,
13,製材,-,-,-,-,-,-,-,-,-,-,-,-,60,-,-,-,-,-,13,製材,,,,,
14,樹脂類,-,-,-,-,-,-,-,-,-,-,-,-,72,-,-,-,-,-,14,樹脂類,,,,,
15,木材チップ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,15,木材チップ,,,,,
16,その他林産品,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,16,その他林産品,,,,,
17,薪炭,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,17,薪炭,,,,,
鉱産品,,"1,132","48,720","48,766",-,-,-,-,-,"48,766","48,766",-,-,"81,265","65,840",-,"65,840",-,"15,350",鉱産品,,,,,,
18,石炭,-,-,-,-,-,-,-,-,-,-,-,-,"7,750",-,-,-,-,"7,750",18,石炭,,,,,
19,鉄鉱石,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,19,鉄鉱石,,,,,
20,金属鉱,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,20,金属鉱,,,,,
21,砂利・砂,-,"48,720","48,766",-,-,-,-,-,"48,766","48,766",-,-,"18,070","10,410",-,"10,410",-,"7,600",21,砂利・砂,,,,,
22,石材,-,-,-,-,-,-,-,-,-,-,-,-,"55,430","55,430",-,"55,430",-,-,22,石材,,,,,
23,原油,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,23,原油,,,,,
24,りん鉱石,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,24,りん鉱石,,,,,
25,石灰石,"1,132",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,25,石灰石,,,,,
26,原塩,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,26,原塩,,,,,
27,非金属鉱物,-,-,-,-,-,-,-,-,-,-,-,-,15,-,-,-,-,-,27,非金属鉱物,,,,,
金属機械工業品,,"6,115","12,116","134,613",-,-,"13,066","12,940",126,"121,547",-,900,"120,647","572,109",901,901,-,-,"389,300",金属機械工業品,,,,,,
28,鉄鋼,-,-,-,-,-,-,-,-,-,-,-,-,75,-,-,-,-,-,28,鉄鋼,,,,,
29,鋼材,-,"1,499","101,684",-,-,-,-,-,"101,684",-,900,"100,784","367,513",-,-,-,-,"206,229",29,鋼材,,,,,
30,非鉄金属,-,-,-,-,-,-,-,-,-,-,-,-,859,-,-,-,-,-,30,非鉄金属,,,,,
31,金属製品,260,"1,743",95,-,-,-,-,-,95,-,-,95,"1,263",-,-,-,-,-,31,金属製品,,,,,
32,鉄道車両,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,32,鉄道車両,,,,,
33,完成自動車,-,490,"12,890",-,-,10,10,-,"12,880",-,-,"12,880","163,085",-,-,-,-,"163,085",33,完成自動車,,,,,
34,その他輸送用車両,-,-,-,-,-,-,-,-,-,-,-,-,60,-,-,-,-,-,34,その他輸送用車両,,,,,
35,二輪自動車,-,-,-,-,-,-,-,-,-,-,-,-,60,-,-,-,-,-,35,二輪自動車,,,,,
36,自動車部品,"1,580","5,566","13,668",-,-,"12,065","12,065",-,"1,603",-,-,"1,603","4,338",150,150,-,-,45,36,自動車部品,,,,,
37,その他輸送機械,-,-,"3,770",-,-,10,10,-,"3,760",-,-,"3,760","10,477",-,-,-,-,"10,230",37,その他輸送機械,,,,,
38,産業機械,-,60,603,-,-,200,200,-,403,-,-,403,"20,750",751,751,-,-,"9,696",38,産業機械,,,,,
