17,薪炭,"50,514",99.9%,511,100.0%,"50,003",99.9%,"50,109",100.0%,161,100.0%,"49,948",100.0%,405,92.6%,350,100.0%,55,45.5%,17,薪炭,,
鉱産品,,"6,383,573",5.5%,"90,178",35.1%,"6,293,395",5.0%,"466,767",71.5%,"18,548",100.0%,"448,219",70.4%,"5,916,806",0.2%,"71,630",18.3%,"5,845,176",0.0%,鉱産品,,,
18,石炭,"129,533",32.6%,256,100.0%,"129,277",32.4%,"116,720",35.9%,1,100.0%,"116,719",35.9%,"12,813",2.0%,255,100.0%,"12,558",-,18,石炭,,
19,鉄鉱石,259,100.0%,31,100.0%,228,100.0%,259,100.0%,31,100.0%,228,100.0%,-,-,-,-,-,-,19,鉄鉱石,,
20,金属鉱,"13,848",92.6%,"4,090",99.5%,"9,758",89.8%,"9,764",89.8%,6,100.0%,"9,758",89.8%,"4,084",99.5%,"4,084",99.5%,-,-,20,金属鉱,,
21,砂利・砂,"4,475,085",0.6%,"49,017",5.1%,"4,426,068",0.6%,"26,071",100.0%,923,100.0%,"25,148",100.0%,"4,449,014",0.1%,"48,094",3.2%,"4,400,920",0.0%,21,砂利・砂,,
22,石材,"1,154,396",8.7%,"6,481",77.2%,"1,147,915",8.3%,"98,174",100.0%,"3,213",100.0%,"94,961",100.0%,"1,056,222",0.2%,"3,268",54.7%,"1,052,954",0.0%,22,石材,,
23,原油,"1,958",100.0%,38,100.0%,"1,920",100.0%,"1,920",100.0%,-,-,"1,920",100.0%,38,100.0%,38,100.0%,-,-,23,原油,,
24,りん鉱石,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,24,りん鉱石,,
25,石灰石,"364,528",0.9%,"1,100",24.5%,"363,428",0.8%,"2,879",100.0%,-,-,"2,879",100.0%,"361,649",0.1%,"1,100",24.5%,"360,549",0.0%,25,石灰石,,
26,原塩,"14,081",75.1%,135,99.3%,"13,946",74.9%,"10,479",100.0%,33,100.0%,"10,446",100.0%,"3,602",2.8%,102,99.0%,"3,500",-,26,原塩,,
27,非金属鉱物,"229,885",64.6%,"29,030",66.7%,"200,855",64.3%,"200,501",71.5%,"14,341",100.0%,"186,160",69.3%,"29,384",17.3%,"14,689",34.2%,"14,695",0.4%,27,非金属鉱物,,
金属機械工業品,,"30,156,781",47.3%,"14,030,298",40.3%,"16,126,483",53.4%,"14,077,695",99.2%,"5,514,161",99.3%,"8,563,534",99.2%,"16,079,086",1.8%,"8,516,137",2.1%,"7,562,949",1.6%,金属機械工業品,,,
28,鉄鋼,"107,266",70.4%,"50,369",68.6%,"56,897",71.9%,"95,535",78.6%,"49,453",69.3%,"46,082",88.6%,"11,731",3.0%,916,27.9%,"10,815",0.9%,28,鉄鋼,,
29,鋼材,"1,563,134",25.1%,"299,367",95.1%,"1,263,767",8.5%,"410,704",93.9%,"285,706",98.9%,"124,998",82.6%,"1,152,430",0.6%,"13,661",15.8%,"1,138,769",0.4%,29,鋼材,,
30,非鉄金属,"298,972",85.4%,"101,146",97.6%,"197,826",79.1%,"249,418",100.0%,"93,886",100.0%,"155,532",100.0%,"49,554",11.8%,"7,260",66.7%,"42,294",2.4%,30,非鉄金属,,
31,金属製品,"1,878,730",96.1%,"397,378",90.9%,"1,481,352",97.5%,"1,793,400",99.0%,"342,822",100.0%,"1,450,578",98.7%,"85,330",34.9%,"54,556",33.8%,"30,774",36.8%,31,金属製品,,
32,鉄道車両,"4,324",92.4%,"1,370",76.9%,"2,954",99.7%,"4,309",92.4%,"1,355",76.6%,"2,954",99.7%,15,100.0%,15,100.0%,-,-,32,鉄道車両,,
33,完成自動車,"14,151,554",0.9%,"8,099,541",1.3%,"6,052,013",0.4%,"132,414",98.1%,"104,643",99.1%,"27,771",94.3%,"14,019,140",0.0%,"7,994,898",0.0%,"6,024,242",0.0%,33,完成自動車,,
34,その他輸送用車両,"135,672",72.1%,"18,262",16.2%,"117,410",80.8%,"107,968",90.3%,"2,790",97.3%,"105,178",90.1%,"27,704",1.3%,"15,472",1.6%,"12,232",0.9%,34,その他輸送用車両,,
35,二輪自動車,"63,419",99.2%,"7,833",97.0%,"55,586",99.5%,"62,573",100.0%,"7,335",100.0%,"55,238",100.0%,846,37.8%,498,52.2%,348,17.2%,35,二輪自動車,,
36,自動車部品,"2,651,174",99.4%,"1,640,199",99.9%,"1,010,975",98.6%,"2,559,104",100.0%,"1,610,295",100.0%,"948,809",100.0%,"92,070",82.7%,"29,904",92.8%,"62,166",77.8%,36,自動車部品,,
37,その他輸送機械,"606,300",63.7%,"136,215",32.5%,"470,085",72.7%,"393,623",97.9%,"43,923",100.0%,"349,700",97.6%,"212,677",0.3%,"92,292",0.4%,"120,385",0.2%,37,その他輸送機械,,
38,産業機械,"3,764,129",93.8%,"2,130,101",91.7%,"1,634,028",96.6%,"3,509,439",99.7%,"1,953,004",99.5%,"1,556,435",99.9%,"254,690",12.9%,"177,097",5.9%,"77,593",28.9%,38,産業機械,,
39,電気機械,"4,016,224",99.6%,"786,866",98.3%,"3,229,358",99.9%,"3,955,949",99.9%,"743,798",99.8%,"3,212,151",99.9%,"60,275",76.0%,"43,068",71.4%,"17,207",87.4%,39,電気機械,,
40,測量・光学・医療用機械,"611,606",98.3%,"243,949",96.3%,"367,657",99.6%,"583,518",98.2%,"229,158",96.1%,"354,360",99.6%,"28,088",99.4%,"14,791",99.5%,"13,297",99.3%,40,測量・光学・医療用機械,,
41,事務用機器,"243,687",99.2%,"95,340",98.4%,"148,347",99.7%,"181,958",100.0%,"34,661",100.0%,"147,297",100.0%,"61,729",96.8%,"60,679",97.6%,"1,050",53.3%,41,事務用機器,,
42,その他機械,"60,590",71.8%,"22,362",66.1%,"38,228",75.1%,"37,783",100.0%,"11,332",100.0%,"26,451",100.0%,"22,807",25.0%,"11,030",31.4%,"11,777",19.1%,42,その他機械,,
化学工業品,,"14,318,293",43.1%,"2,935,628",85.0%,"11,382,665",32.2%,"6,084,718",99.4%,"2,414,432",100.0%,"3,670,286",98.9%,"8,233,575",1.4%,"521,196",15.8%,"7,712,379",0.5%,化学工業品,,,
43,陶磁器,"149,666",100.0%,"11,957",100.0%,"137,709",100.0%,"148,993",100.0%,"11,304",100.0%,"137,689",100.0%,673,97.0%,653,100.0%,20,-,43,陶磁器,,
44,セメント,"2,867,437",0.6%,"32,968",12.0%,"2,834,469",0.5%,"16,676",100.0%,"3,356",100.0%,"13,320",100.0%,"2,850,761",0.0%,"29,612",2.0%,"2,821,149",-,44,セメント,,
45,ガラス類,"309,445",94.9%,"106,132",86.2%,"203,313",99.5%,"291,358",100.0%,"89,267",100.0%,"202,091",100.0%,"18,087",13.5%,"16,865",13.2%,"1,222",16.5%,45,ガラス類,,
46,窯業品,"433,885",87.1%,"178,125",84.1%,"255,760",89.3%,"371,416",100.0%,"146,997",100.0%,"224,419",100.0%,"62,469",10.8%,"31,128",9.0%,"31,341",12.5%,46,窯業品,,
47,重油,"503,515",-,"242,732",-,"260,783",-,-,-,-,-,-,-,"503,515",-,"242,732",-,"260,783",-,47,重油,,
48,揮発油,"1,066",23.4%,823,0.7%,243,100.0%,243,100.0%,-,-,243,100.0%,823,0.7%,823,0.7%,-,-,48,揮発油,,
49,その他の石油,"4,495,611",1.0%,"42,574",61.3%,"4,453,037",0.5%,"42,507",100.0%,"22,130",100.0%,"20,377",100.0%,"4,453,104",0.1%,"20,444",19.4%,"4,432,660",0.0%,49,その他の石油,,
50,LNG/液化天然ガス,214,100.0%,-,-,214,100.0%,194,100.0%,-,-,194,100.0%,20,100.0%,-,-,20,100.0%,50,LNG/液化天然ガス,,
51,LPG/液化石油ガス,"7,816",45.4%,"6,734",36.6%,"1,082",100.0%,930,100.0%,-,-,930,100.0%,"6,886",38.0%,"6,734",36.6%,152,100.0%,51,LPG/液化石油ガス,,
52,その他石油製品,"60,259",62.3%,"24,585",72.6%,"35,674",55.2%,"36,557",100.0%,"16,979",100.0%,"19,578",100.0%,"23,702",4.1%,"7,606",11.5%,"16,096",0.6%,52,その他石油製品,,
53,コークス,"73,729",15.7%,"7,969",-,"65,760",17.6%,"45,301",25.5%,-,-,"45,301",25.5%,"28,428",-,"7,969",-,"20,459",-,53,コークス,,
54,石炭製品,"5,464",99.6%,"4,825",100.0%,639,96.9%,"5,429",100.0%,"4,810",100.0%,619,100.0%,35,42.9%,15,100.0%,20,-,54,石炭製品,,
55,化学薬品,"1,048,708",93.6%,"341,669",98.9%,"707,039",91.1%,"932,885",99.4%,"294,194",100.0%,"638,691",99.2%,"115,823",46.9%,"47,475",91.7%,"68,348",15.8%,55,化学薬品,,
56,化学肥料,"63,009",95.9%,"6,131",79.9%,"56,878",97.6%,"54,842",100.0%,"2,249",100.0%,"52,593",100.0%,"8,167",68.3%,"3,882",68.3%,"4,285",68.3%,56,化学肥料,,
57,その他化学工業品,"4,298,469",97.2%,"1,928,404",95.7%,"2,370,065",98.4%,"4,137,387",100.0%,"1,823,146",100.0%,"2,314,241",100.0%,"161,082",25.0%,"105,258",21.2%,"55,824",32.3%,57,その他化学工業品,,
軽工業品,,"8,281,656",73.0%,"1,494,774",66.7%,"6,786,882",74.4%,"5,474,818",99.7%,"646,465",100.0%,"4,828,353",99.7%,"2,806,838",20.8%,"848,309",41.3%,"1,958,529",11.9%,軽工業品,,,
58,紙・パルプ,"2,660,077",43.0%,"494,594",67.0%,"2,165,483",37.5%,"982,329",98.4%,"263,357",100.0%,"718,972",97.8%,"1,677,748",10.5%,"231,237",29.4%,"1,446,511",7.5%,58,紙・パルプ,,
59,糸及び紡績半製品,"59,419",100.0%,"3,872",100.0%,"55,547",100.0%,"56,960",100.0%,"3,492",100.0%,"53,468",100.0%,"2,459",100.0%,380,100.0%,"2,079",100.0%,59,糸及び紡績半製品,,
60,その他繊維工業品,"381,022",100.0%,"60,995",99.9%,"320,027",100.0%,"379,041",100.0%,"59,435",100.0%,"319,606",100.0%,"1,981",97.0%,"1,560",98.1%,421,92.9%,60,その他繊維工業品,,
61,砂糖,"143,372",80.6%,"21,843",83.6%,"121,529",80.1%,"53,613",100.0%,370,100.0%,"53,243",100.0%,"89,759",69.1%,"21,473",83.3%,"68,286",64.6%,61,砂糖,,
62,製造食品,"3,127,556",94.6%,"462,192",80.9%,"2,665,364",97.0%,"2,820,254",100.0%,"262,856",100.0%,"2,557,398",100.0%,"307,302",44.9%,"199,336",55.7%,"107,966",24.8%,62,製造食品,,
63,飲料,"1,205,883",75.3%,"341,105",49.1%,"864,778",85.7%,"754,896",100.0%,"50,720",100.0%,"704,176",100.0%,"450,987",34.0%,"290,385",40.2%,"160,602",23.0%,63,飲料,,
64,水,"259,726",74.5%,"66,723",11.3%,"193,003",96.3%,"178,136",100.0%,"5,320",100.0%,"172,816",100.0%,"81,590",18.8%,"61,403",3.7%,"20,187",65.0%,64,水,,
65,たばこ,"94,378",86.0%,"9,003",25.1%,"85,375",92.4%,"77,778",100.0%,218,100.0%,"77,560",100.0%,"16,600",20.4%,"8,785",23.3%,"7,815",17.2%,65,たばこ,,
66,その他食料工業品,"350,223",58.0%,"34,447",90.2%,"315,776",54.5%,"171,811",100.0%,697,100.0%,"171,114",100.0%,"178,412",17.6%,"33,750",90.0%,"144,662",0.7%,66,その他食料工業品,,
雑工業品,,"12,074,588",97.7%,"1,533,408",86.1%,"10,541,180",99.4%,"11,630,964",100.0%,"1,174,803",100.0%,"10,456,161",100.0%,"443,624",38.3%,"358,605",40.8%,"85,019",28.0%,雑工業品,,,
67,がん具,"699,343",100.0%,"22,390",100.0%,"676,953",100.0%,"699,165",100.0%,"22,212",100.0%,"676,953",100.0%,178,100.0%,178,100.0%,-,-,67,がん具,,
68,衣服・身廻品・はきもの,"4,880,364",100.0%,"171,493",99.8%,"4,708,871",100.0%,"4,862,198",100.0%,"158,055",100.0%,"4,704,143",100.0%,"18,166",97.1%,"13,438",97.0%,"4,728",97.5%,68,衣服・身廻品・はきもの,,
69,文房具・運動娯楽用品・楽器,"833,249",99.9%,"137,793",99.9%,"695,456",99.9%,"818,396",100.0%,"126,835",100.0%,"691,561",100.0%,"14,853",98.4%,"10,958",98.4%,"3,895",98.2%,69,文房具・運動娯楽用品・楽器,,
70,家具装備品,"2,192,372",99.2%,"131,095",94.1%,"2,061,277",99.5%,"2,158,505",100.0%,"108,807",100.0%,"2,049,698",100.0%,"33,867",47.3%,"22,288",65.4%,"11,579",12.6%,70,家具装備品,,
71,その他日用品,"783,090",78.6%,"335,803",57.1%,"447,287",94.7%,"545,552",100.0%,"127,908",100.0%,"417,644",100.0%,"237,538",29.4%,"207,895",30.8%,"29,643",20.0%,71,その他日用品,,
72,ゴム製品,"833,413",97.7%,"375,296",97.0%,"458,117",98.3%,"803,331",100.0%,"354,845",100.0%,"448,486",100.0%,"30,082",37.7%,"20,451",45.5%,"9,631",20.9%,72,ゴム製品,,
73,木製品,"1,204,680",98.3%,"34,143",41.2%,"1,170,537",99.9%,"1,179,501",100.0%,"9,639",99.8%,"1,169,862",100.0%,"25,179",17.6%,"24,504",18.1%,675,0.7%,73,木製品,,
74,その他製造工業品,"648,077",92.6%,"325,395",91.1%,"322,682",94.1%,"564,316",100.0%,"266,502",100.0%,"297,814",100.0%,"83,761",42.9%,"58,893",50.9%,"24,868",24.1%,74,その他製造工業品,,
特殊品,,"13,168,489",48.7%,"8,306,014",42.1%,"4,862,475",60.0%,"5,452,941",89.5%,"3,178,705",85.0%,"2,274,236",95.8%,"7,715,548",19.9%,"5,127,309",15.6%,"2,588,239",28.6%,特殊品,,,
75,金属くず,"652,275",22.5%,"560,011",13.0%,"92,264",80.3%,"607,923",23.6%,"535,710",13.3%,"72,213",99.8%,"44,352",7.8%,"24,301",5.9%,"20,051",10.1%,75,金属くず,,
76,再利用資材,"2,541,568",87.7%,"2,474,347",87.9%,"67,221",81.2%,"2,220,569",100.0%,"2,173,069",100.0%,"47,500",100.0%,"320,999",2.8%,"301,278",0.7%,"19,721",35.8%,76,再利用資材,,
77,動植物性製造飼肥料,"1,123,232",98.8%,"90,422",88.3%,"1,032,810",99.7%,"1,052,195",100.0%,"23,875",100.0%,"1,028,320",100.0%,"71,037",80.5%,"66,547",84.1%,"4,490",27.4%,77,動植物性製造飼肥料,,
78,廃棄物,"14,400",32.0%,"4,160",99.3%,"10,240",4.7%,-,-,-,-,-,-,"14,400",32.0%,"4,160",99.3%,"10,240",4.7%,78,廃棄物,,
79,廃土砂,"1,634,652",0.0%,"1,634,249",0.0%,403,-,-,-,-,-,-,-,"1,634,652",0.0%,"1,634,249",0.0%,403,-,79,廃土砂,,
80,輸送用容器,"1,565,950",83.6%,"316,207",78.4%,"1,249,743",84.9%,"1,259,390",91.3%,"209,996",93.6%,"1,049,394",90.9%,"306,560",51.8%,"106,211",48.3%,"200,349",53.6%,80,輸送用容器,,
81,取合せ品,"5,636,412",28.7%,"3,226,618",28.5%,"2,409,794",29.0%,"312,864",100.0%,"236,055",100.0%,"76,809",100.0%,"5,323,548",24.5%,"2,990,563",22.8%,"2,332,985",26.7%,81,取合せ品,,
分類不能のもの,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,分類不能のもの,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
