"選挙名称","合計[人]","開票率[%]","残票[票]","無効票[票]","按分切捨て票[票]","不足票[票]","不受理票[票]","投票者数[人]"
"平成28年7月10日執行　参議院比例代表選出議員選挙","100036.994","100","0","2614","0.006","22","0","102673"

"平成28年7月10日執行　参議院比例代表選出議員選挙党派別開票結果","Ver201607",,,,,,,
