一連番号,測定地点の住所,緯度,経度,座標系,道路名,環境基準累計,測定開始年月日,測定終了年月日,道路種別,車線数,車道端からの距離(m),地上からの高さ(m),昼間等価騒音レベル(dB),夜間等価騒音レベル(dB)
157,目黒区下目黒2-20-24,35.633350,139.710007,JGD2011,都道白金台町等々力線（目黒通り）,c,2010-11-16,2010-11-25,4,5,3.5,1.2,74,73
158,目黒区中根1-2-15,35.618336,139.676010,JGD2011,都道白金台町等々力線（目黒通り）,c,2010-11-16,2010-11-25,4,5,4.2,1.2,66,63
159,目黒区八雲3-25-8,35.613941,139.664948,JGD2011,都道白金台町等々力線（目黒通り）,b,2010-11-16,2010-11-25,4,5,4.3,1.2,72,67
160,目黒区青葉台3-7-17,35.651955,139.689804,JGD2011,都道環状６号線（山手通り）,c,2010-11-16,2010-11-25,4,5,4.8,1.2,71,69
161,目黒区中目黒1-4-17,35.644115,139.701309,JGD2011,都道古川橋二子玉川線（駒沢通り）,c,2010-11-16,2010-11-25,4,6,3.2,1.2,68,66
162,目黒区大橋2-18-1,35.655499,139.685806,JGD2011,都道渋谷経堂線,b,2010-11-16,2010-11-25,4,2,3.1,1.2,67,66
163,目黒区東山3丁目1,35.650799,139.685730,JGD2011,国道２４６号,C,2011-01-12,2011-01-13,3,6,4.7,1.2,73,74
164,目黒区中町1丁目27,35.630047,139.696518,JGD2011,都道白金台町等々力線,C,2011-01-12,2011-01-13,4,5,5.5,1.2,75,72
165,目黒区中目黒3丁目5,35.639923,139.702118,JGD2011,都道環状６号線,C,2011-01-12,2011-01-13,4,4,8.5,1.2,69,66
166,目黒区柿の木坂2丁目4,35.625145,139.677933,JGD2011,都道環状７号線,B,2011-01-12,2011-01-13,4,6,3.9,1.2,70,68
167,目黒区南1丁目17,35.612614,139.688263,JGD2011,都道環状７号線,B,2011-01-12,2011-01-13,4,4,8,1.2,68,66
168,目黒区八雲5丁目13,35.622002,139.667343,JGD2011,都道上馬奥沢線,A,2011-01-12,2011-01-13,4,2,2,1.2,67,65
