一連番号,測定地点の住所,緯度,経度,座標系,道路名,環境基準累計,測定開始年月日,測定終了年月日,道路種別,車線数,車道端からの距離(m),地上からの高さ(m),昼間等価騒音レベル(dB),夜間等価騒音レベル(dB)
369,八王子市片倉町2416,35.640305,139.338898,JGD2011,国道１６号(東京環状),b,2010-12-15,2010-12-16,3,2,1.8,1.2,71,70
370,八王子市中野山王1-8-7,35.670620,139.331345,JGD2011,国道１６号(東京環状),c,2010-12-15,2010-12-16,3,2,2.6,1.2,70,68
371,八王子市北野町549-5,35.646137,139.353210,JGD2011,国道１６号（八王子バイパス）,c,2010-12-15,2010-12-16,3,6,8.3,1.2,69,68
372,八王子市大谷町355-1,35.677241,139.354245,JGD2011,国道１６号（八王子バイパス）,b,2010-12-15,2010-12-16,3,6,0,1.2,72,72
373,八王子市明神町4-21-1,35.660000,139.345459,JGD2011,国道２０号(甲州街道),c,2010-12-15,2010-12-16,3,4,3.7,1.2,68,65
374,八王子市八日町6-5,35.660358,139.329422,JGD2011,国道２０号(甲州街道),c,2010-12-15,2010-12-16,3,4,5,1.2,69,67
375,八王子市東浅川町90,35.649872,139.298630,JGD2011,国道２０号(甲州街道),b,2010-12-06,2010-12-07,3,4,4.4,1.2,69,66
376,八王子市加住町1-170-2,35.700542,139.316833,JGD2011,国道４１１号(滝山街道),a,2010-12-15,2010-12-16,3,2,1.5,1.2,71,68
377,八王子市下柚木2-10-6,35.627022,139.382715,JGD2011,都道２０号線（府中相模原線）,b,2010-12-15,2010-12-16,4,4,2.8,1.2,65,59
378,八王子市中野上町1-32-19,35.668228,139.322296,JGD2011,都道３２号線(秋川街道),c,2010-12-06,2010-12-07,4,2,1.2,1.2,68,65
379,八王子市川口町908-1,35.693042,139.279282,JGD2011,都道３２号線(秋川街道),a,2010-12-06,2010-12-07,4,2,1.5,1.2,70,64
380,八王子市犬目町8663,-,-,-,都道４６号線(高尾街道),a,2010-12-06,2010-12-07,4,2,2.1,1.2,70,67
381,八王子市四谷町741-6,35.675873,139.297012,JGD2011,都道４６号線(高尾街道),b,2010-12-06,2010-12-07,4,2,1.1,1.2,69,69
382,八王子市狭間町1737,35.637131,139.287140,JGD2011,都道４７号線(町田街道),a,2010-12-06,2010-12-07,4,2,2.4,1.2,72,68
383,八王子市石川町2065,35.671555,139.360764,JGD2011,都道５９号線（八王子武蔵村山線）,b,2010-12-15,2010-12-16,4,2,2.5,1.2,69,66
384,八王子市片倉町245-1,35.643249,139.333370,JGD2011,都道１７３号線(北野街道),a,2010-12-15,2010-12-16,4,2,1.7,1.2,65,62
385,八王子市大楽寺町539,35.670731,139.298981,JGD2011,都道５２１号線(陣場街道),b,2010-12-06,2010-12-07,4,2,2.1,1.2,70,67
386,八王子市西寺方町732,35.681908,139.273453,JGD2011,都道５２１号線(陣場街道),a,2010-12-06,2010-12-07,4,2,2.4,1.2,71,65
387,八王子市元本郷町1-3-10,35.662373,139.321396,JGD2011,市道１７号線(国道20号バイパス),c,2010-12-06,2010-12-07,5,4,2.9,1.2,73,69
388,八王子市下恩方町1849-1,35.671486,139.260799,JGD2011,都道６１号線（山田宮の前線）,a,2010-12-06,2010-12-07,4,2,4.4,1.2,69,63
389,八王子市松木30-1,35.621272,139.389995,JGD2011,都道１６８号線(多摩ﾆｭｰﾀｳﾝ通り),b,2010-12-15,2010-12-16,4,4,4.8,1.2,66,62
390,八王子市下柚木341,35.628994,139.380585,JGD2011,都道１６０号線(野猿街道),c,2010-12-15,2010-12-16,4,4,4.6,1.2,68,62
391,八王子市美山町1782,35.688110,139.250381,JGD2011,都道６１号線（山田宮の前線）,a,2010-12-06,2010-12-07,4,2,4.5,1.2,69,63
392,八王子市下恩方町1185-1,35.677281,139.256892,JGD2011,都道６１号線（山田宮の前線）,a,2010-12-06,2010-12-07,4,2,4.4,1.2,66,61
393,八王子市北野町538,35.646671,139.352158,JGD2011,国道１６号,C,2010-10-26,2010-10-27,3,4,6,1.2,69,68
394,八王子市大谷町285-1,35.676202,139.354381,JGD2011,国道１６号,B,2010-10-26,2010-10-27,3,4,3,1.2,73,72
395,八王子市滝山町1-267,35.691525,139.344910,JGD2011,国道１６号,B,2010-10-26,2010-10-27,3,4,5.5,1.2,71,70
396,八王子市大和田町1-1-1,35.665321,139.362747,JGD2011,国道１６号,C,2010-10-26,2010-10-27,3,4,4.5,1.2,73,70
397,八王子市片倉町2209,35.636078,139.338928,JGD2011,国道１６号,B,2010-10-26,2010-10-27,3,2,3.4,1.2,69,67
398,八王子市左入町549,35.678673,139.330017,JGD2011,国道１６号,C,2010-10-26,2010-10-27,3,2,7.5,1.2,72,68
399,八王子市左入町150,35.682304,139.345642,JGD2011,国道１６号,C,2010-10-26,2010-10-27,3,4,5.5,1.2,73,71
400,八王子市中野山王3-37,35.676395,139.319672,JGD2011,中央自動車道富士吉田線,A,2010-10-26,2010-10-27,1,4,15,1.2,57,55
401,八王子市南淺川町4068,35.615612,139.244919,JGD2011,国道２０号,B,2010-10-26,2010-10-27,3,2,2.5,1.2,69,66
402,八王子市堀之内887,35.632492,139.394028,JGD2011,都道町田平山八王子線,B,2010-10-26,2010-10-27,4,2,5,1.2,69,64
403,八王子市日吉町13-30,35.661716,139.312805,JGD2011,都道上野原八王子線,C,2010-10-26,2010-10-27,4,2,3.5,1.2,67,63
