一連番号,測定地点の住所,緯度,経度,座標系,道路名,環境基準累計,測定開始年月日,測定終了年月日,道路種別,車線数,車道端からの距離(m),地上からの高さ(m),昼間等価騒音レベル(dB),夜間等価騒音レベル(dB)
226,杉並区高円寺北2-1,35.705902,139.653915,JGD2011,都道環状７号線(環七通り),c,2010-11-30,2010-12-03,4,6,6.9,1.2,71,70
227,杉並区和田2-7,35.686996,139.656174,JGD2011,都道環状７号線(環七通り),c,2010-05-11,2010-05-14,4,6,5.7,1.3,70,68
228,杉並区和泉1-21,35.674351,139.659515,JGD2011,都道環状７号線(環七通り),c,2010-05-18,2010-05-21,4,6,2.8,1.3,71,71
229,杉並区桃井1-39,35.713997,139.614243,JGD2011,都道環状８号線（環八通り）,b,2010-06-29,2010-07-02,4,4,3.7,1.3,68,67
230,杉並区荻窪5-10,35.701599,139.617706,JGD2011,都道環状８号線（環八通り）,c,2010-06-01,2010-06-04,4,4,2.8,1.2,71,70
231,杉並区高井戸西1-5,35.680756,139.613739,JGD2011,都道環状８号線（環八通り）,b,2010-06-22,2010-06-25,4,4,3.6,1.3,73,74
232,杉並区下高井戸3-3,35.670132,139.631882,JGD2011,国道２０号線（甲州街道）,c,2010-09-14,2010-09-17,3,8,4.9,1.3,72,71
233,杉並区高井戸東2-3,35.677635,139.615311,JGD2011,都道新宿国立線（放射５号線）,b,2010-09-07,2010-09-10,4,6,4.5,1.2,70,69
234,杉並区上高井戸2-16,35.679134,139.606979,JGD2011,都道新宿国立線（放射５号線）,b,2010-09-28,2010-10-01,4,2,8.7,1.3,66,65
235,杉並区高円寺南2-11,35.698475,139.650757,JGD2011,都道東京所沢線（青梅街道）,c,2010-10-05,2010-10-08,4,4,4.0,1.3,69,68
236,杉並区成田東5-34,35.700737,139.631714,JGD2011,都道東京所沢線（青梅街道）,c,2010-10-26,2010-10-29,4,4,5.8,1.2,72,71
237,杉並区桃井4-2,35.712292,139.603058,JGD2011,都道東京所沢線（青梅街道）,c,2011-02-01,2011-02-04,4,4,4.7,1.2,71,69
238,杉並区高井戸東4-3,35.687462,139.620407,JGD2011,都道赤坂杉並線（井の頭通り）,b,2010-10-12,2010-10-15,4,4,2.9,1.2,72,71
239,杉並区宮前1-14,35.689945,139.609360,JGD2011,都道杉並あきる野線（井の頭通り）,b,2011-01-25,2011-01-28,4,4,4.1,1.4,70,68
240,杉並区成田東3-7,35.692486,139.637650,JGD2011,都道杉並あきる野線（五日市街道）,c,2010-10-19,2010-10-22,4,2,3.0,1.7,65,60
241,杉並区宮前1-18,35.690220,139.613647,JGD2011,都道杉並あきる野線（五日市街道）,c,2010-11-16,2010-11-19,4,2,1.8,1.2,69,69
242,杉並区阿佐谷北5-45,35.711430,139.641129,JGD2011,都道飯田橋石神井新座線（早稲田通り）,c,2011-01-18,2011-01-21,4,2,3.1,2.3,68,67
243,杉並区上井草3-6,35.719406,139.602066,JGD2011,都道向井町新町線（早稲田通り）,a,2010-11-23,2010-11-26,4,2,3.0,1.2,66,64
244,杉並区堀ノ内1-9,35.683540,139.650314,JGD2011,都道新宿国立線（方南通り）,b,2010-12-07,2010-12-10,4,4,3.9,1.2,67,65
245,杉並区阿佐谷北1-31,35.708443,139.636154,JGD2011,都道瀬田貫井線（中杉通り）,c,2011-02-07,2011-02-10,4,2,6.9,1.2,67,66
246,杉並区宮前3-27,35.696415,139.609192,JGD2011,区道２１３２号線（神明通り）,a,2010-06-08,2010-06-11,6,1,0.4,1.3,67,62
247,杉並区西荻北2-32,35.706882,139.605515,JGD2011,区道２１０３号線（真中橋通り）,a,2010-06-15,2010-06-18,6,2,1.3,1.9,65,58
248,杉並区高井戸西1-17,35.681786,139.606659,JGD2011,区道２１３３号線,a,2010-05-25,2010-05-28,6,2,0.6,1.2,65,63
