一連番号,測定地点の住所,緯度,経度,座標系,道路名,環境基準累計,測定開始年月日,測定終了年月日,道路種別,車線数,車道端からの距離(m),地上からの高さ(m),昼間等価騒音レベル(dB),夜間等価騒音レベル(dB)
488,小平市中島町26-9,35.729717,139.434265,JGD2011,都道中島十番線（村山街道）,a,2010-11-24,2010-11-25,4,2,2,1.2,67,63
489,小平市上水本町1-25-31,35.720364,139.464783,JGD2011,都道所沢府中線（府中街道）,a,2010-11-24,2010-11-25,4,2,2,1.2,69,68
490,小平市上水本町3-11-11,35.717648,139.470566,JGD2011,都道杉並あきる野線（五日市街道）,a,2010-11-24,2010-11-25,4,2,2,1.2,66,62
491,小平市鈴木町1-487,35.718842,139.496735,JGD2011,都道府中清瀬線（新小金井街道）,a,2010-11-24,2010-11-25,4,2,5,1.2,70,68
492,小平市花小金井5-463,35.733681,139.512436,JGD2011,都道新宿青梅線（青梅街道）,a,2010-11-24,2010-11-25,4,2,3,1.2,68,65
493,小平市津田町3-34-8,35.726337,139.470108,JGD2011,市道第B-２０号（たかの街道）,a,2010-11-24,2010-11-25,6,2,2,1.2,64,58
494,小平市回田町386,35.714573,139.498016,JGD2011,都道杉並あきるの線,A,2010-10-18,2010-10-19,4,2,4.5,1.2,64,61
495,小平市上水本町1-25,35.719688,139.464127,JGD2011,都道所沢府中線,A,2010-10-18,2010-10-19,4,2,2.5,1.2,68,67
496,小平市大沼町1-1,35.735401,139.492844,JGD2011,都道小平停車場中新田線,A,2010-10-18,2010-10-19,4,2,3.8,1.2,63,58
497,小平市鈴木町1-205,35.724052,139.497375,JGD2011,都道府中小平線,A,2010-10-18,2010-10-19,4,2,4.7,1.2,68,65
