一連番号,測定地点の住所,緯度,経度,座標系,道路名,環境基準類型等,測定開始年月日,測定終了年月日,道路種別,車線数,車道端からの距離(m),地上からの高さ(m),昼間等価騒音レベル(Leq)(dB),夜間等価騒音レベル(Leq)(dB)
44,港区西麻布3-12-4,35.655711,139.724191,JGD2011,都道４１８号線（外苑西通り）,b,2010-12-15,2010-12-16,4,6,3,1.2,67,65
45,港区港南3-9-59,35.632515,139.751373,JGD2011,都道３１６号線（海岸通り）,c,2011-01-17,2011-01-18,4,6,3.6,1.2,72,70
48,港区西麻布3-20-9,35.660005,139.725567,JGD2011,都道４１２号線（六本木通り）,c,2010-12-15,2010-12-16,4,8,3.1,1.2,74,74
52,港区白金台3丁目14,35.636768,139.725433,JGD2011,都道白金台町等々力線（目黒通り）,C,2011-01-17,2011-01-18,4,4,7,1.2,66,64
53,港区元赤坂1丁目1,35.678165,139.734344,JGD2011,都道外濠環状線,C,2010-12-15,2010-12-16,4,4,8,1.2,70,69
54,港区西麻布3丁目21,35.659618,139.725067,JGD2011,都道霞ヶ関渋谷線,C,2010-12-15,2010-12-16,4,8,5,1.2,74,74
55,港区白金台5丁目5,35.640797,139.722046,JGD2011,都道北品川四谷線（外苑西通り）,B,2011-01-17,2011-01-18,4,4,6,1.2,66,64
56,港区台場1丁目5,35.630180,139.777939,JGD2011,都道台場青海線,C,2011-01-17,2011-01-18,4,4,7.5,1.2,67,64
58,新宿区新小川町6-27,35.707932,139.741959,JGD2011,都道千代田練馬田無線(目白通り),c,2010-12-07,2010-12-10,4,4,0.4,1.2,75,73
59,新宿区下落合3-18-5,35.722721,139.703918,JGD2011,都道千代田練馬田無線(目白通り),c,2010-12-14,2010-12-17,4,2,0.5,1.2,72,71
60,新宿区西落合４－３－９,35.727474,139.680649,JGD2011,都道千代田練馬田無線(目白通り),b,2010-12-14,2010-12-17,4,4,0.4,1.2,74,74
61,新宿区西早稲田1-13-5,35.711399,139.720901,JGD2011,都道千代田練馬田無線(新目白通り),c,2010-12-14,2010-12-17,4,4,0.4,1.2,73,70
62,新宿区中落合1-3-8,35.717228,139.691818,JGD2011,都道千代田練馬田無線(新目白通り),c,2010-12-14,2010-12-17,4,4,0.5,1.2,76,73
63,新宿区神楽坂6-58,35.702477,139.736923,JGD2011,都道飯田橋石神井新座線(早稲田通り),c,2010-12-07,2010-12-10,4,1,0.3,1.2,66,64
64,新宿区西早稲田1-4-14,35.709324,139.716766,JGD2011,都道飯田橋石神井新座線(早稲田通り),c,2010-12-14,2010-12-17,4,4,0.5,1.2,69,66
65,新宿区高田馬場4-13-8,35.712646,139.700500,JGD2011,都道飯田橋石神井新座線(早稲田通り),c,2010-12-14,2010-12-17,4,2,0.4,1.2,71,69
66,新宿区西早稲田2-14-4,35.708221,139.711731,JGD2011,都道飯田橋石神井新座線補(諏訪通り),b,2010-12-14,2010-12-17,4,4,0.3,1.2,69,66
67,新宿区余丁町4-15,35.695473,139.716187,JGD2011,都道新宿両国線(余丁町通り),c,2010-12-07,2010-12-10,4,2,0.4,1.2,66,65
68,新宿区富久町8-25,35.691345,139.718140,JGD2011,都道新宿両国線(靖国通り),c,2010-12-07,2010-12-10,4,4,0.4,1.2,71,70
69,新宿区新宿5-16-5,35.692558,139.706100,JGD2011,都道新宿両国線(靖国通り),c,2010-12-14,2010-12-17,4,10,0.4,1.2,71,68
70,新宿区西新宿8-14-18,35.694984,139.691574,JGD2011,都道東京所沢線(青梅街道),c,2010-12-07,2010-12-10,4,4,5.2,1.2,67,66
72,新宿区市谷本村町7-3,35.695076,139.724976,JGD2011,都道環状３号線(外苑東通り),b,2010-12-07,2010-12-10,4,4,0.5,1.2,70,67
73,新宿区左門町13,35.686466,139.719818,JGD2011,都道環状３号線(外苑東通り),c,2010-12-14,2010-12-17,4,4,0.4,1.2,69,67
74,新宿区高田馬場2-1-9,35.712124,139.710083,JGD2011,都道芝新宿王子線(明治通り),c,2010-12-14,2010-12-17,4,4,0.4,1.2,75,74
75,新宿区中落合1-14-22,35.717953,139.688507,JGD2011,都道環状６号線(山手通り),a,2010-12-14,2010-12-17,4,4,0.3,1.2,73,70
77,新宿区大久保3-1-3,35.704676,139.708092,JGD2011,都道芝新宿王子線(明治通り),c,2010-12-07,2010-12-10,4,4,0.3,1.2,76,75
