一連番号,測定地点の住所,緯度,経度,座標系,道路名,環境基準類型等,測定開始年月日,測定終了年月日,道路種別,車線数,車道端からの距離(m),地上からの高さ(m),昼間等価騒音レベル(Leq)(dB),夜間等価騒音レベル(Leq)(dB)
455,昭島市緑町4-25-11,35.710136,139.341843,JGD2011,国道１６号,b,2010-06-28,2010-06-30,3,5,5.2,1.2,74,74
456,昭島市田中町2-28-25,35.704838,139.349457,JGD2011,国道１６号,b,2010-09-14,2010-09-16,3,5,8.5,1.2,69,70
464,昭島市拝島町1-18-16,35.708668,139.343735,JGD2011,国道１６号,B,2010-11-04,2010-11-05,3,5,4.3,1.2,75,74
465,昭島市松原町5-19,35.719372,139.339523,JGD2011,国道１６号,C,2010-11-04,2010-11-05,3,2,3,1.2,75,75
467,調布市仙川2-6-5,35.662598,139.579505,JGD2011,国道２０号（甲州街道）,c,2011-01-11,2011-01-19,3,4,6,2.5,71,70
469,調布市西つつじヶ丘3-19-1,35.657822,139.571388,JGD2011,国道２０号（甲州街道）,b,2011-01-18,2011-01-19,3,4,9,3.5,67,63
472,調布市仙川町3-17-4,35.664704,139.587682,JGD2011,国道２０号,B,2010-10-18,2010-10-19,3,4,3,1.2,71,69
477,町田市相原町343,35.609680,139.343918,JGD2011,国道１６号,B,2010-10-26,2010-10-27,3,2,2.5,1.2,73,70
478,町田市鶴間1202,35.503378,139.471089,JGD2011,国道２４６号,B,2010-10-18,2010-10-19,3,4,5.6,1.2,72,71
498,日野市多摩平4-3-1,35.667109,139.378379,JGD2011,国道２０号（日野バイパス）,a,2010-11-10,2010-11-17,3,4,3,1.3,69,66
499,日野市多摩平7-23-23,35.669273,139.389725,JGD2011,国道２０号（日野バイパス）,a,2010-11-17,2010-11-24,3,4,2,1.3,66,63
500,日野市万願寺6-35-13,35.669601,139.410080,JGD2011,国道２０号（日野バイパス）,b,2010-11-24,2010-12-01,3,4,3,1.3,65,62
507,日野市日野本町7-5,35.679592,139.399765,JGD2011,国道２０号,C,2010-10-26,2010-10-27,3,2,4.5,1.2,68,64
518,国立市谷保7190-4,35.681619,139.441444,JGD2011,国道２０号（甲州街道）,b,2011-01-24,2011-01-25,3,4,1,1.2,72,69
522,国立市谷保5128,35.679001,139.445923,JGD2011,国道２０号,B,2010-10-26,2010-10-27,3,4,2,1.2,72,70
525,福生市福生2300-4,35.740550,139.337811,JGD2011,国道１６号,c,2010-12-16,2010-12-17,3,4,3,1.5,74,73
528,福生市熊川1123,35.731098,139.341370,JGD2011,国道１６号,C,2010-11-04,2010-11-05,3,4,3.7,1.2,72,72
582,あきる野市菅生725,35.747017,139.289734,JGD2011,国道４１１号（滝山街道）,b,2010-10-14,2010-10-15,3,2,2,1.2,70,67
598,西多摩郡瑞穂町箱根ヶ崎西松原50,35.773102,139.335999,JGD2011,国道１６号,C,2010-11-04,2010-11-05,3,4,4.1,1.2,59,57
599,西多摩郡瑞穂町二本木907,35.789516,139.360397,JGD2011,国道１６号,B,2010-11-04,2010-11-05,3,4,5.6,1.2,70,69
602,西多摩郡奥多摩町留浦,35.800583,138.999527,JGD2011,国道４１１号,B,2010-11-04,2010-11-05,3,2,1,1.2,61,52
