一連番号,測定地点の住所,緯度,経度,座標系,道路名,環境基準類型等,測定開始年月日,測定終了年月日,道路種別,車線数,車道端からの距離(m),地上からの高さ(m),昼間等価騒音レベル(Leq)(dB),夜間等価騒音レベル(Leq)(dB)
550,武蔵村山市大南1-148,35.736668,139.395889,JGD2011,都道所沢武蔵村山立川線,c,2010-11-08,2010-11-09,4,2,3.1,1.2,66,63
552,武蔵村山市本町3-22,35.758026,139.383163,JGD2011,都道所沢武蔵村山立川線,A,2010-11-04,2010-11-05,4,2,3.7,1.2,66,62
553,武蔵村山市三ツ藤1-82,35.748867,139.382401,JGD2011,都道八王子武蔵村山線,B,2010-11-04,2010-11-05,4,2,3.8,1.2,68,66
554,武蔵村山市岸3-1,35.761345,139.369415,JGD2011,都道新宿青梅線,B,2010-11-04,2010-11-05,4,2,2.6,1.2,69,66
555,多摩市一ノ宮4-40,35.651226,139.438278,JGD2011,都道府中相模原線（野猿街道）,c,2010-12-15,2010-12-21,4,8,4,1.2,68,65
556,多摩市貝取5,35.612305,139.440384,JGD2011,都道府中町田線（鎌倉街道）,b,2010-12-15,2010-12-21,4,4,4,1.2,66,63
557,多摩市関戸4-10,35.647438,139.452744,JGD2011,都道府中町田線（鎌倉街道）,c,2010-12-15,2010-12-21,4,7,4,1.2,70,67
558,多摩市鶴牧1-1-4,35.625220,139.421285,JGD2011,都道小山乞田線（多摩ニュータウン通り）,c,2010-12-15,2010-12-21,4,4,3.5,1.2,66,62
559,多摩市乞田712,35.631371,139.436386,JGD2011,都道小山乞田線（多摩ニュータウン通り）,b,2010-12-15,2010-12-21,4,4,4,1.2,68,63
560,多摩市関戸6-5,35.638508,139.449600,JGD2011,都道府中町田線,B,2010-10-26,2010-10-27,4,4,4.6,1.2,68,63
561,稲城市矢野口228,35.640774,139.520325,JGD2011,都道川崎府中線（川崎街道）,c,2010-08-19,2010-08-19,4,4,6,1.2,69,-
562,稲城市大丸928-1,35.648172,139.492174,JGD2011,都道稲城日野線（川崎街道）,c,2010-08-19,2010-08-19,4,4,6,1.2,70,-
563,稲城市坂浜418,35.627499,139.487488,JGD2011,都道町田調布線（鶴川街道）,a,2010-08-19,2010-08-19,4,2,2,1.2,68,-
564,稲城市東長沼1735,35.637405,139.509216,JGD2011,都道町田調布線（鶴川街道）,b,2010-08-19,2010-08-19,4,2,4,1.2,67,-
565,稲城市百村2129,35.634609,139.486862,JGD2011,都道南多摩尾根幹線（尾根幹線）,b,2010-08-19,2010-08-19,4,2,5,1.2,65,-
566,稲城市若葉台2-17-1,35.621517,139.478521,JGD2011,都道町田調布線（鶴川街道）,b,2010-08-19,2010-08-19,4,2,5,1.2,61,-
567,稲城市若葉台4-32,35.628891,139.470459,JGD2011,都道南多摩尾根幹線（尾根幹線）,a,2010-08-19,2010-08-19,4,2,4,1.2,67,-
568,稲城市東長沼1362,35.643494,139.506638,JGD2011,都道川崎府中線（川崎街道）,b,2010-08-19,2010-08-20,4,4,6,1.2,69,65
569,稲城市大丸1173,35.649818,139.481720,JGD2011,都道稲城日野線（川崎街道）,c,2010-08-19,2010-08-20,4,4,6,1.2,69,66
570,稲城市東長沼1052,35.642918,139.501526,JGD2011,都道川崎府中線,C,2010-10-18,2010-10-19,4,4,6.5,1.2,68,63
571,羽村市羽加美4-2-9,35.765480,139.300278,JGD2011,都道立川青梅線（奥多摩街道）,a,2010-05-13,2010-05-14,4,2,1.5,1.2,69,63
572,羽村市羽加美1-29-5,35.768400,139.307700,JGD2011,都道立川青梅線（新奥多摩街道）,b,2010-05-13,2010-05-14,4,2,3.5,1.2,66,62
573,羽村市富士見平2-20-1,35.762592,139.325638,JGD2011,都道羽村瑞穂線（羽村街道）,a,2010-05-18,2010-05-18,4,4,2.5,1.2,65,-
576,羽村市羽加美4-2-9,35.765480,139.300278,JGD2011,都道立川青梅線（奥多摩街道）,a,2010-11-11,2010-11-12,4,2,1.5,1.2,69,64
577,羽村市羽加美1-29-5,35.768400,139.307700,JGD2011,都道立川青梅線（新奥多摩街道）,b,2010-11-11,2010-11-12,4,2,3.5,1.2,65,61
578,羽村市富士見平2-20-1,35.762592,139.325638,JGD2011,都道羽村瑞穂線（羽村街道）,a,2010-11-09,2010-11-09,4,4,2.5,1.2,65,-
