一連番号,測定地点の住所,緯度,経度,座標系,道路名,環境基準類型等,測定開始年月日,測定終了年月日,道路種別,車線数,車道端からの距離(m),地上からの高さ(m),昼間等価騒音レベル(Leq)(dB),夜間等価騒音レベル(Leq)(dB)
262,豊島区南池袋4丁目18,35.724346,139.720291,JGD2011,都道４３５号線,C,2010-11-29,2010-11-30,4,4,23.3,1.2,66,63
263,豊島区駒込3丁目20,35.737965,139.745590,JGD2011,都道４５５号線,C,2010-11-29,2010-11-30,4,4,4,1.2,69,66
268,北区昭和町3-9-10,35.749462,139.751129,JGD2011,都道王子千住南砂町線（明治通り）,c,2011-01-12,2011-01-13,4,4,3.8,1.2,68,66
270,北区赤羽北1-12-1,35.785896,139.712280,JGD2011,都道環状８号線,c,2011-01-19,2011-01-20,4,4,4,1.2,71,67
271,北区上十条5-4-1,35.764732,139.717499,JGD2011,都道環状７号線,c,2011-01-17,2011-01-18,4,4,4.7,1.2,68,66
272,北区堀船2丁目10,35.753471,139.745438,JGD2011,都道王子千住南砂町線,C,2011-02-23,2011-02-24,4,4,3.6,1.2,70,66
273,北区中十条2丁目14,35.762699,139.724686,JGD2011,都道中十条赤羽線,C,2011-02-23,2011-02-24,4,2,1,1.2,64,60
275,荒川区荒川2-2,35.736259,139.783386,JGD2011,都道王子千住南砂町線(明治通り),c,2010-05-31,2010-06-04,4,4,4.2,1.5,68,65
276,荒川区東尾久2-43,35.742863,139.769562,JGD2011,都道台東鳩ヶ谷線(尾久橋通り),c,2010-04-19,2010-04-23,4,4,6.1,1.2,71,66
277,荒川区荒川3-67,35.734917,139.778183,JGD2011,都道上野尾竹橋線(尾竹橋通り),c,2010-09-27,2010-10-01,4,4,3.4,1.4,70,67
278,荒川区町屋3-8,35.746952,139.782974,JGD2011,都道上野尾竹橋線(尾竹橋通り),c,2010-10-18,2010-10-22,4,2,3.5,1.5,69,68
281,荒川区東尾久1丁目34,35.741264,139.769394,JGD2011,都道台東鳩ヶ谷線(尾久橋通り),C,2010-11-18,2010-11-19,4,4,4,1.2,69,66
282,荒川区荒川3丁目21,35.734924,139.782852,JGD2011,都道王子千住南砂町線(明治通り),C,2010-11-18,2010-11-19,4,4,5,1.2,68,64
284,板橋区高島平1-9-1,35.781695,139.667824,JGD2011,都道４４６号線(都道補助２０１号),b,2010-10-04,2010-10-07,4,6,2,1.2,71,67
285,板橋区双葉町42-1,35.759457,139.700028,JGD2011,都道３１８号線(環状七号線),c,2010-02-01,2010-02-04,4,4,4,1.2,69,66
286,板橋区蓮根3-6-3,35.785884,139.675917,JGD2011,都道４４６号線(高島通り),b,2010-10-18,2010-10-21,4,4,4,1.2,68,65
288,板橋区熊野町25-2,35.744221,139.707901,JGD2011,都道３１７号線(山手通り),c,2010-07-01,2010-07-02,4,6,4,1.2,74,73
291,板橋区小茂根4-9-2,35.746487,139.675751,JGD2011,都道３１８号線(環状七号線),c,2010-10-14,2010-10-15,4,4,4,1.2,75,73
294,板橋区小豆沢4-29-1,35.781399,139.696838,JGD2011,都道３１１号線(環状八号線),c,2010-09-13,2010-09-14,4,4,4,1.2,73,70
295,板橋区稲荷台222-4,35.762279,139.710310,JGD2011,都道３１８号線(環状七号線),c,2011-01-12,2011-01-12,4,4,3,1.2,73,71
296,板橋区熊野町11-2,35.741886,139.706751,JGD2011,都道３１７号線(山手通り),c,2010-07-12,2010-07-13,4,9,4,1.2,70,68
305,足立区新田2-4,35.773075,139.740738,JGD2011,都道３１８号線（環七通り）,c,2010-05-27,2010-05-28,4,4,3,1.5,71,70
306,足立区大谷田4-1,35.777340,139.837265,JGD2011,都道３１８号線（環七通り）,c,2010-11-16,2010-11-17,4,4,4,1.5,68,66
310,足立区西新井本町2--3-1,35.777217,139.775666,JGD2011,都道３０７号線,c,2010-11-15,2010-11-16,4,2,1,1.5,66,61
311,足立区本木南町2,35.760323,139.781052,JGD2011,都道４５０号線,c,2010-11-29,2010-11-30,4,4,7.1,1.5,71,67
312,足立区綾瀬3-12-15,35.764210,139.828583,JGD2011,都道３１４号線,b,2010-12-01,2010-12-02,4,2,6,1.5,67,63
