一連番号,測定地点の住所,緯度,経度,座標系,道路名,環境基準累計,測定開始年月日,測定終了年月日,道路種別,車線数,車道端からの距離(m),地上からの高さ(m),昼間等価騒音レベル(dB),夜間等価騒音レベル(dB)
118,江東区亀戸4-14,35.701527,139.828720,JGD2011,都道放射１４号線（蔵前橋通り）,b,2010-05-17,2010-05-18,4,4,4,1.5,71,68
119,江東区亀戸7-39-5,35.697041,139.838654,JGD2011,国道１４号（京葉道路）,c,2010-05-13,2010-05-14,3,6,5,2.1,72,70
120,江東区住吉2-28-36,35.689022,139.819382,JGD2011,都道放射３１号線（新大橋通り）,b,2010-07-01,2010-07-02,4,4,4,2,66,64
121,江東区大島3-16-2,35.689594,139.829697,JGD2011,都道放射３１号線（新大橋通り）,c,2010-05-19,2010-05-20,4,4,3,2.1,67,64
122,江東区北砂4-13-23,35.676956,139.829224,JGD2011,都道補助１１１号線（清洲橋通り）,c,2010-06-07,2010-06-08,4,4,3,1.5,69,65
123,江東区南砂4-4-1,35.674496,139.830322,JGD2011,都道放射２９号線（葛西橋通り）,c,2010-05-10,2010-05-11,4,4,3,2.1,73,71
124,江東区永代2-31,35.673653,139.792633,JGD2011,都道放射１６号線（永代通り）,c,2010-05-27,2010-05-28,4,6,5,1.5,68,66
125,江東区東陽3-27,35.670174,139.815643,JGD2011,都道放射１６号線（永代通り）,c,2010-06-03,2010-06-04,4,6,6,1.7,69,68
126,江東区豊洲4-11-18,35.653324,139.799072,JGD2011,都道補助３４号線（晴海通り）,c,2010-10-19,2010-10-20,4,7,6,1.2,67,63
127,江東区平野1-2-3,35.678619,139.798462,JGD2011,都道補助１１０号線（清澄通り）,c,2010-05-26,2010-05-27,4,4,4,1.5,69,67
128,江東区東雲2-5,35.640823,139.799210,JGD2011,国道３５７号（湾岸道路）,c,2010-06-01,2010-06-02,3,4,4,1.5,72,70
129,江東区森下4-9-22,35.685215,139.806168,JGD2011,都道環状３号線（三ツ目通り）,c,2010-05-25,2010-05-26,4,4,2.5,1.5,69,66
130,江東区枝川3-3,35.658913,139.808472,JGD2011,都道環状３号線（三ツ目通り）,c,2010-06-02,2010-06-03,4,6,3,1.8,72,70
131,江東区東陽4-11-28,35.672993,139.816360,JGD2011,都道放射３２号線（四ツ目通り）,c,2010-06-17,2010-06-18,4,4,8,1.2,67,64
132,江東区大島3-4-5,35.692406,139.826218,JGD2011,都道補助１１６号線（明治通り）,c,2010-05-18,2010-05-19,4,4,5,1.2,67,64
133,江東区大島6-7-8,35.691181,139.835190,JGD2011,都道環状４号線（丸八通り）,b,2010-06-24,2010-06-25,4,4,5.1,2,65,62
134,江東区東砂2-12-14,35.683292,139.843781,JGD2011,都道補助１４４号線（番所橋通り）,b,2010-05-12,2010-05-13,4,4,4.5,2.1,69,64
135,江東区大島7-30 (10F),35.693832,139.841415,JGD2011,高速７号小松川線,c,2010-06-10,2010-06-11,2,4,23,26,68,67
136,江東区枝川2-1 (10F),35.659821,139.805649,JGD2011,高速９号深川線,c,2010-05-31,2010-06-01,2,4,28,27,72,70
137,江東区南砂3丁目14,35.669125,139.831863,JGD2011,都道南砂町吾嬬町線,B,2010-11-29,2010-11-30,4,4,4.5,1.2,63,59
138,江東区白河2丁目12-3,35.682590,139.801010,JGD2011,都道浜町北砂町線,C,2010-11-29,2010-11-30,4,4,3.7,1.2,69,66
139,江東区南砂5丁目24-7,35.675953,139.835510,JGD2011,都道東京浦安線,C,2010-11-29,2010-11-30,4,4,5.5,1.2,67,60
140,江東区塩浜1丁目5-5,35.659657,139.801224,JGD2011,区道江１４４,C,2010-11-29,2010-11-30,5,6,6.5,1.2,64,60
141,江東区辰巳1丁目8-43,35.650688,139.808884,JGD2011,区道江２５９、３０４,A,2010-11-29,2010-11-30,5,4,12,1.2,62,57
142,江東区潮見1丁目14-11,35.656734,139.814011,JGD2011,区道江４１６、４００,C,2010-11-29,2010-11-30,5,4,4.5,1.2,62,60
143,江東区塩浜2丁目11-6,35.663826,139.809311,JGD2011,"区道江174,175,368,459",C,2010-11-29,2010-11-30,5,4,4,1.2,68,65
