一連番号,測定地点の住所,緯度,経度,座標系,道路名,環境基準類型等,測定開始年月日,測定終了年月日,道路種別,車線数,車道端からの距離(m),地上からの高さ(m),昼間等価騒音レベル(Leq)(dB),夜間等価騒音レベル(Leq)(dB)
520,国立市東2-29-3,35.694538,139.446834,JGD2011,国立停車場谷保線（大学通り）,a,2011-01-26,2011-01-27,4,4,3,1.2,67,63
521,国分寺市本多4-3,35.707230,139.481064,JGD2011,都道恋ヶ窪新田三鷹線,C,2010-10-18,2010-10-19,4,2,3.5,1.2,66,63
523,福生市本町5,35.738701,139.326782,JGD2011,都道立川・青梅線（新奥多摩街道）,c,2010-12-27,2010-12-28,4,2,3,1.5,71,69
524,福生市牛浜163,35.733948,139.336945,JGD2011,都道杉並・あきる野線（五日市街道）,a,2011-01-04,2011-01-05,4,2,3,1.5,59,57
526,福生市熊川308,35.719730,139.332642,JGD2011,都道杉並・あきる野線（睦橋通り）,b,2010-12-21,2010-12-22,4,4,3,2,65,66
527,福生市熊川1631,35.723953,139.348816,JGD2011,都道杉並・あきる野線（五日市街道）,c,2010-12-20,2010-12-21,4,2,3,1.5,70,64
529,狛江市東和泉1-28-1,35.630730,139.580032,JGD2011,都道世田谷町田線(世田谷通り),c,2011-02-24,2011-02-25,4,2,2.5,1.2,68,66
530,狛江市和泉本町1-1-5,35.634491,139.577927,JGD2011,都道大田調布線(狛江通り),c,2011-02-24,2011-02-25,4,2,5.5,1.2,65,61
531,東大和市中央2-870,35.746445,139.429016,JGD2011,都道新宿青梅線（新青梅街道）,b,2010-11-18,2010-11-19,4,4,2,1.5,77,74
532,東大和市中央2-1101-27,35.743168,139.430258,JGD2011,都道新宿青梅線（青梅街道）,b,2010-11-16,2010-11-17,4,2,1,1.2,69,64
533,東大和市蔵敷1-448-1,35.754211,139.421036,JGD2011,都道新宿青梅線（青梅街道）,a,2010-11-15,2010-11-16,4,2,0.5,1.2,69,62
534,東大和市立野4-476-2,35.740518,139.416662,JGD2011,都道立川東大和線（芋窪街道）,c,2010-11-24,2010-11-25,4,2,3.4,1.2,69,67
535,清瀬市中清戸2-686,35.781063,139.527237,JGD2011,都道浦和東村山線　（志木街道）,a,2010-10-27,2010-10-28,4,2,2,1.2,66,64
536,清瀬市元町2-27-12,35.777699,139.517212,JGD2011,都道練馬所沢線（小金井街道）,c,2010-11-25,2010-11-26,4,2,2,1.2,64,65
537,清瀬市竹丘1-17-9,35.770454,139.507187,JGD2011,都道東村山清瀬線（病院街道）,a,2010-11-18,2010-11-19,4,2,2,1.2,65,58
539,東久留米市滝山3-11,35.740479,139.505096,JGD2011,都道新宿青梅線（新青梅街道）,b,2011-02-16,2011-02-17,4,4,3.8,1.2,70,66
540,東久留米市野火止1-1,35.761608,139.515976,JGD2011,都道府中清瀬線（小金井街道）,c,2011-02-16,2011-02-17,4,2,3.2,1.2,70,68
541,東久留米市南沢5-18,35.744312,139.524948,JGD2011,都道東京所沢線（所沢街道）,a,2011-02-16,2011-02-17,4,2,2.5,1.2,68,66
542,東久留米市滝山6-1,35.746067,139.504303,JGD2011,都道東久留米線（新小金井街道）,a,2011-02-16,2011-02-17,4,2,3.5,1.2,68,67
543,武蔵村山市三ツ木3-23-11,35.760361,139.371445,JGD2011,都道新宿青梅線（青梅街道）,b,2010-11-11,2010-11-12,4,2,2.5,1.2,71,68
544,武蔵村山市中籐4-18-1,35.757717,139.403427,JGD2011,都道新宿青梅線（青梅街道）,b,2010-11-11,2010-11-12,4,2,2.0,1.2,65,60
545,武蔵村山市三ツ藤3-7-8,35.756331,139.371374,JGD2011,都道新宿青梅線（新青梅街道）,b,2010-11-09,2010-11-10,4,4,2.8,1.2,73,70
546,武蔵村山市学園3-24-1,35.748326,139.405331,JGD2011,都道新宿青梅線（新青梅街道）,b,2010-11-08,2010-11-09,4,4,2.8,1.2,76,71
547,武蔵村山市残堀5-8-1,35.749798,139.373489,JGD2011,都道三ツ木八王子線,b,2010-11-11,2010-11-12,4,2,4.0,1.2,67,65
548,武蔵村山市榎3-113-6,35.749404,139.383198,JGD2011,都道八王子武蔵村山線,b,2010-11-08,2010-11-09,4,2,3.9,1.2,68,67
549,武蔵村山市伊奈平2-19-1,35.740856,139.382156,JGD2011,都道八王子武蔵村山線,c,2010-11-09,2010-11-10,4,2,3.9,1.2,67,64
