一連番号,測定地点の住所,緯度,経度,座標系,道路名,環境基準類型等,測定開始年月日,測定終了年月日,道路種別,車線数,車道端からの距離(m),地上からの高さ(m),昼間等価騒音レベル(Leq)(dB),夜間等価騒音レベル(Leq)(dB)
5,千代田区平河町2-5-1２－５－１,35.680577,139.738639,JGD2011,区道２２０号（プリンス通り）,b,2010-07-06,2010-07-08,6,2,1.9,1.5,65,62
10,千代田区富士見1-4-4,35.698372,139.746094,JGD2011,区道２７０号（早稲田通り）,c,2010-10-26,2010-10-28,6,1,2.7,1.5,65,59
14,千代田区岩本町2-8-10,35.692783,139.776947,JGD2011,区道７９２号（水天宮通り）,c,2010-10-26,2010-10-28,6,5,3.8,1.5,67,64
57,港区芝3丁目7,35.652321,139.748001,JGD2011,区道１０２２号線,C,2011-01-17,2011-01-18,6,4,3,1.2,68,65
71,新宿区新宿1-7-3,35.688770,139.710327,JGD2011,区道４１－９００(新宿通り),c,2010-12-14,2010-12-17,6,4,0.4,1.2,70,69
76,新宿区納戸町36,35.696926,139.733063,JGD2011,区道３４－１９１,a,2010-12-07,2010-12-10,6,1,0,1.2,63,57
107,墨田区八広4-12-3,35.722626,139.826523,JGD2011,区道 墨１２０（八広中央通り）,c,2010-11-29,2010-12-03,6,2,2,1.2,66,62
108,墨田区八広6-53 吾嬬西公園,35.724098,139.830521,JGD2011,区道 墨１２１（八広はなみずき通り）,c,2010-11-29,2010-12-03,6,2,3,1.2,67,64
109,墨田区八広5-7 八広第一児童遊園,35.723965,139.824219,JGD2011,区道 墨１１９（曳舟川通り）,c,2010-12-06,2010-12-10,6,2,4,1.2,68,65
246,杉並区宮前3-27,35.696415,139.609192,JGD2011,区道２１３２号線（神明通り）,a,2010-06-08,2010-06-11,6,1,0.4,1.3,67,62
247,杉並区西荻北2-32,35.706882,139.605515,JGD2011,区道２１０３号線（真中橋通り）,a,2010-06-15,2010-06-18,6,2,1.3,1.9,65,58
248,杉並区高井戸西1-17,35.681786,139.606659,JGD2011,区道２１３３号線,a,2010-05-25,2010-05-28,6,2,0.6,1.2,65,63
279,荒川区東日暮里6-17,35.729103,139.777298,JGD2011,区道荒１０７号(日暮里中央通り),c,2010-11-08,2010-11-12,6,2,4.1,1.7,66,61
280,荒川区東尾久6-35,35.749165,139.772858,JGD2011,区道荒１１１号(旭電化通り),c,2010-12-06,2010-12-10,6,2,2.5,1.5,66,62
429,三鷹市下連雀2-26,35.697388,139.566025,JGD2011,市道市道６号線（むらさき橋通り）,b,2010-06-28,2010-07-02,6,2,2,1,68,65
449,府中市四谷5-44,35.663307,139.440155,JGD2011,市道多摩川通り,c,2011-02-07,2011-02-10,6,2,5,1.5,70,67
450,府中市押立町1-38,35.659218,139.512726,JGD2011,市道白糸台通り,a,2011-01-04,2011-01-07,6,2,3,1.5,66,67
459,昭島市朝日町4-23-28,35.708935,139.369827,JGD2011,市道昭島１７号（江戸街道）,c,2010-07-06,2010-07-08,6,2,4.5,1.2,64,60
463,昭島市つつじが丘3-1-30,35.714344,139.370575,JGD2011,市道昭島１６号（つつじが丘通り）,a,2011-03-12,2011-03-14,6,2,3.4,1.2,63,57
474,町田市木曽東2-1-1,35.555057,139.427136,JGD2011,市道町田４３７号線（町田駅前通り）,c,2011-02-01,2011-02-02,6,2,2.4,1.2,71,66
493,小平市津田町3-34-8,35.726337,139.470108,JGD2011,市道第B-２０号（たかの街道）,a,2010-11-24,2010-11-25,6,2,2,1.2,64,58
509,東村山市久米川町3-30-5,35.761127,139.479584,JGD2011,市道第３７３号線１（鷹の道）,a,2010-10-14,2010-10-15,6,2,4,1.2,64,59
510,東村山市富士見町1-2-31,35.744614,139.456924,JGD2011,市道第１号線（江戸街道）,c,2010-11-18,2010-11-19,6,2,2.1,1.2,64,58
514,国分寺市日吉町3-26,35.703793,139.453552,JGD2011,市道幹９号線（内藤橋街道）,a,2010-12-09,2010-12-15,6,2,2,1.2,67,62
515,国分寺市西町1-5-8,35.704289,139.437330,JGD2011,市道幹１１号線（戸倉通り）,a,2010-12-09,2010-12-15,6,2,5.2,1.2,65,60
516,国分寺市日吉町1-30,35.703468,139.459076,JGD2011,市道幹７号線（熊野神社通り）,a,2010-12-09,2010-12-15,6,2,2.5,1.2,66,61
519,国立市谷保6256-8,35.680934,139.431754,JGD2011,市道南２６号線（石田街道）,b,2011-01-25,2011-01-26,6,2,1,1.2,68,62
551,武蔵村山市榎1-1-28,35.746030,139.387530,JGD2011,都道第２号線（江戸街道）,c,2010-11-09,2010-11-10,6,2,4.1,1.2,64,60
574,羽村市緑ヶ丘5-2-1,35.767163,139.311026,JGD2011,羽村市道第１０１号線（市役所通り）,c,2010-05-10,2010-05-10,6,2,2.5,1.2,70,-
575,羽村市緑ヶ丘2-18-5,35.764785,139.319662,JGD2011,羽村市道第１０３号線（水道道路）,a,2010-05-12,2010-05-12,6,2,3.4,1.2,64,-
579,羽村市緑ヶ丘5-2-1,35.767163,139.311026,JGD2011,羽村市道第１０１号線（市役所通り）,c,2010-11-08,2010-11-08,6,2,2.5,1.2,67,-
580,羽村市緑ヶ丘2-18-5,35.764785,139.319662,JGD2011,羽村市道第１０３号線（水道道路）,a,2010-11-10,2010-11-10,6,2,3.4,1.2,65,-
595,西東京市南町3-18-40,35.722900,139.542114,JGD2011,市道１１９号線,a,2011-01-24,2011-01-25,6,2,5.5,1.2,63,60
