一連番号,測定地点の住所,緯度,経度,座標系,道路名,環境基準類型等,測定開始年月日,測定終了年月日,道路種別,車線数,車道端からの距離(m),地上からの高さ(m),昼間等価騒音レベル(Leq)(dB),夜間等価騒音レベル(Leq)(dB)
406,立川市西砂町6-12-10,35.729572,139.372147,JGD2011,都道杉並あきる野線（五日市街道）,a,2010-10-05,2010-10-06,4,2,1,1.5,70,67
407,立川市柴崎町1-17-7,35.692390,139.406006,JGD2011,都道立川青梅線（旧奥多摩街道）,a,2010-10-07,2010-10-08,4,2,1,1.5,67,60
408,立川市若葉町4-11-19,35.725261,139.433991,JGD2011,都道立川所沢線（立川通り）,b,2010-10-14,2010-10-15,4,2,3,1.5,69,66
409,立川市若葉町3-34-1,35.720204,139.439199,JGD2011,都道杉並あきる野線（五日市街道）,b,2010-11-11,2010-11-12,4,2,1,1.5,70,69
410,立川市高松町2-26-3,35.705067,139.418915,JGD2011,都道立川所沢線（高松大通り）,c,2010-10-12,2010-10-13,4,2,3,1.5,70,69
411,立川市錦町5-20-25,35.685375,139.413849,JGD2011,都道２５６号線（甲州街道）,b,2010-10-18,2010-10-19,4,2,4,1.5,68,64
412,立川市錦町5-20-25,35.685375,139.413849,JGD2011,都道立川青梅線（新奥多摩街道）,b,2010-10-19,2010-10-20,4,4,3,1.5,69,66
413,立川市一番町1-40,35.725170,139.382370,JGD2011,都道八王子・武蔵村山線（東文化通り）,a,2010-10-21,2010-10-22,4,2,2,1.5,68,67
414,立川市曙町3-24,35.702148,139.421066,JGD2011,都道立川所沢線,C,2010-10-26,2010-10-27,4,4,3.9,1.2,74,71
415,立川市幸町5-3,35.724590,139.418579,JGD2011,都道立川東大和線,C,2010-10-26,2010-10-27,4,2,5.3,1.2,69,64
416,武蔵野市中町2-10,35.706509,139.563416,JGD2011,都道７号（杉並あきる野線）,c,2010-11-16,2010-11-17,4,2,0,1.5,69,67
417,武蔵野市中町3-9-11,35.711914,139.565796,JGD2011,都道７号（杉並あきる野線）,c,2010-11-18,2010-11-19,4,2,1,1.5,68,66
418,武蔵野市中町3-4,35.711681,139.564117,JGD2011,都道１２１号線(武蔵野調布線）,c,2010-11-10,2010-11-11,4,2,2,1.5,68,65
419,武蔵野市関前1-9,35.710793,139.544022,JGD2011,都道１２号(調布田無線）,c,2010-11-29,2010-11-30,4,2,0,1.5,68,65
420,武蔵野市八幡町2-5-3,35.721550,139.559280,JGD2011,都道７号線（杉並あきる野線）,b,2010-11-30,2010-12-01,4,3,0,1.5,65,62
421,武蔵野市吉祥寺東町1-23,35.708572,139.588120,JGD2011,都道１１３号線(杉並武蔵野線）,a,2010-11-09,2010-11-10,4,2,1,1.5,66,63
422,武蔵野市御殿山1-19,35.699440,139.572311,JGD2011,都道１１４号線(武蔵野狛江線),a,2010-11-08,2010-11-09,4,3,0,1.5,70,69
423,武蔵野市境南町5-10,35.695648,139.537155,JGD2011,都道１２号線(境調布線),a,2010-11-24,2010-11-25,4,2,0,1.5,66,62
424,武蔵野市吉祥寺東町3-19,35.708252,139.590820,JGD2011,都道杉並あきる野線,C,2010-10-19,2010-10-20,4,2,2.5,1.2,67,65
425,武蔵野市西久保2-1,35.707680,139.560806,JGD2011,都道武蔵野調布線,C,2010-10-18,2010-10-19,4,2,3.3,1.2,69,65
426,三鷹市上連雀9-42-25,35.685791,139.549957,JGD2011,都道調布田無線（武蔵境通り）,a,2010-05-17,2010-05-21,4,2,2,1,68,66
427,三鷹市新川6-30-22,35.681416,139.564667,JGD2011,都道新宿国立線（東八道路）,b,2010-06-07,2010-06-11,4,4,3,1,66,61
428,三鷹市下連雀1-13-1,35.696217,139.569916,JGD2011,都道武蔵野狛江線（吉祥寺通り）,b,2010-06-21,2010-06-25,4,2,2,1,71,68
430,三鷹市大沢1-13,35.676601,139.539490,JGD2011,都道境調布線,A,2010-10-18,2010-10-19,4,2,4.0,1.2,65,60
431,青梅市新町1-21-13,35.787998,139.298141,JGD2011,都道新宿青梅線（青梅街道）,b,2010-09-13,2010-09-16,4,4,4.5,1.2,66,61
432,青梅市畑中3-953-1,35.779157,139.234967,JGD2011,都道奥多摩青梅線（吉野街道）,a,2010-11-30,2010-12-03,4,2,1.5,1.2,71,67
