一連番号,測定地点の住所,緯度,経度,座標系,道路名,環境基準累計,測定開始年月日,測定終了年月日,道路種別,車線数,車道端からの距離(m),地上からの高さ(m),昼間等価騒音レベル(dB),夜間等価騒音レベル(dB)
404,立川市幸町5-83-1,35.725777,139.418456,JGD2011,都道立川東大和線（芋窪街道）,c,2010-10-04,2010-10-05,4,4,3,1.5,70,65
405,立川市泉町786-11,35.719000,139.418720,JGD2011,都道立川東大和線（芋窪街道）,a,2010-10-25,2010-10-26,4,4,6,2,67,60
406,立川市西砂町6-12-10,35.729572,139.372147,JGD2011,都道杉並あきる野線（五日市街道）,a,2010-10-05,2010-10-06,4,2,1,1.5,70,67
407,立川市柴崎町1-17-7,35.692390,139.406006,JGD2011,都道立川青梅線（旧奥多摩街道）,a,2010-10-07,2010-10-08,4,2,1,1.5,67,60
408,立川市若葉町4-11-19,35.725261,139.433991,JGD2011,都道立川所沢線（立川通り）,b,2010-10-14,2010-10-15,4,2,3,1.5,69,66
409,立川市若葉町3-34-1,35.720204,139.439199,JGD2011,都道杉並あきる野線（五日市街道）,b,2010-11-11,2010-11-12,4,2,1,1.5,70,69
410,立川市高松町2-26-3,35.705067,139.418915,JGD2011,都道立川所沢線（高松大通り）,c,2010-10-12,2010-10-13,4,2,3,1.5,70,69
411,立川市錦町5-20-25,35.685375,139.413849,JGD2011,都道２５６号線（甲州街道）,b,2010-10-18,2010-10-19,4,2,4,1.5,68,64
412,立川市錦町5-20-25,35.685375,139.413849,JGD2011,都道立川青梅線（新奥多摩街道）,b,2010-10-19,2010-10-20,4,4,3,1.5,69,66
413,立川市一番町1-40,35.725170,139.382370,JGD2011,都道八王子・武蔵村山線（東文化通り）,a,2010-10-21,2010-10-22,4,2,2,1.5,68,67
414,立川市曙町3-24,35.702148,139.421066,JGD2011,都道立川所沢線,C,2010-10-26,2010-10-27,4,4,3.9,1.2,74,71
415,立川市幸町5-3,35.724590,139.418579,JGD2011,都道立川東大和線,C,2010-10-26,2010-10-27,4,2,5.3,1.2,69,64
