一連番号,測定地点の住所,緯度,経度,座標系,道路名,環境基準累計,測定開始年月日,測定終了年月日,道路種別,車線数,車道端からの距離(m),地上からの高さ(m),昼間等価騒音レベル(dB),夜間等価騒音レベル(dB)
305,足立区新田2-4,35.773075,139.740738,JGD2011,都道３１８号線（環七通り）,c,2010-05-27,2010-05-28,4,4,3,1.5,71,70
306,足立区大谷田4-1,35.777340,139.837265,JGD2011,都道３１８号線（環七通り）,c,2010-11-16,2010-11-17,4,4,4,1.5,68,66
307,足立区千住河原町10,35.743710,139.797867,JGD2011,国道４号,c,2010-11-11,2010-11-12,3,7,4,1.5,69,67
308,足立区中央本町1-5-3,35.771118,139.803574,JGD2011,国道４号,c,2010-11-11,2010-11-12,3,4,4,1.5,66,65
309,足立区西保木間1-15,35.796452,139.801788,JGD2011,国道４号,c,2010-11-15,2010-11-16,3,4,4.8,1.5,74,73
310,足立区西新井本町2--3-1,35.777217,139.775666,JGD2011,都道３０７号線,c,2010-11-15,2010-11-16,4,2,1,1.5,66,61
311,足立区本木南町2,35.760323,139.781052,JGD2011,都道４５０号線,c,2010-11-29,2010-11-30,4,4,7.1,1.5,71,67
312,足立区綾瀬3-12-15,35.764210,139.828583,JGD2011,都道３１４号線,b,2010-12-01,2010-12-02,4,2,6,1.5,67,63
313,足立区綾瀬1-11,35.756969,139.821121,JGD2011,都道３０８号線,b,2010-11-30,2010-12-01,4,2,3,1.5,65,63
314,足立区中央本町1丁目16,35.774796,139.803711,JGD2011,国道４号,C,2010-12-01,2010-12-02,3,4,4.3,1.2,71,70
315,足立区谷中2丁目23,35.776302,139.835541,JGD2011,都道王子金町江戸川線（環状7号線）,C,2010-12-01,2010-12-02,4,4,5,1.2,71,70
316,足立区本木南町2,35.760323,139.781052,JGD2011,高速中央環状線,C,2010-12-01,2010-12-02,2,4,9.1,1.2,69,66
317,足立区堀之内1丁目3,35.772835,139.757660,JGD2011,高速川口線,C,2010-12-01,2010-12-02,2,4,10,1.2,69,66
318,足立区千住寿町5,35.752022,139.800034,JGD2011,国道４号,C,2010-12-01,2010-12-02,3,6,4.2,1.2,72,70
319,足立区島根2丁目32,35.784908,139.802475,JGD2011,国道４号,C,2010-12-01,2010-12-02,3,4,4.9,1.2,74,72
320,足立区舎人1丁目17,35.806046,139.769760,JGD2011,都道台東鳩ケ谷線,C,2010-12-01,2010-12-02,4,4,6.7,1.2,66,61
