一連番号,測定地点の住所,緯度,経度,座標系,道路名,環境基準累計,測定開始年月日,測定終了年月日,道路種別,車線数,車道端からの距離(m),地上からの高さ(m),昼間等価騒音レベル(dB),夜間等価騒音レベル(dB)
543,武蔵村山市三ツ木3-23-11,35.760361,139.371445,JGD2011,都道新宿青梅線（青梅街道）,b,2010-11-11,2010-11-12,4,2,2.5,1.2,71,68
544,武蔵村山市中籐4-18-1,35.757717,139.403427,JGD2011,都道新宿青梅線（青梅街道）,b,2010-11-11,2010-11-12,4,2,2,1.2,65,60
545,武蔵村山市三ツ藤3-7-8,35.756331,139.371374,JGD2011,都道新宿青梅線（新青梅街道）,b,2010-11-09,2010-11-10,4,4,2.8,1.2,73,70
546,武蔵村山市学園3-24-1,35.748326,139.405331,JGD2011,都道新宿青梅線（新青梅街道）,b,2010-11-08,2010-11-09,4,4,2.8,1.2,76,71
547,武蔵村山市残堀5-8-1,35.749798,139.373489,JGD2011,都道三ツ木八王子線,b,2010-11-11,2010-11-12,4,2,4,1.2,67,65
548,武蔵村山市榎3-113-6,35.749404,139.383198,JGD2011,都道八王子武蔵村山線,b,2010-11-08,2010-11-09,4,2,3.9,1.2,68,67
549,武蔵村山市伊奈平2-19-1,35.740856,139.382156,JGD2011,都道八王子武蔵村山線,c,2010-11-09,2010-11-10,4,2,3.9,1.2,67,64
550,武蔵村山市大南1-148,35.736668,139.395889,JGD2011,都道所沢武蔵村山立川線,c,2010-11-08,2010-11-09,4,2,3.1,1.2,66,63
551,武蔵村山市榎1-1-28,35.746030,139.387530,JGD2011,都道第２号線（江戸街道）,c,2010-11-09,2010-11-10,6,2,4.1,1.2,64,60
552,武蔵村山市本町3-22,35.758026,139.383163,JGD2011,都道所沢武蔵村山立川線,A,2010-11-04,2010-11-05,4,2,3.7,1.2,66,62
553,武蔵村山市三ツ藤1-82,35.748867,139.382401,JGD2011,都道八王子武蔵村山線,B,2010-11-04,2010-11-05,4,2,3.8,1.2,68,66
554,武蔵村山市岸3-1,35.761345,139.369415,JGD2011,都道新宿青梅線,B,2010-11-04,2010-11-05,4,2,2.6,1.2,69,66
