一連番号,測定地点の住所,緯度,経度,座標系,道路名,環境基準類型等,測定開始年月日,測定終了年月日,道路種別,車線数,車道端からの距離(m),地上からの高さ(m),昼間等価騒音レベル(Leq)(dB),夜間等価騒音レベル(Leq)(dB)
1,千代田区神田神保町2-15,35.695442,139.757939,JGD2011,都道３０１号（白山通り）,c,2010-06-01,2010-06-08,4,6,8.8,1.5,70,68
3,千代田区九段南1-1,35.693378,139.754913,JGD2011,都道４０１号（内堀通り）,b,2010-07-06,2010-07-08,4,4,1.7,1.5,66,64
4,千代田区飯田橋4-15-14,35.700893,139.746700,JGD2011,都道８号（目白通り）,c,2010-07-06,2010-07-08,4,5,4.4,1.5,70,69
6,千代田区九段南3-8-14,35.692982,139.742935,JGD2011,都道３０２号（靖国通り）,c,2010-09-28,2010-09-30,4,5,4.5,1.5,69,66
7,千代田区神田須田町1-3,35.696018,139.769287,JGD2011,都道３０２号（靖国通り）,c,2010-09-28,2010-09-30,4,6,6.0,1.5,70,68
8,千代田区東神田2-10-18,35.695507,139.780655,JGD2011,都道３０２号（靖国通り）,c,2010-09-28,2010-09-30,4,6,6.0,1.5,73,70
9,千代田区外神田3-16-12,35.702534,139.771484,JGD2011,都道４３７号（中央通り）,c,2010-10-26,2010-10-28,4,6,6.6,1.5,69,67
11,千代田区神田神保町2-15２－15,35.695426,139.757963,JGD2011,都道３０１号（白山通り）,c,2010-11-09,2010-11-16,4,5,8.8,1.5,71,68
20,千代田区神田美土代町7,35.693233,139.765701,JGD2011,都道４０３号線,C,2010-12-01,2010-12-02,4,6,5.5,1.2,66,64
21,千代田区外神田3丁目5,35.701752,139.769928,JGD2011,都道４５２号線,C,2010-12-01,2010-12-02,4,4,2.6,1.2,69,68
24,中央区月島4-1,35.662067,139.782181,JGD2011,都道４６３号（清澄通り）,c,2010-06-08,2010-06-11,4,6,7.0,1.2,67,65
26,中央区日本橋本町2-2,35.687996,139.775497,JGD2011,都道３１６号（昭和通り）,c,2010-06-08,2010-06-11,4,7,5.5,1.2,74,73
27,中央区築地6-1,35.665749,139.772690,JGD2011,都道３０４号（晴海通り）,c,2010-07-06,2010-07-09,4,6,5.0,1.2,71,70
28,中央区京橋3-11,35.674385,139.771667,JGD2011,都道３１６号（昭和通り）,c,2010-10-19,2010-10-22,4,10,5.6,1.2,71,70
29,中央区日本橋人形町2-36,35.685848,139.786469,JGD2011,都道５０号（新大橋通り）,c,2010-10-19,2010-10-22,4,6,5.5,1.2,71,69
31,中央区新富2-5,35.671688,139.773880,JGD2011,都道５０号（新大橋通り）,c,2010-11-16,2010-11-19,4,6,5.5,1.2,69,66
32,中央区晴海3-1,35.656456,139.779572,JGD2011,都道３０４号（晴海通り）,c,2010-12-07,2010-12-10,4,9,8.0,1.2,66,65
33,中央区入船1-1,35.673565,139.777573,JGD2011,都道５０号（新大橋通り）,c,2011-01-18,2011-01-21,4,6,6.2,1.2,66,64
34,中央区銀座8丁目16,35.665848,139.763611,JGD2011,都道日本橋芝浦大森線,C,2010-11-01,2010-11-02,4,6,5.7,1.2,69,67
35,中央区銀座1丁目20,35.672783,139.770218,JGD2011,都道日本橋芝浦大森線,C,2010-11-01,2010-11-02,4,10,4,1.2,74,74
36,中央区銀座7丁目13,35.667622,139.764053,JGD2011,都道日本橋芝浦大森線,C,2010-11-01,2010-11-02,4,10,4,1.2,72,71
37,中央区八重洲2丁目6,35.677799,139.768082,JGD2011,都道外濠環状線,C,2010-11-01,2010-11-02,4,10,5.6,1.2,65,62
38,中央区月島1丁目27,35.663071,139.782364,JGD2011,都道上野月島線,C,2010-11-01,2010-11-02,4,6,3,1.2,66,63
39,中央区入船3丁目3,35.670113,139.776276,JGD2011,都道新富晴海線,C,2010-11-01,2010-11-02,4,6,1,1.2,70,67
42,港区東麻布2-31-7,35.655727,139.740875,JGD2011,都道３１９号線(外苑東通り),c,2010-12-15,2010-12-16,4,4,5.9,1.2,73,72
43,港区白金台5-10-15,35.641848,139.719895,JGD2011,都道４１８号線（外苑西通り）,c,2011-01-17,2011-01-18,4,4,4,1.2,71,69
