一連番号,測定地点の住所,緯度,経度,座標系,道路名,環境基準類型等,測定開始年月日,測定終了年月日,道路種別,車線数,車道端からの距離(m),地上からの高さ(m),昼間等価騒音レベル(Leq)(dB),夜間等価騒音レベル(Leq)(dB)
78,新宿区高田馬場4丁目39,35.710636,139.696030,JGD2011,都道飯田橋石神井新座線,C,2011-03-09,2011-03-10,4,2,4.5,1.2,65,63
79,新宿区榎町72-2,35.704913,139.728940,JGD2011,都道飯田橋石神井新座線,C,2011-03-09,2011-03-10,4,4,2.9,1.2,61,57
80,新宿区神楽坂6丁目25,35.703606,139.736420,JGD2011,都道飯田橋石神井新座線,C,2011-03-09,2011-03-10,4,2,3.9,1.2,64,60
81,新宿区津久戸町4-6,35.703300,139.740112,JGD2011,都道飯田橋石神井新座線,C,2011-03-09,2011-03-10,4,4,2.7,1.2,69,67
82,新宿区西新宿4丁目40,35.685547,139.685303,JGD2011,都道環状６号線,C,2011-03-09,2011-03-10,4,4,7.2,1.2,65,63
83,新宿区中落合3丁目7,35.720203,139.689896,JGD2011,都道環状６号線,C,2011-03-09,2011-03-10,4,4,9.1,1.2,64,62
85,文京区千駄木3丁目34,35.725880,139.763107,JGD2011,都道秋葉原雑司ヶ谷線,C,2011-01-25,2011-01-26,4,2,4.9,1.2,70,68
86,文京区小石川4丁目16,35.716251,139.742401,JGD2011,都道環状３号線,B,2011-01-25,2011-01-26,4,4,6.2,1.2,59,52
88,台東区元浅草1丁目5-2,35.707069,139.782608,JGD2011,都道４５３号線（春日通り）,c,2010-12-08,2010-12-10,4,2,4.8,1.2,70,68
91,台東区元浅草1丁目5,35.707188,139.782440,JGD2011,都道４５３号線,B,2010-12-09,2010-12-10,4,4,4.8,1.2,70,68
95,墨田区東向島6-6-12,35.721310,139.819565,JGD2011,都道王子千住南砂線（明治通り）,c,2010-09-06,2010-09-10,4,4,4,2,68,66
96,墨田区東向島3-17-13,35.724815,139.815765,JGD2011,都道王子千住南砂線（明治通り）,c,2010-09-06,2010-09-10,4,4,4,1.2,70,68
99,墨田区横網2-3,35.699745,139.796921,JGD2011,横網町公園 都道御徒町小岩線（蔵前橋通り）,b,2010-12-06,2010-12-10,4,4,3,1.2,70,66
100,墨田区太平1-17,35.701801,139.808640,JGD2011,法恩寺橋児童遊園 都道御徒町小岩線（蔵前橋通り）,c,2010-11-08,2010-11-12,4,4,3,1.2,69,66
101,墨田区菊川3-16-5,35.688911,139.806351,JGD2011,都道環状３号線（三ツ目通り）,c,2010-12-13,2010-12-17,4,4,3,1.2,71,67
102,墨田区本所4-1-4,35.702820,139.804916,JGD2011,都道環状３号線（三ツ目通り）,c,2010-12-13,2010-12-17,4,4,3,1.2,72,69
103,墨田区横網2-3,35.699745,139.796921,JGD2011,横網町公園 都道上野月島線（清澄通り）,b,2010-10-18,2010-10-22,4,4,4,1.2,67,64
104,墨田区錦糸4-15,35.698555,139.815033,JGD2011,錦糸公園 都道深川吾嬬線（四ツ目通り）,b,2010-11-08,2010-11-12,4,4,3,1.2,69,66
105,墨田区吾妻橋3-4-1,35.708923,139.807526,JGD2011,都道本郷亀戸線（浅草通り）,c,2010-11-15,2010-11-19,4,4,6,1.2,66,62
106,墨田区堤通2-6,35.733002,139.815521,JGD2011,隅田川神社入り口 都道吾妻橋伊興町線（墨堤通り）,b,2010-11-15,2010-11-19,4,4,6,1.2,67,64
110,墨田区京島1丁目52,35.717049,139.822327,JGD2011,都道深川吾嬬線,C,2010-11-24,2010-11-25,4,2,2.5,1.2,66,62
111,墨田区立花4丁目22,35.708305,139.831970,JGD2011,都道南砂町吾嬬町線,C,2010-11-24,2010-11-25,4,5,2.8,1.2,66,61
114,墨田区本所1丁目32,35.704563,139.797699,JGD2011,都道上野月島線,C,2010-11-24,2010-11-25,4,4,4.2,1.2,70,66
115,墨田区業平5丁目9,35.707909,139.817413,JGD2011,都道本郷亀戸線,C,2010-11-24,2010-11-25,4,4,2.2,1.2,70,65
116,墨田区業平1丁目12,35.708679,139.809845,JGD2011,都道本郷亀戸線,C,2010-11-24,2010-11-25,4,6,5.4,1.2,67,63
117,墨田区業平3丁目4,35.706112,139.813980,JGD2011,都道深川吾嬬線,C,2010-11-24,2010-11-25,4,4,4.8,1.2,70,66
